Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,3.940002,B,11,0,magicTap,2
2,0,0,3.399994,B,11,0,magicTap,9
3,0,1,2.259995,B,11,0,magicTap,0
4,0,0,3.919998,B,11,0,magicTap,7
5,0,0,2.480011,B,11,0,magicTap,14
6,0,0,4.199997,B,11,0,magicTap,5
7,0,0,3.940002,B,11,0,magicTap,12
8,0,0,2.199997,B,11,0,magicTap,3
9,0,2,1.979996,B,11,0,magicTap,10
10,0,0,2,B,11,0,magicTap,1
11,0,1,2.180008,B,11,0,magicTap,8
12,0,2,1.87999,B,11,0,magicTap,15
13,0,0,3,B,11,0,magicTap,6
14,0,1,2.240021,B,11,0,magicTap,13
15,0,0,2.279999,B,11,0,magicTap,4
16,0,0,1.619995,B,15,0,magicTap,6
17,0,0,1.559998,B,15,0,magicTap,13
18,0,1,1.660004,B,15,0,magicTap,4
19,0,0,1.839996,B,15,0,magicTap,11
20,0,0,1.76001,B,15,0,magicTap,2
21,0,1,1.679993,B,15,0,magicTap,9
22,0,1,1.660004,A,15,0,magicTap,0
23,0,0,1.579987,A,15,0,magicTap,7
24,0,1,1.700012,B,15,0,magicTap,14
25,0,0,1.700012,B,15,0,magicTap,5
26,0,2,1.699982,B,15,0,magicTap,12
27,0,1,1.540009,B,15,0,magicTap,3
28,0,0,1.480011,B,15,0,magicTap,10
29,0,1,1.319977,B,15,0,magicTap,1
30,0,1,1.680023,B,15,0,magicTap,8
31,0,1,1.220001,B,14,0,magicTap,5
32,0,0,1.220001,B,14,0,magicTap,12
33,0,0,1.279999,B,14,0,magicTap,3
34,0,1,1.380005,B,14,0,magicTap,10
35,0,0,1.459991,B,14,0,magicTap,1
36,0,0,1.380005,B,14,0,magicTap,8
37,0,1,1.399994,B,14,0,magicTap,15
38,0,2,1.680023,B,14,0,magicTap,6
39,0,0,1.47998,B,14,0,magicTap,13
40,0,0,1.580017,B,14,0,magicTap,4
41,0,0,1.23999,A,14,0,magicTap,11
42,0,1,1.320007,B,14,0,magicTap,2
43,0,0,1.359985,B,14,0,magicTap,9
44,0,0,1.320007,B,14,0,magicTap,0
45,0,0,1.5,B,14,0,magicTap,7
