Case,X,Y,Z,modeSelected
1,-0.6150141,1.26082,0.2430714,Tap
1,-0.6203449,1.258476,0.245946,Tap
8,0.07155176,0.9938555,0.1395692,Tap
30,-0.1179938,1.359504,0.2296062,Tap
34,-0.2032406,0.9939342,0.1440361,Tap
45,-0.2669961,1.38945,0.2524846,Tap
119,-0.3505207,1.203276,0.3139836,magicTap
