Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,2,2,2.700073, ,7,0,Tap,14
2,0,0,2.719971, ,7,0,Tap,5
3,0,0,1.579956, ,7,0,Tap,12
4,0,0,1.960083, ,7,0,Tap,3
5,0,0,1.859985, ,7,0,Tap,10
6,0,0,1.779907, ,7,0,Tap,1
7,0,0,2.5, ,7,0,Tap,8
8,1,1,1.660034, ,7,0,Tap,15
9,0,0,2.440063, ,7,0,Tap,6
10,0,0,1.899902, ,7,0,Tap,13
11,0,0,2, ,7,0,Tap,4
12,0,0,1.700073, ,7,0,Tap,11
13,0,0,1.780029, ,7,0,Tap,2
14,0,0,1.819946, ,7,0,Tap,9
15,0,0,1.940063, ,7,0,Tap,0
16,0,0,1.400024, ,1,0,Tap,8
17,0,0,1.319946, ,1,0,Tap,15
18,0,0,1.780029, ,1,0,Tap,6
19,0,0,1.380005, ,1,0,Tap,13
20,0,0,1.5, ,1,0,Tap,4
21,0,0,1.5, ,1,0,Tap,11
22,0,0,1.419922, ,1,0,Tap,2
23,0,0,1.619995, ,1,0,Tap,9
24,0,0,1.460083, ,1,0,Tap,0
25,0,0,1.419922, ,1,0,Tap,7
26,0,0,1.300049, ,1,0,Tap,14
27,0,0,1.579956, ,1,0,Tap,5
28,0,0,1.480103, ,1,0,Tap,12
29,0,0,1.299927, ,1,0,Tap,3
30,1,1,1.560059, ,1,0,Tap,10
31,0,0,1.280029, ,7,1,Tap,0
32,0,0,1.26001, ,7,1,Tap,9
33,0,0,1.099976, ,7,1,Tap,2
34,1,1,1.140015, ,7,1,Tap,11
35,0,0,1.26001, ,7,1,Tap,4
36,0,0,1.23999, ,7,1,Tap,13
37,0,0,1.200073, ,7,1,Tap,6
38,0,0,1.219971, ,7,1,Tap,15
39,0,0,1.119995, ,7,1,Tap,8
40,0,0,1.140015, ,7,1,Tap,1
41,0,0,1.199951, ,7,1,Tap,10
42,0,0,1.060059, ,7,1,Tap,3
43,0,0,1.159912, ,7,1,Tap,12
44,0,0,1.040039, ,7,1,Tap,5
45,1,1,2.52002, ,7,1,Tap,14
46,0,0,2.560059, ,5,1,longPress,14
47,0,0,3.160034, ,5,1,longPress,7
48,0,2,2.419922, ,5,1,longPress,0
49,0,0,3.099976, ,5,1,longPress,9
50,0,0,2.460083, ,5,1,longPress,2
51,0,0,2, ,5,1,longPress,11
52,0,0,2.559937, ,5,1,longPress,4
53,0,0,2.73999, ,5,1,longPress,13
54,0,0,2.23999, ,5,1,longPress,6
55,0,1,2.02002, ,5,1,longPress,15
56,0,0,3.099976, ,5,1,longPress,8
57,0,0,2.240112, ,5,1,longPress,1
58,0,1,2.079956, ,5,1,longPress,10
59,0,0,2.839966, ,5,1,longPress,3
60,0,0,2.380005, ,5,1,longPress,12
61,0,0,1.700073, ,5,1,longPress,14
62,0,0,1.799927, ,5,1,longPress,7
63,0,1,1.880005, ,5,1,longPress,0
64,0,0,1.680054, ,5,1,longPress,9
65,0,0,1.719971, ,5,1,longPress,2
66,0,1,1.640015, ,5,1,longPress,11
67,0,2,2, ,5,1,longPress,4
68,0,2,1.680054, ,5,1,longPress,13
69,0,2,2.099976, ,5,1,longPress,6
70,0,3,1.539917, ,5,1,longPress,15
71,0,0,1.700073, ,5,1,longPress,8
72,0,0,1.640015, ,5,1,longPress,1
73,0,1,1.579956, ,5,1,longPress,10
74,0,0,2.160034, ,5,1,longPress,3
75,0,1,1.699951, ,5,1,longPress,12
76,0,1,1.519897, ,9,1,longPress,2
77,0,0,1.480103, ,9,1,longPress,11
78,0,2,1.519897, ,9,1,longPress,4
79,0,0,1.5, ,9,1,longPress,13
80,0,1,1.600098, ,9,1,longPress,6
81,0,0,1.579956, ,9,1,longPress,15
82,0,1,1.579956, ,9,1,longPress,8
83,0,1,1.420044, ,9,1,longPress,1
84,0,1,1.47998, ,9,1,longPress,10
85,0,0,1.359985, ,9,1,longPress,3
86,0,2,1.380005, ,9,1,longPress,12
87,0,1,1.660034, ,9,1,longPress,5
88,0,1,1.52002, ,9,1,longPress,14
89,0,1,1.779907, ,9,1,longPress,7
90,0,1,1.420044, ,9,1,longPress,0
91,0,0,2.599976,B,4,1,magicTap,13
92,0,1,2.380005,B,4,1,magicTap,6
93,0,1,2.199951,B,4,1,magicTap,15
94,0,1,2.140015,B,4,1,magicTap,8
95,0,0,2.160034,B,4,1,magicTap,1
96,0,0,2.079956,B,4,1,magicTap,10
97,0,0,1.820068,B,4,1,magicTap,3
98,0,0,1.939941,B,4,1,magicTap,12
99,0,0,2.560059,B,4,1,magicTap,5
100,0,1,2.079956,B,4,1,magicTap,14
101,0,0,2.52002,B,4,1,magicTap,7
102,0,0,1.23999,B,4,1,magicTap,0
103,0,1,1.719971,B,4,1,magicTap,9
104,0,2,1.640015,B,4,1,magicTap,2
105,0,0,1.800049,B,4,1,magicTap,11
106,0,1,1.579956,B,12,0,magicTap,3
107,0,1,1.960083,B,12,0,magicTap,10
108,0,1,1.419922,B,12,0,magicTap,1
109,0,1,1.540039,B,12,0,magicTap,8
110,0,0,1.300049,B,12,0,magicTap,15
111,0,0,1.279907,B,12,0,magicTap,6
112,0,0,1.300049,B,12,0,magicTap,13
113,0,0,1.280029,B,12,0,magicTap,4
114,0,1,1.419922,B,12,0,magicTap,11
115,0,0,1.160034,B,12,0,magicTap,2
116,0,1,1.5,B,12,0,magicTap,9
117,0,0,1.099976,B,12,0,magicTap,0
118,0,2,1.460083,B,12,0,magicTap,7
119,1,2,1.319946,B,12,0,magicTap,14
120,0,1,1.719971,B,12,0,magicTap,5
121,0,0,1.319946,B,4,1,magicTap,13
122,0,1,1.280029,B,4,1,magicTap,6
123,0,2,1.180054,B,4,1,magicTap,15
124,0,0,1.719971,B,4,1,magicTap,8
125,0,2,1.099976,A,4,1,magicTap,1
126,0,2,1.23999,B,4,1,magicTap,10
127,0,2,2.060059,B,4,1,magicTap,3
128,0,1,1.280029,B,4,1,magicTap,12
129,0,1,1.359985,B,4,1,magicTap,5
130,0,1,1.179932,B,4,1,magicTap,14
131,0,2,1.420044,B,4,1,magicTap,7
132,0,0,1.140015,B,4,1,magicTap,0
133,0,0,1.380005,B,4,1,magicTap,9
134,0,1,1.179932,B,4,1,magicTap,2
135,0,1,1.140015,B,4,1,magicTap,11
