Case,X,Y,Z,a,v,modeSelected
1,-0.6308846,1.272592,0.2455916,5.732515,0.2303907,Tap
1,-0.6325055,1.272427,0.2452002,0,0,Tap
1,-0.6475772,1.271624,0.2478437,38.30711,0.7661422,Tap
1,-0.6390429,1.27304,0.2422242,-12.51711,0.5158001,Tap
1,-0.6115118,1.257461,0.2320242,57.30351,1.66187,Tap
1,-0.6115118,1.257461,0.2320242,57.30351,1.66187,Tap
1,-0.6110764,1.256343,0.2321715,-80.07355,0.06039928,Tap
1,-0.6059642,1.252257,0.2305312,13.84863,0.3373719,Tap
1,-0.6013606,1.246624,0.2279534,2.426857,0.385909,Tap
1,-0.6013606,1.246624,0.2279534,2.426857,0.385909,Tap
1,-0.590412,1.212806,0.2173023,73.47275,1.855364,Tap
1,-0.5818545,1.199186,0.2070556,-45.08989,0.9535662,Tap
1,-0.5734778,1.188615,0.197762,-6.729159,0.818983,Tap
1,-0.5734778,1.188615,0.197762,-6.729159,0.818983,Tap
1,-0.570007,1.183755,0.1920958,-20.36739,0.4116352,Tap
1,-0.5656674,1.175107,0.1832724,12.15381,0.6547115,Tap
1,-0.5656674,1.175107,0.1832724,12.15381,0.6547115,Tap
1,-0.5566474,1.154903,0.1643,40.13144,1.45734,Tap
1,-0.5538137,1.148216,0.1565185,-46.257,0.5322003,Tap
1,-0.5538137,1.148216,0.1565185,-46.257,0.5322003,Tap
1,-0.5470517,1.135341,0.1399121,28.57454,1.103691,Tap
1,-0.5434207,1.130191,0.1293859,-24.51356,0.61342,Tap
1,-0.53905,1.122867,0.1183133,4.270059,0.6988212,Tap
1,-0.53905,1.122867,0.1183133,4.270059,0.6988212,Tap
1,-0.5274212,1.109952,0.09301281,41.79485,1.534718,Tap
1,-0.5205661,1.104517,0.07972908,-36.97161,0.7952861,Tap
1,-0.5205661,1.104517,0.07972908,-36.97161,0.7952861,Tap
1,-0.5036932,1.092859,0.05224562,45.96525,1.714591,Tap
1,-0.4933904,1.085406,0.03924608,-40.267,0.909251,Tap
1,-0.4933904,1.085406,0.03924608,-40.267,0.909251,Tap
1,-0.4750487,1.076787,0.01810312,27.75505,1.464352,Tap
1,-0.4680347,1.074235,0.01188993,-48.93903,0.4855714,Tap
1,-0.4607927,1.072265,0.005234241,0.7993519,0.5015585,Tap
1,-0.4607927,1.072265,0.005234241,0.7993519,0.5015585,Tap
1,-0.4445098,1.066453,-0.00996542,32.47358,1.15103,Tap
1,-0.4372984,1.062915,-0.01605511,-32.3515,0.5039999,Tap
1,-0.4372984,1.062915,-0.01605511,-32.3515,0.5039999,Tap
