Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ
49,0.2467017,0.8535266,0.5275927,0.06666212,0.02421176,longPress,1,14,0.03011296,1.161355,-0.02496862,0.04330709,0.1153143,-0.06133414
50,0.2465083,0.8532823,0.5279551,-0.01578107,0.02389614,longPress,1,14,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,-0.9480012,0.004936113,longPress,1,14,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,-0.2468057,0,longPress,4,-1,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,0,0,longPress,4,-1,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,0,0,longPress,4,-1,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,0,0,longPress,4,-1,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,0,0,longPress,4,-1,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,0,0,longPress,4,-1,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,0,0,longPress,4,-1,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,0,0,longPress,4,-1,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,0,0,longPress,4,-1,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,0,0,longPress,4,-1,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,0,0,longPress,4,-1,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,0,0,longPress,4,-1,0.02824469,1.162102,-0.02496672,0.04025548,0.1138475,-0.05924959
50,0.2465711,0.8533549,0.5279779,0,0,longPress,4,-1,0.02797546,1.162425,-0.02441931,0.03868132,0.1128944,-0.05901216
50,0.2500366,0.8533595,0.5287313,8.866104,0.1773221,longPress,4,-1,0.02797546,1.162425,-0.02441931,0.03868132,0.1128944,-0.05901216
50,0.2500366,0.8533595,0.5287313,-8.866104,0,longPress,4,-1,0.02797546,1.162425,-0.02441931,0.03868132,0.1128944,-0.05901216
50,0.2500366,0.8533595,0.5287313,0,0,longPress,4,-1,0.02801013,1.162786,-0.02397442,0.03727504,0.1134487,-0.05981281
50,0.2487353,0.8529803,0.5295858,4.005703,0.08011407,longPress,4,-1,0.0280147,1.162783,-0.02375269,0.03751284,0.1138513,-0.05928084
50,0.2488287,0.853164,0.5295143,-3.460208,0.01090991,longPress,4,-1,0.02800969,1.162719,-0.02368879,0.03799073,0.1138709,-0.05892193
50,0.2488186,0.8533536,0.5294528,-0.04653083,0.009979298,longPress,4,-1,0.02800377,1.162644,-0.02372503,0.03821059,0.1137113,-0.05885617
50,0.2485554,0.8541213,0.5293298,1.553016,0.04103963,longPress,4,-1,0.02787501,1.162481,-0.02369356,0.03880032,0.1136639,-0.05895985
50,0.2481982,0.8550038,0.5291872,0.3548721,0.04813707,longPress,4,-1,0.02780622,1.162405,-0.0236907,0.03896087,0.1135826,-0.05903672
50,0.2481534,0.8559012,0.5286627,0.1941841,0.05202075,longPress,4,-1,0.02764882,1.162446,-0.0236907,0.0386105,0.1132218,-0.05876517
50,0.2478639,0.8567026,0.5282297,-0.2117248,0.04778625,longPress,4,-1,0.02756502,1.162601,-0.02368402,0.03756908,0.1126953,-0.05844485
50,0.247659,0.8566126,0.5283179,-1.787819,0.01202987,longPress,4,-1,0.02741105,1.162885,-0.02368307,0.03629551,0.112808,-0.0586675
50,0.2481154,0.8566021,0.528357,0.5440424,0.02291072,longPress,4,-1,0.02727672,1.163091,-0.02372742,0.03546674,0.1124491,-0.0581423
50,0.2481154,0.8566021,0.528357,-1.145536,0,longPress,4,-1,0.02689942,1.163931,-0.02393818,0.0321024,0.1109207,-0.05600987
50,0.247807,0.8568218,0.5278697,1.542856,0.03085711,longPress,4,-1,0.02639797,1.165222,-0.0238862,0.02907512,0.1096888,-0.05499664
50,0.2476748,0.8569655,0.5278292,-1.044258,0.009971963,longPress,4,-1,0.02567199,1.167007,-0.02381992,0.02057252,0.1071646,-0.05239523
50,0.2473796,0.8572816,0.5277581,0.5970928,0.02191382,longPress,4,-1,0.02529894,1.167985,-0.02397442,0.01603974,0.105669,-0.05100894
50,0.2471414,0.857376,0.5275421,-0.2578475,0.01675687,longPress,4,-1,0.02461836,1.169714,-0.02425003,0.007805099,0.1039013,-0.04914676
50,0.246913,0.8576074,0.527257,0.2432558,0.02162199,longPress,4,-1,0.02424679,1.170775,-0.02446985,0.002988959,0.1030542,-0.04747935
