Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ
1,-0.2358242,1.007517,0.5011687,3.576983,0.1141167,magicTap,1,9,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,-2.235099,0.06941471,magicTap,1,9,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,-3.470736,0,magicTap,4,-1,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,0,0,magicTap,4,-1,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,0,0,magicTap,4,-1,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,0,0,magicTap,4,-1,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,0,0,magicTap,4,-1,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,0,0,magicTap,4,-1,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,0,0,magicTap,4,-1,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,0,0,magicTap,4,-1,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,0,0,magicTap,4,-1,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,0,0,magicTap,4,-1,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,0,0,magicTap,4,-1,-0.1168961,1.132862,-0.02511024,0.005543407,-0.05675644,0.01691399
1,-0.2365047,1.008551,0.5005388,0,0,magicTap,4,-1,-0.1170831,1.133989,-0.02305651,0.002462025,-0.05206219,0.01765265
1,-0.2466323,1.013436,0.5102634,37.16571,0.7433141,magicTap,4,-1,-0.1170831,1.133989,-0.02305651,0.002462025,-0.05206219,0.01765265
1,-0.2466323,1.013436,0.5102634,-37.16571,0,magicTap,4,-1,-0.117204,1.134454,-0.02218628,0.001724328,-0.04935296,0.01758635
1,-0.2451461,1.013036,0.5132103,8.311465,0.1662293,magicTap,4,-1,-0.1170794,1.134251,-0.02267933,0.002163483,-0.04819465,0.01849703
1,-0.2396688,1.017169,0.5017562,25.06837,0.6675966,magicTap,4,-1,-0.1170103,1.134342,-0.0227046,0.002000287,-0.0455549,0.01892883
1,-0.2398312,1.016447,0.5052896,-24.35497,0.1804972,magicTap,4,-1,-0.1169801,1.134342,-0.02292347,0.001967145,-0.04390632,0.01897298
1,-0.2398312,1.016447,0.5052896,-9.024858,0,magicTap,4,-1,-0.1169141,1.134518,-0.02322626,0.000681876,-0.04148653,0.01901962
1,-0.2380591,1.016969,0.5115666,16.35821,0.3271641,magicTap,4,-1,-0.1167619,1.134772,-0.02340698,-0.000288363,-0.03935027,0.01919164
1,-0.2380591,1.016969,0.5115666,-16.35821,0,magicTap,4,-1,-0.1154646,1.135646,-0.02372599,-0.00208904,-0.03429878,0.02034695
1,-0.2389046,1.017084,0.5122857,2.789394,0.05578788,magicTap,4,-1,-0.1141655,1.136634,-0.02396393,-0.003921537,-0.02675532,0.02249376
1,-0.2391901,1.016979,0.5135016,0.3439371,0.06266662,magicTap,4,-1,-0.1130473,1.137338,-0.02399588,-0.004763385,-0.01994342,0.02231223
1,-0.2388739,1.017402,0.5141511,-1.040897,0.04184867,magicTap,4,-1,-0.1109107,1.138904,-0.02392197,-0.006812141,-0.00482775,0.01968333
1,-0.2373647,1.016633,0.5164914,5.130002,0.1444487,magicTap,4,-1,-0.1088303,1.140383,-0.02397156,-0.008673537,0.009269668,0.01915582
1,-0.2373647,1.016633,0.5164914,-7.222435,0,magicTap,4,-1,-0.1052286,1.142334,-0.02452803,-0.01173817,0.0404324,0.02046799
1,-0.2368776,1.016466,0.5165882,1.309958,0.02619917,magicTap,4,-1,-0.1032411,1.143367,-0.02463675,-0.01245083,0.05380729,0.0204199
1,-0.2363958,1.016474,0.5164146,-0.02952786,0.02560861,magicTap,4,-1,-0.09939592,1.145182,-0.02536154,-0.01457747,0.08520706,0.01657432
1,-0.2353651,1.01616,0.5152636,2.661445,0.07883751,magicTap,4,-1,-0.09734578,1.145751,-0.02568769,-0.01509659,0.1012611,0.01542827
1,-0.2340188,1.015803,0.5133996,1.875261,0.1163427,magicTap,4,-1,-0.09545791,1.146294,-0.02596569,-0.01586507,0.1162368,0.01469718
1,-0.2304424,1.016263,0.5103278,6.025171,0.2368462,magicTap,4,-1,-0.09211322,1.147196,-0.02699375,-0.01568332,0.1432531,0.01245507
1,-0.223069,1.017065,0.504086,12.3921,0.4846882,magicTap,4,-1,-0.09055828,1.147489,-0.02732325,-0.01556841,0.1553908,0.01198885
1,-0.2154149,1.019796,0.4939961,8.154914,0.6477865,magicTap,3,-1,-0.08809058,1.147863,-0.02760363,-0.01690705,0.1738974,0.01312629
1,-0.1871375,1.028083,0.460247,79.61755,2.240137,magicTap,3,-1,-0.0868201,1.148255,-0.0278759,-0.0176873,0.1823099,0.01274558
1,-0.1720761,1.034111,0.4418831,-50.74811,1.225175,magicTap,3,-1,-0.08456634,1.148507,-0.02818632,-0.01880971,0.1956198,0.01182382
1,-0.1480913,1.04126,0.4149494,30.65807,1.838337,magicTap,3,-1,-0.08365548,1.148683,-0.02831507,-0.01892586,0.2008918,0.01180065
1,-0.1314419,1.042238,0.4098096,-48.28662,0.8726042,magicTap,3,-1,-0.08197838,1.148878,-0.02846098,-0.0188267,0.2081179,0.01017817
