Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,2.06,B,1,1,magicTap,10
2,0,1,2.2,B,1,1,magicTap,3
3,0,0,2.06,B,1,1,magicTap,12
4,0,0,2.12,B,1,1,magicTap,5
5,0,1,1.719999,B,1,1,magicTap,14
6,0,1,2.040001,B,1,1,magicTap,7
7,0,0,1.9,B,1,1,magicTap,0
8,0,0,2.440001,B,1,1,magicTap,9
9,0,0,2.039999,B,1,1,magicTap,2
10,0,0,1.799999,B,1,1,magicTap,11
11,0,1,3.34,B,1,1,magicTap,4
12,0,0,1.860001,A,1,1,magicTap,13
13,0,1,1.82,B,1,1,magicTap,6
14,0,0,2.599998,B,1,1,magicTap,15
15,0,0,1.960003,B,1,1,magicTap,8
16,0,1,2.200001,B,12,1,magicTap,5
17,0,0,1.200001,B,12,1,magicTap,14
18,0,0,1.48,B,12,1,magicTap,7
19,0,2,1.66,B,12,1,magicTap,0
20,0,0,1.619999,B,12,1,magicTap,9
21,0,0,1.779999,B,12,1,magicTap,2
22,0,1,1.34,B,12,1,magicTap,11
23,0,0,1.420002,B,12,1,magicTap,4
24,0,0,1.360001,B,12,1,magicTap,13
25,0,2,1.519997,B,12,1,magicTap,6
26,0,3,1.440002,B,12,1,magicTap,15
27,0,1,1.499996,B,12,1,magicTap,8
28,0,1,1.740005,B,12,1,magicTap,1
29,0,3,1.619995,B,12,1,magicTap,10
30,0,1,1.459999,B,12,1,magicTap,3
31,0,1,1.18,B,12,1,magicTap,5
32,0,2,1.279999,B,12,1,magicTap,14
33,0,0,1.18,B,12,1,magicTap,7
34,0,2,1.719994,B,12,1,magicTap,0
35,0,1,1.320007,B,12,1,magicTap,9
36,0,0,1.299995,B,12,1,magicTap,2
37,0,1,1.160004,B,12,1,magicTap,11
38,0,0,1.399994,B,12,1,magicTap,4
39,0,1,1.440002,B,12,1,magicTap,13
40,0,0,1.599998,B,12,1,magicTap,6
41,0,1,1.260002,B,12,1,magicTap,15
42,0,1,1.32,B,12,1,magicTap,8
43,0,0,1.440002,B,12,1,magicTap,1
44,0,0,1.220001,B,12,1,magicTap,10
45,0,0,1.479996,B,12,1,magicTap,3
