Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ
2,0.2510405,1.097842,0.5199604,0,0,pinch,4,-1,0.0737202,1.137586,0.08131552,-0.05468144,0.1717516,0.002912465
2,0.2510405,1.097842,0.5199604,0,0,pinch,4,-1,0.0737202,1.137586,0.08131552,-0.05468144,0.1717516,0.002912465
2,0.2510405,1.097842,0.5199604,0,0,pinch,4,-1,0.0737202,1.137586,0.08131552,-0.05468144,0.1717516,0.002912465
2,0.2510405,1.097842,0.5199604,0,0,pinch,4,-1,0.0737202,1.137586,0.08131552,-0.05468144,0.1717516,0.002912465
2,0.2510405,1.097842,0.5199604,0,0,pinch,4,-1,0.0737202,1.137586,0.08131552,-0.05468144,0.1717516,0.002912465
2,0.2510405,1.097842,0.5199604,0,0,pinch,4,-1,0.0737202,1.137586,0.08131552,-0.05468144,0.1717516,0.002912465
2,0.2510405,1.097842,0.5199604,0,0,pinch,4,-1,0.0737202,1.137586,0.08131552,-0.05468144,0.1717516,0.002912465
2,0.2510405,1.097842,0.5199604,0,0,pinch,4,-1,0.0737202,1.137586,0.08131552,-0.05468144,0.1717516,0.002912465
2,0.2510405,1.097842,0.5199604,0,0,pinch,4,-1,0.07086212,1.13892,0.08077002,-0.05747521,0.166674,0.006610953
2,0.256112,1.082355,0.5185084,40.90154,0.8180307,pinch,4,-1,0.07086212,1.13892,0.08077002,-0.05747521,0.166674,0.006610953
2,0.256112,1.082355,0.5185084,-40.90154,0,pinch,4,-1,0.07086212,1.13892,0.08077002,-0.05747521,0.166674,0.006610953
2,0.256112,1.082355,0.5185084,0,0,pinch,4,-1,0.06935811,1.139706,0.08045721,-0.05950793,0.1639412,0.008116849
2,0.2562313,1.07325,0.5144262,24.94651,0.4989302,pinch,4,-1,0.06898091,1.140012,0.08037949,-0.06132272,0.1629029,0.009074318
2,0.2562992,1.0762,0.519383,-10.52534,0.2884234,pinch,4,-1,0.068591,1.140268,0.08017731,-0.06229409,0.162204,0.009485645
2,0.2562992,1.0762,0.519383,-14.42117,0,pinch,4,-1,0.06832192,1.140191,0.07997799,-0.06365461,0.1617611,0.00961233
2,0.2561541,1.075621,0.5192204,1.54638,0.0309276,pinch,4,-1,0.06792609,1.14023,0.07981634,-0.06461937,0.1613384,0.009716621
2,0.2561541,1.075621,0.5192204,-1.54638,0,pinch,4,-1,0.06732884,1.14052,0.07981014,-0.06570086,0.1611951,0.008807896
2,0.2567213,1.075205,0.5201187,2.852401,0.05704802,pinch,4,-1,0.06650027,1.140975,0.0795517,-0.06767664,0.1596739,0.008599408
2,0.2566303,1.075122,0.5206475,-1.49499,0.02714823,pinch,4,-1,0.0664663,1.140907,0.07961321,-0.06775605,0.1594947,0.008612635
2,0.256183,1.075252,0.5205636,-0.1740834,0.02366656,pinch,4,-1,0.06566623,1.141164,0.07942963,-0.0696345,0.1579536,0.008446219
2,0.2557346,1.074477,0.5211201,1.452995,0.05272645,pinch,4,-1,0.06518602,1.141286,0.07930136,-0.07044178,0.1571768,0.008243805
2,0.2556579,1.075261,0.5212679,-0.6324789,0.04007687,pinch,4,-1,0.06403612,1.142054,0.07927227,-0.07246137,0.1544893,0.008164635
2,0.254099,1.076559,0.5204082,3.504751,0.1101719,pinch,4,-1,0.06302609,1.14252,0.07934523,-0.07411504,0.1522697,0.008562462
2,0.2527293,1.076317,0.520545,-2.014425,0.06988341,pinch,4,-1,0.06198144,1.142902,0.07943726,-0.07610045,0.1484439,0.008966879
2,0.2512283,1.076768,0.5195756,1.113451,0.09215243,pinch,4,-1,0.0606295,1.143284,0.07958889,-0.07820304,0.1432016,0.009060637
2,0.2502958,1.07826,0.5179396,1.397489,0.1201022,pinch,4,-1,0.05645645,1.145204,0.07997036,-0.08419952,0.1261508,0.01134636
