Case,X,Y,Z,modeSelected
9,-0.2520929,0.8206878,0.3234411,Tap
15,0.2847583,1.27226,0.3119577,Tap
26,0.1433205,0.9250115,0.2428574,Tap
33,0.07237236,1.12794,0.1442561,Tap
