Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ,thumbX,thumbY,thumbZ
1,0.283459,1.197465,0.5202799,2.601929,0.1113357,magicTap,1,1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2800749,1.110134,0.5200348
1,0.2838018,1.197312,0.5210886,-3.337831,0.04457903,magicTap,1,1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,-2.228952,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01769648,1.169859,0.02311373,-0.06145157,0.05204711,0.01857182,0.2801243,1.109985,0.5207195
1,0.2838018,1.197312,0.5210886,0,0,magicTap,4,-1,0.01000631,1.169301,0.02277184,-0.05930018,0.02480973,0.02258834,0.2801243,1.109985,0.5207195
1,0.2772553,1.20126,0.5196476,19.44883,0.3889765,magicTap,4,-1,0.01000631,1.169301,0.02277184,-0.05930018,0.02480973,0.02258834,0.2730607,1.114116,0.5214968
1,0.2772553,1.20126,0.5196476,-19.44883,0,magicTap,4,-1,0.01000631,1.169301,0.02277184,-0.05930018,0.02480973,0.02258834,0.2730607,1.114116,0.5214968
1,0.2772553,1.20126,0.5196476,0,0,magicTap,4,-1,0.006090887,1.16904,0.02246952,-0.05782518,0.01262859,0.02526526,0.2730607,1.114116,0.5214968
1,0.2772601,1.201399,0.515758,9.730106,0.1946021,magicTap,4,-1,0.006575965,1.169315,0.02256584,-0.05940805,0.01634339,0.02501669,0.2752745,1.113597,0.5183892
1,0.2759184,1.201071,0.5150914,-5.895976,0.0766826,magicTap,4,-1,0.006101392,1.169371,0.02260017,-0.05999213,0.01579851,0.02607048,0.2728207,1.11363,0.5186586
1,0.2749776,1.201387,0.5148168,-1.260155,0.05147949,magicTap,4,-1,0.005421787,1.169324,0.02256632,-0.05996512,0.01549217,0.02701166,0.2724524,1.113721,0.5186033
1,0.2742988,1.201651,0.5144215,-0.5020343,0.04143881,magicTap,4,-1,0.00484233,1.169267,0.02247953,-0.05978332,0.01439163,0.02736206,0.2717084,1.113636,0.5186892
1,0.2735763,1.201918,0.5140138,0.1067959,0.04357472,magicTap,4,-1,0.004478559,1.169224,0.02248144,-0.05949538,0.01507099,0.02759919,0.2709054,1.113503,0.5188079
1,0.2735763,1.201918,0.5140138,-2.178736,0,magicTap,4,-1,0.003547821,1.169128,0.02242947,-0.05921873,0.01381719,0.02882626,0.2709054,1.113503,0.5188079
