Case,RunTime,Object,EnterTime,Velocity,Acceleration,Condition,PrepTime
1,82.64,S1,0,0.9283224,6.715009, ,0
1,82.66,S1,0.02,0.5047331,-21.17946, ,0
1,82.68,S1,0.04,0.973403,23.43349,B,0
1,82.7,S1,0.06,0.3180046,-32.76992,C,0.02
1,82.72,S1,0.08,0.5338818,10.79386,B,0
1,82.74,S1,0.09999999,0.339977,-9.695244,C,0.02
1,82.75999,S1,0.12,0.1748322,-8.257238,B,0
1,82.78,S1,0.14,0.1541069,-1.036263,B,0.02
1,82.8,S1,0.16,0.05885311,-4.762692,B,0.04
2,83.46,S1,0,0.8843648,11.03965, ,0.06
2,83.48,S1,0.02,0.2202707,-33.20471, ,0.06
2,83.5,S1,0.04,0.9695449,37.46371,B,0
2,83.52,S1,0.06,0.1634016,-40.30717,C,0.02
2,83.54,S1,0.08,0.07089123,-4.625518,B,0
2,83.56,S1,0.09999999,0.1577293,4.341904,B,0.02
2,83.58,S1,0.12,0.05989465,-4.891733,B,0.04
3,84.24,S1,0,1.049982,18.65046, ,0.06
3,84.25999,S1,0.02,0.3650668,-34.24575, ,0.06
3,84.28,S1,0.04,0.4392348,3.7084,B,0
3,84.3,S1,0.06,0.045761,-19.67369,C,0.02
3,84.32,S1,0.08,0.3563478,15.52934,B,0
3,84.34,S1,0.09999999,0.02450105,-16.59234,C,0.02
3,84.36,S1,0.12,0.02846232,0.1980635,B,0
3,84.38,S1,0.14,0.01877404,-0.484414,B,0.02
3,84.4,S1,0.16,0.03472953,0.7977745,B,0.04
4,85,S1,0,1.686372,70.59164, ,0.06
4,85.02,S1,0.02,0.3815116,-65.243, ,0.06
4,85.04,S1,0.04,0.3035916,-3.896,B,0
4,85.06,S1,0.06,0.1907936,-5.6399,C,0.02
4,85.08,S1,0.08,0.03745624,-7.666871,C,0.02
4,85.1,S1,0.09999999,0.07144249,1.699313,B,0
4,85.12,S1,0.12,0.1378307,3.319412,B,0.02
4,85.14,S1,0.14,0.08202901,-2.790086,B,0.04
5,85.78,S1,0,1.233067,35.40431, ,0.06
5,85.8,S1,0.02,0.2900751,-47.14961, ,0.06
5,85.82,S1,0.04,1.018559,36.42417,B,0
5,85.84,S1,0.06,0.09733845,-46.061,C,0.02
5,85.86,S1,0.08,0.06388634,-1.672606,B,0
5,85.88,S1,0.09999999,0.03371876,-1.508379,B,0.02
5,85.9,S1,0.12,0.04133268,0.3806962,B,0.04
