Case,RunTime,Object,EnterTime,Velocity,Acceleration,Condition,PrepTime
1,173.62,S6,0,1.009135,11.14355, ,0
1,173.64,S6,0.02,0,-50.45678, ,0
1,173.66,S6,0.04,0.4968661,24.84331,B,0
1,173.68,S6,0.06,1.415156,45.91448,C,0.02
1,173.7,S6,0.08,0,-70.75778,C,0.02
1,173.72,S6,0.09999999,0.1008222,5.04111,B,0
1,173.74,S6,0.12,0.1313142,1.524601,B,0.02
1,173.76,S6,0.14,0.2329387,5.081223,C,0.04
1,173.78,S6,0.16,0.07665215,-7.814325,C,0.04
1,173.8,S6,0.18,0.2485288,8.593833,C,0.04
1,173.82,S6,0.2,0.06737855,-9.057513,C,0.04
1,173.84,S6,0.22,0.05998185,-0.3698351,C,0.04
1,173.86,S6,0.24,0.1484609,4.423951,C,0.04
1,173.88,S6,0.26,0.05084478,-4.880805,C,0.04
1,173.9,S6,0.28,0.08203366,1.559444,C,0.04
1,173.92,S6,0.3,0.02887648,-2.657859,C,0.04
1,173.94,S6,0.32,0.0717117,2.141761,C,0.04
1,173.96,S6,0.34,0.0133568,-2.917745,C,0.04
1,173.98,S6,0.36,0.03721482,1.192901,C,0.04
1,174,S6,0.38,0.006633732,-1.529055,C,0.04
1,174.02,S6,0.4,0.02325285,0.8309558,C,0.04
1,174.04,S6,0.42,0.01227352,-0.5489666,C,0.04
1,174.06,S6,0.4400001,0.06063903,2.418276,C,0.04
1,174.08,S6,0.4600001,0.0214176,-1.961072,C,0.04
1,174.1,S6,0.4800001,0.02114578,-0.01359088,C,0.04
1,174.12,S6,0.5000001,0.07357675,2.621548,C,0.04
1,174.14,S6,0.52,0.08873675,0.7580001,C,0.04
1,174.16,S6,0.54,0.02569455,-3.15211,C,0.04
1,174.18,S6,0.56,0.01285069,-0.642193,C,0.04
1,174.2,S6,0.58,0.02345005,0.5299681,C,0.04
1,174.22,S6,0.6,0.0195156,-0.1967224,C,0.04
1,174.24,S6,0.6199999,0.05481239,1.764839,C,0.04
1,174.26,S6,0.6399999,0.04968945,-0.2561469,C,0.04
1,174.28,S6,0.6599999,0.0349014,-0.7394024,C,0.04
1,174.3,S6,0.6799999,0.1944928,7.979569,C,0.04
1,174.32,S6,0.6999999,0.01639448,-8.904916,C,0.04
1,174.34,S6,0.7199998,0.01596763,-0.02134247,C,0.04
1,174.36,S6,0.7399998,0.07060074,2.731656,C,0.04
1,174.38,S6,0.7599998,0.01164677,-2.947699,C,0.04
1,174.4,S6,0.7799998,0.06737458,2.786391,C,0.04
1,174.42,S6,0.7999998,0.02366576,-2.185441,C,0.04
1,174.44,S6,0.8199998,0.08584046,3.108735,C,0.04
1,174.46,S6,0.8399997,0.03838965,-2.37254,C,0.04
1,174.48,S6,0.8599997,0.1246877,4.314901,C,0.04
1,174.5,S6,0.8799997,0.03601686,-4.43354,C,0.04
1,174.52,S6,0.8999997,0.03089313,-0.2561865,C,0.04
1,174.54,S6,0.9199997,0.02726338,-0.1814879,C,0.04
1,174.56,S6,0.9399996,0.02532299,-0.09701951,C,0.04
1,174.58,S6,0.9599996,0.02295621,-0.1183386,C,0.04
1,174.6,S6,0.9799996,0.005826541,-0.8564837,C,0.04
1,174.62,S6,0.9999996,0.03060813,1.239079,C,0.04
1,174.64,S6,1.02,0.02833582,-0.1136155,C,0.04
1,174.66,S6,1.04,0.03688598,0.4275083,C,0.04
1,174.68,S6,1.06,0.02757868,-0.4653651,C,0.04
1,174.7,S6,1.08,0.02518952,-0.1194581,C,0.04
1,174.72,S6,1.1,0.02480233,-0.01935931,C,0.04
1,174.74,S6,1.12,0.01564288,-0.4579729,C,0.04
1,174.76,S6,1.14,0.01687252,0.06148238,C,0.04
1,174.78,S6,1.159999,0.009170816,-0.3850854,C,0.04
1,174.8,S6,1.179999,0.08426401,3.75466,C,0.04
1,174.82,S6,1.199999,0.009040196,-3.761191,C,0.04
1,174.84,S6,1.219999,0.009178285,0.006904406,C,0.04
1,174.86,S6,1.239999,0.1350033,6.291249,C,0.04
1,174.88,S6,1.259999,0.04157446,-4.671441,C,0.04
1,174.9,S6,1.279999,0.0273714,-0.7101529,C,0.04
1,174.92,S6,1.299999,0.01964201,-0.3864697,C,0.04
1,174.94,S6,1.319999,0.0608497,2.060385,C,0.04
1,174.96,S6,1.339999,0.007253418,-2.679814,C,0.04
1,174.98,S6,1.359999,0.04409486,1.842072,C,0.04
1,175,S6,1.379999,0.02189149,-1.110168,C,0.04
1,175.02,S6,1.399999,0.01535814,-0.3266677,C,0.04
1,175.04,S6,1.419999,0.03344756,0.9044711,C,0.04
1,175.06,S6,1.439999,0.04926651,0.7909475,C,0.04
1,175.08,S6,1.459999,0.06141599,0.6074741,C,0.04
1,175.1,S6,1.479999,0.03736067,-1.202766,C,0.04
1,175.12,S6,1.499999,0.4820192,22.23293,C,0.04
1,175.14,S6,1.519999,0.2541853,-11.3917,C,0.04
2,175.58,S6,0,1.175028,0.7062972, ,0
2,175.6,S6,0.02,0.2342634,-47.03823, ,0
2,175.62,S6,0.04,1.166417,46.60767,B,0
2,175.64,S6,0.06,0.3173273,-42.45448,C,0.02
2,175.66,S6,0.08,0.1986319,-5.934766,B,0
2,175.68,S6,0.09999999,0.2103634,0.5865708,C,0.02
2,175.7,S6,0.12,0.06882013,-7.077162,C,0.02
2,175.72,S6,0.14,0.1495744,4.037712,C,0.02
2,175.74,S6,0.16,0.08342551,-3.307442,C,0.02
2,175.76,S6,0.18,0.06188728,-1.076911,C,0.02
2,175.78,S6,0.2,0.035908,-1.298964,C,0.02
2,175.8,S6,0.22,0.1607896,6.24408,C,0.02
2,175.82,S6,0.24,0.02367069,-6.855946,C,0.02
2,175.84,S6,0.26,0.03241919,0.4374252,C,0.02
2,175.86,S6,0.28,0.03744912,0.2514964,C,0.02
2,175.88,S6,0.3,0.03619735,-0.0625886,C,0.02
2,175.9,S6,0.32,0.04737268,0.5587667,C,0.02
2,175.92,S6,0.34,0.0370031,-0.5184788,C,0.02
2,175.94,S6,0.36,0.03176264,-0.2620232,C,0.02
