Case,RunTime,Object,EnterTime,Velocity,Acceleration,Condition,PrepTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.667,-3.333,-10,-6.667,-3.333,-10,-6.667,-3.333,-10,0.226,0.226,0.226,0.113,0.113,0.113,0.339,0.339,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.667,-3.333,-10,-6.667,-3.333,-10,-6.667,-3.333,-10,0.226,0.226,0.226,0.113,0.113,0.113,0.339,0.339,0.339,7,7,4,1,4,2,7,7,7,14,10,42,2,13,24,19,36,32,15,10,52,8,15,66,19,36,36
-6.667,-3.333,-10,-6.667,-3.333,-10,-6.667,-3.333,-10,0.226,0.226,0.226,0.113,0.113,0.113,0.339,0.339,0.339,4,4,4,6,7,7,1,4,2,34,24,19,9,3,2,25,19,62,89,39,39,41,37,34,43,37,126
-6.667,-3.333,-10,-6.667,-3.333,-10,-6.667,-3.333,-10,0.226,0.226,0.226,0.113,0.113,0.113,0.339,0.339,0.339,5,5,4,3,6,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.667,-3.333,-10,-6.667,-3.333,-10,-6.667,-3.333,-10,0.226,0.226,0.226,0.113,0.113,0.113,0.339,0.339,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.667,-3.333,-10,-6.667,-3.333,-10,-6.667,-3.333,-10,0.226,0.226,0.226,0.113,0.113,0.113,0.339,0.339,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,
