Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ
97,-0.3254791,1.227394,0.5324707,-6.837072,0.06543121,pinch,1,7,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3252129,1.228067,0.5328598,2.430892,0.114049,pinch,1,7,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,-5.702452,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06815856,1.198496,0.07456112,-0.05326469,-0.192498,-0.0204996
97,-0.3229709,1.236247,0.5507498,0,0,pinch,4,-1,-0.06878646,1.198237,0.07493734,-0.05278281,-0.1918078,-0.01943919
97,-0.3249353,1.232878,0.545949,15.46312,0.3092623,pinch,4,-1,-0.06878646,1.198237,0.07493734,-0.05278281,-0.1918078,-0.01943919
97,-0.3249353,1.232878,0.545949,-15.46312,0,pinch,4,-1,-0.06878646,1.198237,0.07493734,-0.05278281,-0.1918078,-0.01943919
97,-0.3249353,1.232878,0.545949,0,0,pinch,4,-1,-0.06878646,1.198237,0.07493734,-0.05278281,-0.1918078,-0.01943919
97,-0.3249353,1.232878,0.545949,0,0,pinch,4,-1,-0.06910382,1.198019,0.07525635,-0.05227145,-0.1910209,-0.01906979
97,-0.3257532,1.229472,0.544899,9.141604,0.1828321,pinch,4,-1,-0.06933139,1.198416,0.07530642,-0.05261355,-0.1915786,-0.0206879
97,-0.3254493,1.230634,0.5438671,-5.182655,0.07917899,pinch,4,-1,-0.06937612,1.198363,0.07528162,-0.05225362,-0.1915823,-0.02039782
97,-0.3258966,1.230414,0.5435438,-2.473273,0.02971353,pinch,4,-1,-0.06940301,1.198237,0.07524729,-0.05150155,-0.1916784,-0.01983236
97,-0.3258966,1.230414,0.5435438,-1.485676,0,pinch,4,-1,-0.06944788,1.198248,0.07513714,-0.05156043,-0.1917189,-0.02017415
97,-0.325875,1.230653,0.5436497,0.6546735,0.01309347,pinch,4,-1,-0.06956013,1.198313,0.0750885,-0.05170782,-0.1916644,-0.02037244
97,-0.3263935,1.230141,0.5438905,1.263701,0.03836749,pinch,4,-1,-0.0696725,1.198342,0.07508516,-0.05216873,-0.1918037,-0.02042496
97,-0.3263935,1.230141,0.5438905,-1.918375,0,pinch,4,-1,-0.06979276,1.198201,0.07506752,-0.05194698,-0.1920829,-0.01962943
97,-0.326449,1.230165,0.5435586,0.8432906,0.01686581,pinch,4,-1,-0.06964522,1.19822,0.07505703,-0.05075513,-0.1914897,-0.02016063
