Case,X,Y,Z,modeSelected
1,0.06937478,0.8578744,0.4651861,Tap
2,-0.3131745,1.466452,0.4599956,Tap
8,0.05155074,1.458496,0.4315341,Tap
13,-0.3684964,1.08981,0.4064163,Tap
15,0.1405769,1.413347,0.456517,Tap
19,0.09268055,0.9662499,0.3932569,Tap
24,0.2638572,1.243783,0.4213823,Tap
