Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,1,1,1.619999, ,4,1,Tap,13
2,1,1,1.52, ,4,1,Tap,6
3,0,0,1.579998, ,4,1,Tap,15
4,0,0,1.800003, ,4,1,Tap,8
5,0,0,1.659996, ,4,1,Tap,1
6,0,0,1.540001, ,4,1,Tap,10
7,0,0,1.419998, ,4,1,Tap,3
8,1,1,1.32, ,4,1,Tap,12
9,0,0,1.460007, ,4,1,Tap,5
10,0,0,1.519997, ,4,1,Tap,14
11,0,0,1.540001, ,4,1,Tap,7
12,0,0,1.739998, ,4,1,Tap,0
13,1,1,1.5, ,4,1,Tap,9
14,0,0,1.620003, ,4,1,Tap,2
15,1,1,1.720001, ,4,1,Tap,11
16,0,0,1.159996, ,1,0,Tap,8
17,0,0,1.18, ,1,0,Tap,15
18,0,0,1.239998, ,1,0,Tap,6
19,1,1,1.260002, ,1,0,Tap,13
20,0,0,1.380005, ,1,0,Tap,4
21,0,0,1.459999, ,1,0,Tap,11
22,0,0,1.18, ,1,0,Tap,2
23,0,0,1.239998, ,1,0,Tap,9
24,1,1,1.339996, ,1,0,Tap,0
25,0,0,1.240005, ,1,0,Tap,7
26,0,0,1.219994, ,1,0,Tap,14
27,0,0,1.240005, ,1,0,Tap,5
28,0,0,1.299995, ,1,0,Tap,12
29,0,0,1.220001, ,1,0,Tap,3
30,0,0,1.139999, ,1,0,Tap,10
31,0,0,0.9400024, ,0,1,Tap,9
32,0,0,0.8400116, ,0,1,Tap,2
33,0,0,0.8999939, ,0,1,Tap,11
34,0,0,0.8399963, ,0,1,Tap,4
35,0,0,0.8000031, ,0,1,Tap,13
36,0,0,0.8399963, ,0,1,Tap,6
37,0,0,0.8600006, ,0,1,Tap,15
38,0,0,1, ,0,1,Tap,8
39,0,0,0.9799957, ,0,1,Tap,1
40,0,0,1.220001, ,0,1,Tap,10
41,0,0,1.060013, ,0,1,Tap,3
42,0,0,1, ,0,1,Tap,12
43,0,0,1.23999, ,0,1,Tap,5
44,0,0,0.9600067, ,0,1,Tap,14
45,0,0,1.099991, ,0,1,Tap,7
46,0,1,2.360001, ,7,0,longPress,14
47,0,0,3.080002, ,7,0,longPress,5
48,0,0,2.139999, ,7,0,longPress,12
49,0,0,2.399994, ,7,0,longPress,3
50,0,1,2.199997, ,7,0,longPress,10
51,0,2,2.680008, ,7,0,longPress,1
52,0,0,2.519989, ,7,0,longPress,8
53,0,0,2.26001, ,7,0,longPress,15
54,0,0,2.160004, ,7,0,longPress,6
55,0,1,2.279999, ,7,0,longPress,13
56,0,1,2.459991, ,7,0,longPress,4
57,0,1,2.360001, ,7,0,longPress,11
58,0,1,1.919998, ,7,0,longPress,2
59,0,0,2.12001, ,7,0,longPress,9
60,0,1,2.220001, ,7,0,longPress,0
61,0,1,1.740005, ,15,0,longPress,6
62,0,1,1.740005, ,15,0,longPress,13
63,0,1,1.599991, ,15,0,longPress,4
64,0,0,1.580002, ,15,0,longPress,11
65,0,0,1.5, ,15,0,longPress,2
66,0,0,1.699997, ,15,0,longPress,9
67,0,1,1.740005, ,15,0,longPress,0
68,0,1,1.619995, ,15,0,longPress,7
69,0,1,1.800003, ,15,0,longPress,14
70,0,1,1.740005, ,15,0,longPress,5
71,0,1,2.039993, ,15,0,longPress,12
72,0,1,1.680008, ,15,0,longPress,3
73,0,0,1.839996, ,15,0,longPress,10
74,0,1,2.259995, ,15,0,longPress,1
75,0,0,1.839996, ,15,0,longPress,8
76,0,0,1.639999, ,13,0,longPress,4
77,0,0,1.5, ,13,0,longPress,11
78,0,0,1.5, ,13,0,longPress,2
79,0,0,1.580002, ,13,0,longPress,9
80,0,0,1.62001, ,13,0,longPress,0
81,0,0,1.619995, ,13,0,longPress,7
82,0,1,1.619995, ,13,0,longPress,14
83,0,1,1.520004, ,13,0,longPress,5
84,0,0,1.559998, ,13,0,longPress,12
85,0,1,1.520004, ,13,0,longPress,3
86,0,0,1.440002, ,13,0,longPress,10
87,0,2,1.580002, ,13,0,longPress,1
88,0,1,1.759995, ,13,0,longPress,8
89,0,0,1.5, ,13,0,longPress,15
90,0,0,1.740005, ,13,0,longPress,6
91,0,0,1.880005,B,15,1,magicTap,8
92,0,0,1.859985,B,15,1,magicTap,1
93,0,0,1.480011,B,15,1,magicTap,10
94,0,0,2.119995,B,15,1,magicTap,3
95,0,0,1.540009,A,15,1,magicTap,12
96,0,0,1.720001,B,15,1,magicTap,5
97,0,0,1.759979,B,15,1,magicTap,14
98,0,0,2.279999,A,15,1,magicTap,7
99,0,1,1.700012,A,15,1,magicTap,0
100,0,2,1.619995,B,15,1,magicTap,9
101,0,2,1.839996,B,15,1,magicTap,2
102,0,0,1.839996,B,15,1,magicTap,11
103,0,0,2,A,15,1,magicTap,4
104,0,1,1.559998,B,15,1,magicTap,13
105,0,2,1.820007,B,15,1,magicTap,6
106,0,1,1.419983,B,12,0,magicTap,3
107,0,1,1.460022,B,12,0,magicTap,10
108,0,3,1.319977,B,12,0,magicTap,1
109,0,0,1.460022,B,12,0,magicTap,8
110,0,2,1.319977,B,12,0,magicTap,15
111,0,0,1.559998,B,12,0,magicTap,6
112,0,0,1.320007,B,12,0,magicTap,13
113,0,2,1.200012,B,12,0,magicTap,4
114,0,2,1.519989,B,12,0,magicTap,11
115,0,1,1.200012,B,12,0,magicTap,2
116,0,0,1.459991,B,12,0,magicTap,9
117,0,1,1.76001,B,12,0,magicTap,0
118,0,1,1.459991,B,12,0,magicTap,7
119,0,1,1.380005,B,12,0,magicTap,14
120,0,0,1.5,B,12,0,magicTap,5
121,0,2,1.420013,B,4,0,magicTap,11
122,0,0,1.019989,B,4,0,magicTap,2
123,0,1,1.180023,B,4,0,magicTap,9
124,0,0,1.279999,B,4,0,magicTap,0
125,0,2,1.419983,B,4,0,magicTap,7
126,0,1,1.240021,B,4,0,magicTap,14
127,0,0,1.379974,B,4,0,magicTap,5
128,0,0,1.279999,B,4,0,magicTap,12
129,0,0,1.080017,B,4,0,magicTap,3
130,0,1,1.380005,B,4,0,magicTap,10
131,0,1,1.100006,B,4,0,magicTap,1
132,0,1,1,B,4,0,magicTap,8
133,0,0,1.379974,B,4,0,magicTap,15
134,0,0,1.339996,A,4,0,magicTap,6
135,0,0,1.400024,B,4,0,magicTap,13
