Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ
1,-0.2166453,0.8908268,0.5195069,0.1877229,0.03131867,longPress,1,10,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,0.400812,0.03933491,longPress,1,10,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,-1.966746,0,longPress,4,-1,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,0,0,longPress,4,-1,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,0,0,longPress,4,-1,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,0,0,longPress,4,-1,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,0,0,longPress,4,-1,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,0,0,longPress,4,-1,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,0,0,longPress,4,-1,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,0,0,longPress,4,-1,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,0,0,longPress,4,-1,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,0,0,longPress,4,-1,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,0,0,longPress,4,-1,-0.100136,1.130848,-0.06746244,-0.05183628,-0.122041,0.06372814
1,-0.2164421,0.8915856,0.5194645,0,0,longPress,4,-1,-0.09357057,1.136199,-0.06597424,-0.07567404,-0.08150164,0.06590934
1,-0.2143254,0.8868931,0.5240479,17.23143,0.3446285,longPress,4,-1,-0.09357057,1.136199,-0.06597424,-0.07567404,-0.08150164,0.06590934
1,-0.2143254,0.8868931,0.5240479,-17.23143,0,longPress,4,-1,-0.09162427,1.137272,-0.06583214,-0.08100705,-0.06931107,0.06777024
1,-0.2149465,0.8900638,0.5224547,9.00587,0.1801174,longPress,4,-1,-0.09157674,1.136899,-0.06613302,-0.08058422,-0.06777751,0.07072597
1,-0.215515,0.8880569,0.521337,-3.089752,0.1183224,longPress,4,-1,-0.08971245,1.137938,-0.06655073,-0.08665521,-0.05224733,0.07504213
1,-0.2155071,0.8888897,0.521132,-3.771716,0.04288803,longPress,4,-1,-0.09021345,1.137762,-0.06668758,-0.08538926,-0.05370035,0.07341824
1,-0.2159919,0.8865884,0.523478,6.160367,0.1660954,longPress,4,-1,-0.08946003,1.138324,-0.0669713,-0.08860244,-0.04726587,0.07340009
1,-0.2161974,0.886758,0.5233083,-7.514953,0.01579631,longPress,4,-1,-0.08910812,1.138647,-0.06724977,-0.09030087,-0.04467041,0.07423382
