Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,1.82, ,12,0,Tap,3
2,0,0,1.540001, ,12,0,Tap,10
3,0,0,2.220001, ,12,0,Tap,1
4,0,0,1.619995, ,12,0,Tap,8
5,0,0,1.519997, ,12,0,Tap,15
6,1,1,2.139999, ,12,0,Tap,6
7,0,0,2.180008, ,12,0,Tap,13
8,1,1,1.779999, ,12,0,Tap,4
9,0,0,2.300003, ,12,0,Tap,11
10,0,0,1.599991, ,12,0,Tap,2
11,1,1,1.420013, ,12,0,Tap,9
12,2,2,1.5, ,12,0,Tap,0
13,0,0,2.279999, ,12,0,Tap,7
14,0,0,2.399994, ,12,0,Tap,14
15,0,0,1.820007, ,12,0,Tap,5
16,0,0,1.339996, ,14,1,Tap,7
17,1,1,1.339996, ,14,1,Tap,0
18,0,0,1.360001, ,14,1,Tap,9
19,0,0,1.660004, ,14,1,Tap,2
20,2,2,1.520004, ,14,1,Tap,11
21,1,1,1.419998, ,14,1,Tap,4
22,0,0,1.339996, ,14,1,Tap,13
23,0,0,1.320007, ,14,1,Tap,6
24,2,2,1.720001, ,14,1,Tap,15
25,0,0,1.459991, ,14,1,Tap,8
26,0,0,1.400009, ,14,1,Tap,1
27,0,0,1.179993, ,14,1,Tap,10
28,0,0,1.300003, ,14,1,Tap,3
29,2,2,1.160004, ,14,1,Tap,12
30,0,0,1.539993, ,14,1,Tap,5
31,0,0,0.980011, ,13,1,Tap,6
32,0,0,1.099991, ,13,1,Tap,15
33,0,0,0.9400024, ,13,1,Tap,8
34,0,0,1.800003, ,13,1,Tap,1
35,0,0,1.119995, ,13,1,Tap,10
36,0,0,1.279999, ,13,1,Tap,3
37,1,1,1.76001, ,13,1,Tap,12
38,0,0,1.300003, ,13,1,Tap,5
39,1,1,1.079987, ,13,1,Tap,14
40,0,0,1.360001, ,13,1,Tap,7
41,1,1,1.26001, ,13,1,Tap,0
42,0,0,1.139999, ,13,1,Tap,9
43,0,0,1.139999, ,13,1,Tap,2
44,0,0,1.23999, ,13,1,Tap,11
45,0,0,1.200012, ,13,1,Tap,4
