Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ
1,-0.3141032,1.227068,0.5294447,8.494883,0.2098884,Tap,1,7,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,-5.241481,0.1050588,Tap,1,7,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,-5.252942,0,Tap,4,-1,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,0,0,Tap,4,-1,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,0,0,Tap,4,-1,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,0,0,Tap,4,-1,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,0,0,Tap,4,-1,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,0,0,Tap,4,-1,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,0,0,Tap,4,-1,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,0,0,Tap,4,-1,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,0,0,Tap,4,-1,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,0,0,Tap,4,-1,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,0,0,Tap,4,-1,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,0,0,Tap,4,-1,-0.05147039,1.19439,-0.02697229,-0.1252582,-0.1793997,-0.03865648
1,-0.3146388,1.227708,0.531373,0,0,Tap,4,-1,-0.05257703,1.194092,-0.02459812,-0.1211937,-0.1805522,-0.03848423
