Case,X,Y,Z,a,v,modeSelected
1,-0.1999988,0.8102932,0.5855479,-0.361219,0.0248022,longPress
1,-0.1995159,0.8104478,0.5859628,0,0,longPress
1,-0.1962536,0.8109257,0.5861015,8.250182,0.1650036,longPress
1,-0.1962536,0.8109257,0.5861015,8.250182,0.1650036,longPress
1,-0.1966544,0.8088781,0.5844889,-1.657444,0.1318548,longPress
1,-0.1966544,0.8088781,0.5844889,-1.657444,0.1318548,longPress
1,-0.1965164,0.8089485,0.583962,-5.219703,0.02746071,longPress
1,-0.1965164,0.8089485,0.583962,-1.373036,0,longPress
1,-0.1965164,0.8089485,0.583962,-1.373036,0,longPress
1,-0.1967256,0.8087268,0.5832753,1.878123,0.03756246,longPress
1,-0.1967256,0.8087268,0.5832753,-1.878123,0,longPress
1,-0.1963558,0.8084261,0.5840406,2.254036,0.04508073,longPress
1,-0.1963558,0.8084261,0.5840406,2.254036,0.04508073,longPress
1,-0.1964416,0.8074531,0.5842123,0.2254263,0.04958925,longPress
1,-0.1962896,0.8078692,0.5840993,-1.336554,0.02285818,longPress
1,-0.1962896,0.8078692,0.5840993,-1.336554,0.02285818,longPress
1,-0.196493,0.8078952,0.5837822,-0.1988364,0.01888145,longPress
1,-0.1967734,0.8078152,0.584281,0.5002798,0.02888704,longPress
1,-0.1967734,0.8078152,0.584281,0.5002798,0.02888704,longPress
1,-0.1966949,0.8077196,0.5845833,-0.6277223,0.0163326,longPress
1,-0.1966167,0.807616,0.5849071,0.05542058,0.01744101,longPress
1,-0.1966167,0.807616,0.5849071,0.05542058,0.01744101,longPress
1,-0.1967238,0.8071656,0.5849676,0.2951794,0.0233446,longPress
1,-0.1967379,0.8069401,0.5849876,-0.600213,0.01134034,longPress
1,-0.1968478,0.8073274,0.5844908,1.031664,0.03197362,longPress
1,-0.1968478,0.8073274,0.5844908,1.031664,0.03197362,longPress
1,-0.1967618,0.8074546,0.5836134,0.6281063,0.04453574,longPress
1,-0.1966592,0.807681,0.5831871,-0.9930806,0.02467413,longPress
1,-0.1966592,0.807681,0.5831871,-0.9930806,0.02467413,longPress
1,-0.1963791,0.8088096,0.5821738,2.622275,0.07711963,longPress
1,-0.1963506,0.8095949,0.5814056,-1.108706,0.05494551,longPress
1,-0.1963506,0.8095949,0.5814056,-1.108706,0.05494551,longPress
1,-0.1957258,0.8122081,0.5798817,4.975102,0.1544475,longPress
1,-0.1944176,0.8163361,0.5785246,3.622564,0.2268988,longPress
1,-0.1944176,0.8163361,0.5785246,3.622564,0.2268988,longPress
1,-0.1923532,0.8217922,0.5757513,4.803266,0.3229641,longPress
1,-0.1907752,0.8251884,0.5751677,-6.672996,0.1895042,longPress
1,-0.1887003,0.829189,0.5749702,1.802206,0.2255483,longPress
1,-0.1887003,0.829189,0.5749702,1.802206,0.2255483,longPress
1,-0.1827248,0.8442961,0.5703416,30.95372,0.8446228,longPress
1,-0.1784091,0.8542882,0.5674038,-14.04676,0.5636877,longPress
1,-0.1784091,0.8542882,0.5674038,-14.04676,0.5636877,longPress
1,-0.1650734,0.8824682,0.5640688,50.20074,1.567703,longPress
1,-0.1587248,0.8945705,0.5621977,-43.90044,0.6896937,longPress
1,-0.1587248,0.8945705,0.5621977,-43.90044,0.6896937,longPress
1,-0.1394644,0.9361228,0.5581574,80.4579,2.298852,longPress
1,-0.1276725,0.9590536,0.555356,-50.10061,1.296839,longPress
1,-0.1276725,0.9590536,0.555356,-50.10061,1.296839,longPress
1,-0.1035006,1.008248,0.5492744,73.02968,2.757433,longPress
1,-0.08889423,1.037382,0.545476,-55.84531,1.640527,longPress
1,-0.07497471,1.065512,0.5379772,-1.354253,1.613442,longPress
1,-0.07497471,1.065512,0.5379772,-1.354253,1.613442,longPress
1,-0.03374483,1.141905,0.5156183,143.4335,4.482112,longPress
1,-0.01952775,1.16144,0.5158238,-163.7005,1.208103,longPress
1,-0.01952775,1.16144,0.5158238,-163.7005,1.208103,longPress
1,0.00873211,1.209702,0.5051122,81.95301,2.847163,longPress
1,0.02848802,1.234701,0.5027633,-62.48417,1.59748,longPress
1,0.02848802,1.234701,0.5027633,-62.48417,1.59748,longPress
1,0.05393561,1.27644,0.4996271,42.58925,2.449265,longPress
1,0.06931607,1.292858,0.5044384,-64.94884,1.150288,longPress
1,0.1019569,1.325988,0.5010481,59.06407,2.331569,longPress
1,0.1019569,1.325988,0.5010481,59.06407,2.331569,longPress
1,0.1310394,1.352419,0.5015783,-18.32211,1.965127,longPress
1,0.1414427,1.3642,0.5046005,-58.24538,0.8002194,longPress
1,0.1414427,1.3642,0.5046005,-58.24538,0.8002194,longPress
1,0.1614401,1.385457,0.5114546,34.9367,1.498953,longPress
1,0.1667939,1.389349,0.5170307,-53.31041,0.4327451,longPress
1,0.1667939,1.389349,0.5170307,-53.31041,0.4327451,longPress
1,0.1838075,1.403469,0.536025,51.23306,1.457406,longPress
1,0.1949317,1.4129,0.545157,-29.85243,0.8603578,longPress
1,0.2008528,1.418193,0.5489416,-21.02372,0.4398834,longPress
1,0.2008528,1.418193,0.5489416,-21.02372,0.4398834,longPress
1,0.2122178,1.425024,0.5515499,11.79078,0.6756991,longPress
1,0.2159133,1.426487,0.5534458,-22.77594,0.2201804,longPress
1,0.2159133,1.426487,0.5534458,-22.77594,0.2201804,longPress
1,0.2179402,1.424795,0.5513268,-2.545172,0.169277,longPress
1,0.2192118,1.425205,0.5516424,-5.032135,0.06863426,longPress
1,0.2192118,1.425205,0.5516424,-5.032135,0.06863426,longPress
1,0.2205735,1.430956,0.5506172,11.56543,0.2999428,longPress
1,0.2227831,1.433059,0.5529413,-5.410552,0.1917318,longPress
1,0.2227831,1.433059,0.5529413,-5.410552,0.1917318,longPress
1,0.2251088,1.433953,0.556004,0.2840795,0.1974133,longPress
1,0.2260883,1.434571,0.5584154,-3.183198,0.1337494,longPress
1,0.2273353,1.435435,0.5606718,0.1101889,0.1359532,longPress
1,0.2273353,1.435435,0.5606718,0.1101889,0.1359532,longPress
1,0.2281305,1.435214,0.5634336,0.408601,0.1441252,longPress
1,0.2268497,1.43474,0.5630574,-3.665087,0.07082343,longPress
1,0.2268497,1.43474,0.5630574,-3.665087,0.07082343,longPress
1,0.2303304,1.435526,0.5661049,8.190316,0.2346298,longPress
1,0.2293274,1.435584,0.5670338,-8.310876,0.06841224,longPress
1,0.2293274,1.435584,0.5670338,-8.310876,0.06841224,longPress
1,0.2296995,1.43775,0.5686297,3.369431,0.1358009,longPress
1,0.2294966,1.438635,0.568954,-4.378093,0.048239,longPress
1,0.2294966,1.438635,0.568954,-4.378093,0.048239,longPress
1,0.2307739,1.440503,0.5726118,8.341103,0.2150611,longPress
1,0.2298891,1.440455,0.5729837,-8.350412,0.04805281,longPress
1,0.224442,1.439003,0.5685558,15.51808,0.3584145,longPress
1,0.224442,1.439003,0.5685558,15.51808,0.3584145,longPress
1,0.2212808,1.437889,0.5686417,-9.538402,0.1676464,longPress
1,0.2203703,1.437618,0.5692315,-5.586464,0.05591715,longPress
1,0.2203703,1.437618,0.5692315,-5.586464,0.05591715,longPress
1,0.2180174,1.437716,0.5695806,3.155645,0.1190301,longPress
1,0.2166882,1.437971,0.5694637,-2.555144,0.06792717,longPress
1,0.2157808,1.43766,0.5695186,-0.9944612,0.04803794,longPress
1,0.2157808,1.43766,0.5695186,-0.9944612,0.04803794,longPress
1,0.2149322,1.438003,0.5693302,-0.06574877,0.04672297,longPress
1,0.21361,1.438365,0.5679417,2.542001,0.09756298,longPress
1,0.21361,1.438365,0.5679417,2.542001,0.09756298,longPress
1,0.2135739,1.439547,0.5662327,0.316871,0.1039004,longPress
1,0.2131077,1.439757,0.5664034,-3.847631,0.02694779,longPress
1,0.2131077,1.439757,0.5664034,-3.847631,0.02694779,longPress
1,0.2127102,1.440711,0.5660849,1.356392,0.05407562,longPress
1,0.213186,1.440559,0.5663218,-1.321588,0.02764386,longPress
1,0.213186,1.440559,0.5663218,-1.321588,0.02764386,longPress
1,0.213104,1.440224,0.5665884,-0.2924918,0.02179402,longPress
1,0.2129648,1.440636,0.5666628,0.0140761,0.02207555,longPress
1,0.2129648,1.440636,0.5666628,0.0140761,0.02207555,longPress
1,0.2132881,1.441809,0.5667663,1.94999,0.06107534,longPress
1,0.2124256,1.442158,0.5652924,1.303445,0.08714424,longPress
1,0.2125945,1.442555,0.5650263,-3.08984,0.02534744,longPress
1,0.2125945,1.442555,0.5650263,-3.08984,0.02534744,longPress
1,0.2128479,1.443146,0.565383,0.5713037,0.03677352,longPress
1,0.2131698,1.443395,0.5657868,-0.4053178,0.02866716,longPress
1,0.2131698,1.443395,0.5657868,-0.4053178,0.02866716,longPress
1,0.2143091,1.443946,0.5669017,2.782689,0.08432093,longPress
1,0.214219,1.444018,0.5660048,-1.955074,0.04521946,longPress
1,0.214219,1.444018,0.5660048,-1.955074,0.04521946,longPress
1,0.2138349,1.444415,0.5647612,1.140947,0.0680384,longPress
1,0.2141236,1.444924,0.5647125,-1.934412,0.02935017,longPress
1,0.2141236,1.444924,0.5647125,-1.934412,0.02935017,longPress
1,0.2147939,1.445711,0.5642242,1.390659,0.05716335,longPress
1,0.2154568,1.445573,0.5646038,-0.9171708,0.03881994,longPress
1,0.2168072,1.445254,0.5655031,2.192444,0.08266883,longPress
1,0.2168072,1.445254,0.5655031,2.192444,0.08266883,longPress
1,0.2169517,1.44621,0.5651832,-1.587787,0.0509131,longPress
1,0.2171229,1.446762,0.5649848,-1.018716,0.03053877,longPress
1,0.217439,1.446913,0.5651436,-0.5647395,0.01924398,longPress
1,0.217439,1.446913,0.5651436,-0.5647395,0.01924398,longPress
1,0.2166009,1.447129,0.5640187,2.585821,0.07096039,longPress
1,0.2166009,1.447129,0.5640187,2.585821,0.07096039,longPress
1,0.2164822,1.447651,0.5636215,-1.881009,0.03334021,longPress
2,0.2169492,1.4483,0.5642667,0.9003066,0.05134634,longPress
2,0.2171655,1.448617,0.5645719,0,0,longPress
2,0.2171655,1.448617,0.5645719,0,0,longPress
2,0.2171655,1.448617,0.5645719,0,0,longPress
2,0.2138836,1.446743,0.5599751,14.87635,0.2975271,longPress
2,0.2138377,1.44654,0.5605154,-13.42831,0.02896088,longPress
2,0.2138042,1.446345,0.5610051,-0.1277112,0.02640665,longPress
2,0.2138042,1.446345,0.5610051,-0.1277112,0.02640665,longPress
2,0.2139552,1.446385,0.5611906,-0.7142579,0.0121215,longPress
2,0.2138986,1.446071,0.5611277,0.20577,0.0162369,longPress
2,0.2138986,1.446071,0.5611277,0.20577,0.0162369,longPress
2,0.2138726,1.445654,0.5609951,0.2836972,0.02191084,longPress
2,0.2147788,1.445118,0.5621319,2.778004,0.07747091,longPress
2,0.2147788,1.445118,0.5621319,2.778004,0.07747091,longPress
2,0.2154792,1.44488,0.5624771,-1.832711,0.04081669,longPress
2,0.2163693,1.444786,0.5631328,0.7327875,0.05547244,longPress
2,0.2172582,1.444707,0.5638022,0.01553968,0.05578324,longPress
2,0.2172582,1.444707,0.5638022,0.01553968,0.05578324,longPress
2,0.2170199,1.444911,0.5635009,-1.701511,0.02175302,longPress
2,0.2168645,1.445106,0.5631924,-0.09554829,0.01984206,longPress
2,0.2168645,1.445106,0.5631924,-0.09554829,0.01984206,longPress
2,0.216627,1.4454,0.562952,0.1273519,0.0223891,longPress
2,0.2166129,1.445901,0.562696,0.287152,0.02813214,longPress
2,0.2166129,1.445901,0.562696,0.287152,0.02813214,longPress
2,0.2166639,1.445929,0.5629535,-0.7467119,0.0131979,longPress
2,0.2163987,1.445887,0.5627613,0.1652339,0.01650258,longPress
2,0.2161183,1.445817,0.5625658,0.04721107,0.0174468,longPress
2,0.2161183,1.445817,0.5625658,0.04721107,0.0174468,longPress
2,0.2159576,1.445574,0.5626817,-0.08751042,0.01569659,longPress
2,0.2158716,1.445483,0.5626988,-0.4689688,0.006317212,longPress
2,0.2158716,1.445483,0.5626988,-0.4689688,0.006317212,longPress
2,0.2150334,1.444309,0.5628514,3.309561,0.07250844,longPress
2,0.2147335,1.443854,0.5627761,-2.248822,0.027532,longPress
2,0.2147335,1.443854,0.5627761,-2.248822,0.027532,longPress
2,0.2140792,1.441945,0.5632982,-5.209836,0,longPress
2,0.2140792,1.441945,0.5632982,-5.209836,0,longPress
2,0.2130125,1.439668,0.5639105,6.469873,0.1293975,longPress
2,0.2130125,1.439668,0.5639105,6.469873,0.1293975,longPress
2,0.2122955,1.436499,0.5640531,1.662589,0.1626492,longPress
2,0.2122955,1.436499,0.5640531,1.662589,0.1626492,longPress
2,0.206361,1.430224,0.564642,13.50849,0.4328189,longPress
2,0.2034836,1.427231,0.5656276,-10.97255,0.213368,longPress
2,0.200968,1.423542,0.5669785,0.9930916,0.2332299,longPress
2,0.1976824,1.418702,0.568531,3.469548,0.3026208,longPress
2,0.1976824,1.418702,0.568531,3.469548,0.3026208,longPress
2,0.1917273,1.409589,0.5708456,12.69375,0.5564959,longPress
2,0.1917273,1.409589,0.5708456,12.69375,0.5564959,longPress
2,0.1836051,1.39679,0.5785127,14.64438,0.8493834,longPress
2,0.1744408,1.386218,0.5755849,-6.735197,0.7146795,longPress
2,0.1744408,1.386218,0.5755849,-6.735197,0.7146795,longPress
2,0.1410702,1.352834,0.5642262,85.64268,2.427533,longPress
2,0.1328757,1.343511,0.5663033,-89.91547,0.6292238,longPress
2,0.1174303,1.329243,0.569375,21.66515,1.062527,longPress
2,0.1174303,1.329243,0.569375,21.66515,1.062527,longPress
2,0.08761993,1.298771,0.5752392,54.44799,2.151487,longPress
2,0.06893779,1.282763,0.5767055,-45.95857,1.232315,longPress
2,0.06893779,1.282763,0.5767055,-45.95857,1.232315,longPress
2,0.02900073,1.245567,0.5704412,75.71947,2.746705,longPress
2,-0.005841777,1.204084,0.5807314,0.5220532,2.757146,longPress
2,-0.005841777,1.204084,0.5807314,0.5220532,2.757146,longPress
2,-0.04935799,1.164056,0.5753107,10.57696,2.968685,longPress
2,-0.07129402,1.146615,0.5700788,-77.16171,1.425451,longPress
2,-0.07129402,1.146615,0.5700788,-77.16171,1.425451,longPress
