Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,1,2.160004, ,11,0,longPress,2
2,0,0,1.860001, ,11,0,longPress,9
3,0,0,2.339996, ,11,0,longPress,0
4,0,0,2.059998, ,11,0,longPress,7
5,0,0,1.979996, ,11,0,longPress,14
6,0,0,2.139999, ,11,0,longPress,5
7,0,0,2.360001, ,11,0,longPress,12
8,0,0,1.900009, ,11,0,longPress,3
9,0,0,1.860001, ,11,0,longPress,10
10,0,0,1.639999, ,11,0,longPress,1
11,0,0,2.119995, ,11,0,longPress,8
12,0,0,1.860001, ,11,0,longPress,15
13,0,0,1.839996, ,11,0,longPress,6
14,0,0,1.919998, ,11,0,longPress,13
15,0,0,1.900009, ,11,0,longPress,4
16,0,2,1.960007, ,4,1,longPress,13
17,0,1,1.539993, ,4,1,longPress,6
18,0,1,1.62001, ,4,1,longPress,15
19,0,0,1.539993, ,4,1,longPress,8
20,0,0,1.460007, ,4,1,longPress,1
21,0,0,1.519989, ,4,1,longPress,10
22,0,0,1.540009, ,4,1,longPress,3
23,0,2,1.580002, ,4,1,longPress,12
24,0,0,1.559998, ,4,1,longPress,5
25,0,0,1.580002, ,4,1,longPress,14
26,0,1,1.559998, ,4,1,longPress,7
27,0,2,1.639999, ,4,1,longPress,0
28,0,1,1.580002, ,4,1,longPress,9
29,0,0,1.539993, ,4,1,longPress,2
30,0,1,1.520004, ,4,1,longPress,11
31,0,0,1.339996, ,6,0,longPress,13
32,0,1,1.279999, ,6,0,longPress,4
33,0,1,1.299988, ,6,0,longPress,11
34,0,2,1.320007, ,6,0,longPress,2
35,0,1,1.320007, ,6,0,longPress,9
36,0,1,1.380005, ,6,0,longPress,0
37,0,1,1.399994, ,6,0,longPress,7
38,0,0,1.380005, ,6,0,longPress,14
39,0,1,1.439972, ,6,0,longPress,5
40,0,1,1.440002, ,6,0,longPress,12
41,0,2,1.420013, ,6,0,longPress,3
42,0,0,1.420013, ,6,0,longPress,10
43,0,1,1.399994, ,6,0,longPress,1
44,0,0,1.459991, ,6,0,longPress,8
45,0,0,1.480011, ,6,0,longPress,15
