Case,X,Y,Z,a,v,modeSelected
1,-0.4056904,1.324521,0.3947806,2.008951,0.2057082,Tap
1,-0.4081662,1.324817,0.3947234,0,0,Tap
1,-0.4103657,1.31721,0.4034882,29.53016,0.5906032,Tap
1,-0.4095561,1.315355,0.4053321,-22.68477,0.1369079,Tap
1,-0.3929743,1.316711,0.3991733,37.50607,0.8870293,Tap
1,-0.3929743,1.316711,0.3991733,37.50607,0.8870293,Tap
1,-0.3922499,1.316778,0.3974924,-39.77272,0.09157486,Tap
1,-0.390297,1.31487,0.3913808,12.15563,0.3346875,Tap
1,-0.390297,1.31487,0.3913808,12.15563,0.3346875,Tap
1,-0.3841204,1.304721,0.3787231,26.66554,0.8679984,Tap
1,-0.3841185,1.304718,0.3787203,-43.38838,0.0002308526,Tap
1,-0.3771256,1.296251,0.3672528,39.68215,0.7938739,Tap
1,-0.3771256,1.296251,0.3672528,39.68215,0.7938739,Tap
1,-0.3660357,1.2829,0.3516359,18.67541,1.167382,Tap
1,-0.3528706,1.270134,0.3334775,6.149077,1.290364,Tap
1,-0.3528706,1.270134,0.3334775,6.149077,1.290364,Tap
1,-0.3372458,1.256101,0.3162236,3.43188,1.359001,Tap
1,-0.3372458,1.256101,0.3162236,3.43188,1.359001,Tap
1,-0.3294603,1.250189,0.3078904,-35.83516,0.642298,Tap
1,-0.3223998,1.245571,0.3017006,-5.956,0.523178,Tap
1,-0.3223998,1.245571,0.3017006,-5.956,0.523178,Tap
1,-0.3135005,1.237527,0.2996635,4.26071,0.6083922,Tap
1,-0.310775,1.233699,0.2987738,-18.46314,0.2391295,Tap
1,-0.3087854,1.231358,0.2986231,-4.267705,0.1537754,Tap
1,-0.3087854,1.231358,0.2986231,-4.267705,0.1537754,Tap
1,-0.3038427,1.224765,0.2983117,12.92608,0.4122969,Tap
1,-0.3042871,1.223265,0.2992125,-16.10025,0.09029187,Tap
1,-0.3042871,1.223265,0.2992125,-16.10025,0.09029187,Tap
1,-0.3046798,1.220513,0.3008056,3.494038,0.1601726,Tap
1,-0.304521,1.22016,0.3005514,-6.850413,0.02316437,Tap
1,-0.3050604,1.220258,0.3012524,1.066424,0.04449286,Tap
1,-0.3050604,1.220258,0.3012524,1.066424,0.04449286,Tap
1,-0.3072861,1.221259,0.3064723,12.18079,0.2881087,Tap
1,-0.3072861,1.221259,0.3064723,12.18079,0.2881087,Tap
1,-0.3115633,1.222931,0.3149624,9.72618,0.4826323,Tap
1,-0.3121964,1.22299,0.3164549,-20.07585,0.08111537,Tap
1,-0.3125264,1.223489,0.3174672,-1.116131,0.05879274,Tap
1,-0.3125264,1.223489,0.3174672,-1.116131,0.05879274,Tap
1,-0.312143,1.225665,0.3197875,5.070483,0.1602024,Tap
1,-0.3114608,1.226806,0.3212304,-3.10614,0.09807961,Tap
1,-0.310825,1.227664,0.3219094,-1.740207,0.06327546,Tap
1,-0.310825,1.227664,0.3219094,-1.740207,0.06327546,Tap
1,-0.3054116,1.228572,0.323523,11.13953,0.2860661,Tap
1,-0.3054116,1.228572,0.323523,11.13953,0.2860661,Tap
1,-0.3011356,1.229264,0.3244362,-3.236099,0.2213441,Tap
1,-0.2983889,1.229675,0.3247871,-4.068715,0.1399698,Tap
1,-0.295245,1.229839,0.3247037,0.874643,0.1574626,Tap
1,-0.295245,1.229839,0.3247037,0.874643,0.1574626,Tap
1,-0.2855866,1.229627,0.3195601,19.48871,0.5472369,Tap
1,-0.2794937,1.230058,0.3174624,-11.21638,0.3229094,Tap
1,-0.2794937,1.230058,0.3174624,-11.21638,0.3229094,Tap
1,-0.2540768,1.22905,0.2967749,65.82292,1.639368,Tap
1,-0.2468327,1.229794,0.2913899,-59.32608,0.4528462,Tap
1,-0.2468327,1.229794,0.2913899,-59.32608,0.4528462,Tap
1,-0.231948,1.230949,0.2830749,20.07986,0.8544434,Tap
1,-0.2217748,1.230728,0.2780457,-14.34579,0.5675277,Tap
1,-0.2217748,1.230728,0.2780457,-14.34579,0.5675277,Tap
