Case,RunTime,Object,EnterTime,Velocity,Acceleration,Condition,PrepTime
1,18.02,S2,0,0.7759179,18.87709, ,0
1,18.04,S2,0.02,0.6413655,-6.727618, ,0
1,18.06,S2,0.04,0.2813719,-17.99968,B,0
1,18.08,S2,0.06,0.5198308,11.92294,C,0.02
1,18.1,S2,0.08,0.09572866,-21.2051,C,0.02
1,18.12,S2,0.09999999,0.2853088,9.47901,B,0
1,18.14,S2,0.12,0.1047317,-9.028859,C,0.02
1,18.16,S2,0.14,0.07417639,-1.527764,B,0
1,18.18,S2,0.16,0.1186124,2.221801,B,0.02
1,18.2,S2,0.18,0.2399674,6.067751,B,0.04
2,18.78,S2,0,0.3750421,-51.52445, ,0.06
2,18.8,S2,0.02,0.9126897,26.88238,B,0
2,18.82,S2,0.04,0.2205158,-34.6087,C,0.02
2,18.84,S2,0.06,0.1741494,-2.31832,B,0
2,18.86,S2,0.08,0.2928515,5.935108,B,0.02
2,18.88,S2,0.09999999,0.03491703,-12.89673,C,0.04
2,18.9,S2,0.12,0.02135684,-0.6780094,B,0
2,18.92,S2,0.14,0.03606389,0.7353528,B,0.02
2,18.94,S2,0.16,0.02233577,-0.6864064,B,0.04
3,19.56,S2,0,0.6949387,-40.36046, ,0.06
3,19.58,S2,0.02,0.922458,11.37597,B,0
3,19.6,S2,0.04,0.5097904,-20.63338,C,0.02
3,19.62,S2,0.06,0.2362978,-13.67463,B,0
3,19.64,S2,0.08,0.2437397,0.3720954,C,0.02
3,19.66,S2,0.09999999,0.2597041,0.7982217,C,0.02
3,19.68,S2,0.12,0.1245455,-6.75793,C,0.02
3,19.7,S2,0.14,0.05687905,-3.383323,B,0
3,19.72,S2,0.16,0.09462631,1.887363,B,0.02
3,19.74,S2,0.18,0.06234063,-1.614284,B,0.04
4,20.34,S2,0,1.364166,27.85517, ,0.06
4,20.36,S2,0.02,0.4774168,-44.33748, ,0.06
4,20.38,S2,0.04,0.2037379,-13.68394,B,0
4,20.4,S2,0.06,0.7122491,25.42556,B,0.02
4,20.42,S2,0.08,0.1399456,-28.61518,C,0.04
4,20.44,S2,0.09999999,0.02546777,-5.723893,B,0
4,20.46,S2,0.12,0.09736996,3.59511,B,0.02
4,20.48,S2,0.14,0.09914758,0.08888096,B,0.04
5,21.12,S2,0,1.296844,-3.736186, ,0.06
5,21.14,S2,0.02,1.334777,1.896644,B,0
5,21.16,S2,0.04,0.3800026,-47.7387,C,0.02
5,21.18,S2,0.06,0.1683619,-10.58203,B,0
5,21.2,S2,0.08,0.2237956,2.771683,B,0.02
5,21.22,S2,0.09999999,0.1314816,-4.615703,B,0.04
6,21.9,S2,0,1.039181,34.09268, ,0.06
6,21.92,S2,0.02,0.3012013,-36.89899, ,0.06
6,21.94,S2,0.04,1.116862,40.78304,B,0
6,21.96,S2,0.06,0.1693336,-47.37642,C,0.02
6,21.98,S2,0.08,0.2579704,4.431839,B,0
6,22,S2,0.09999999,0.1369756,-6.04974,C,0.02
6,22.02,S2,0.12,0.157469,1.024675,B,0
6,22.04,S2,0.14,0.06016897,-4.865004,B,0.02
6,22.06,S2,0.16,0.03563327,-1.226785,B,0.04
7,22.64,S2,0,1.046881,19.52471, ,0.06
7,22.66,S2,0.02,0.830854,-10.80135, ,0.06
7,22.68,S2,0.04,0.3638027,-23.35257,B,0
7,22.7,S2,0.06,0.3574927,-0.3155023,C,0.02
7,22.72,S2,0.08,0.1327096,-11.23915,C,0.02
7,22.74,S2,0.09999999,0.03875124,-4.69792,B,0
7,22.76,S2,0.12,0,-1.937562,B,0.02
7,22.78,S2,0.14,0.05038681,2.519341,B,0.04
8,23.38,S2,0,1.210881,34.77786, ,0.06
8,23.4,S2,0.02,0.579321,-31.578, ,0.06
8,23.42,S2,0.04,0.6030338,1.185638,B,0
8,23.44,S2,0.06,0.7649025,8.093434,C,0.02
8,23.46,S2,0.08,0.2956299,-23.46363,C,0.02
8,23.48,S2,0.09999999,0.07117336,-11.22283,B,0
8,23.5,S2,0.12,0.01990762,-2.563287,B,0.02
8,23.52,S2,0.14,0.2943197,13.72061,B,0.04
9,24.14,S2,0,0.6985928,-0.4167765, ,0.06
9,24.16,S2,0.02,0.4200434,-13.92747, ,0.06
9,24.18,S2,0.04,0.1301416,-14.49509,B,0
9,24.2,S2,0.06,0.2317221,5.079027,B,0.02
9,24.22,S2,0.08,0.05198469,-8.986873,C,0.04
9,24.24,S2,0.09999999,0.1176922,3.285376,B,0
9,24.26,S2,0.12,0.1977437,4.002573,B,0.02
9,24.28,S2,0.14,0.08758606,-5.50788,B,0.04
10,276.6,S2,0,0.5063767,25.31884, ,0.06
10,276.62,S2,0.02,0,-25.31884, ,0.06
10,276.64,S2,0.04,0.3855075,19.27538,B,0
10,276.66,S2,0.06,0.1302922,-12.76077,C,0.02
10,276.68,S2,0.08,0.144395,0.7051408,B,0
10,276.7,S2,0.09999999,0.1319001,-0.6247491,B,0.02
10,276.72,S2,0.12,0.1236087,-0.4145697,B,0.04
11,277.62,S2,0,0.9519651,20.05896, ,0.06
11,277.64,S2,0.02,0.7869454,-8.250985, ,0.06
11,277.66,S2,0.04,0.2829747,-25.19853,B,0
11,277.68,S2,0.06,0.2454818,-1.874648,C,0.02
11,277.7,S2,0.08,0.3258602,4.018921,C,0.02
11,277.72,S2,0.09999999,0.1035797,-11.11402,C,0.02
11,277.74,S2,0.12,0.2832675,8.984389,B,0
11,277.76,S2,0.14,0.02257155,-13.0348,C,0.02
11,277.78,S2,0.16,0.05629118,1.685982,B,0
11,277.8,S2,0.18,0.04029824,-0.7996472,B,0.02
11,277.82,S2,0.2,0.0676405,1.367113,B,0.04
12,278.48,S2,0,0.6084602,-0.3635526, ,0.06
12,278.5,S2,0.02,1.002765,19.71524, ,0.06
12,278.52,S2,0.04,0.8304531,-8.615592, ,0.06
12,278.54,S2,0.06,0.2490327,-29.07102,B,0
12,278.56,S2,0.08,0.3143391,3.265321,C,0.02
12,278.58,S2,0.09999999,0.1376263,-8.83564,C,0.02
12,278.6,S2,0.12,0.1262729,-0.5676702,B,0
12,278.62,S2,0.14,0.1779727,2.584987,B,0.02
12,278.64,S2,0.16,0.1018401,-3.806627,B,0.04
