Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,1,1.820007, ,3,1,longPress,12
2,0,1,3.080002, ,3,1,longPress,5
3,0,2,2.099991, ,3,1,longPress,14
4,0,0,2.460007, ,3,1,longPress,7
5,0,1,2.619995, ,3,1,longPress,0
6,0,0,2.199997, ,3,1,longPress,9
7,0,0,2.199997, ,3,1,longPress,2
8,0,1,2.12001, ,3,1,longPress,11
9,0,0,1.799988, ,3,1,longPress,4
10,0,1,2.420013, ,3,1,longPress,13
11,0,1,2.360001, ,3,1,longPress,6
12,0,1,2.139999, ,3,1,longPress,15
13,0,0,2.179993, ,3,1,longPress,8
14,0,0,2.699997, ,3,1,longPress,1
15,0,0,1.980011, ,3,1,longPress,10
16,0,1,1.839996, ,12,0,longPress,3
17,0,0,1.580002, ,12,0,longPress,10
18,0,1,1.819992, ,12,0,longPress,1
19,0,0,1.680008, ,12,0,longPress,8
20,0,0,1.579987, ,12,0,longPress,15
21,0,1,1.580002, ,12,0,longPress,6
22,0,0,1.700012, ,12,0,longPress,13
23,0,1,1.539993, ,12,0,longPress,4
24,0,0,1.660004, ,12,0,longPress,11
25,0,0,1.559998, ,12,0,longPress,2
26,0,0,1.660004, ,12,0,longPress,9
27,0,1,1.580002, ,12,0,longPress,0
28,0,0,1.839996, ,12,0,longPress,7
29,0,1,1.919998, ,12,0,longPress,14
30,0,0,1.639999, ,12,0,longPress,5
31,0,0,1.440002, ,4,0,longPress,11
32,0,0,1.399994, ,4,0,longPress,2
33,0,1,1.440002, ,4,0,longPress,9
34,0,0,1.399994, ,4,0,longPress,0
35,0,0,1.560013, ,4,0,longPress,7
36,0,0,1.719986, ,4,0,longPress,14
37,0,1,1.680008, ,4,0,longPress,5
38,0,1,1.520004, ,4,0,longPress,12
39,0,0,1.539993, ,4,0,longPress,3
40,0,1,1.460007, ,4,0,longPress,10
41,0,1,1.580002, ,4,0,longPress,1
42,0,0,1.459991, ,4,0,longPress,8
43,0,1,1.520004, ,4,0,longPress,15
44,0,2,1.599991, ,4,0,longPress,6
45,0,1,1.540009, ,4,0,longPress,13
