Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,1,2,2.42,B,7,1,magicTap,0
2,0,1,2.66,B,7,1,magicTap,9
3,0,1,1.780001,B,7,1,magicTap,2
4,0,0,2.48,B,7,1,magicTap,11
5,0,2,2.24,A,7,1,magicTap,4
6,0,1,1.780001,B,7,1,magicTap,13
7,0,0,1.9,B,7,1,magicTap,6
8,0,1,2.1,B,7,1,magicTap,15
9,0,1,2.32,B,7,1,magicTap,8
10,0,0,2.359999,B,7,1,magicTap,1
11,0,0,1.58,B,7,1,magicTap,10
12,0,0,2.260002,B,7,1,magicTap,3
13,0,1,1.719997,B,7,1,magicTap,12
14,0,0,2.34,B,7,1,magicTap,5
15,0,1,2.040001,B,7,1,magicTap,14
16,0,2,1.5,B,10,1,magicTap,3
17,0,0,1.599998,B,10,1,magicTap,12
18,0,1,1.48,B,10,1,magicTap,5
19,0,1,1.400002,B,10,1,magicTap,14
20,0,2,1.5,B,10,1,magicTap,7
21,0,0,1.299999,B,10,1,magicTap,0
22,0,0,1.5,B,10,1,magicTap,9
23,0,1,1.5,B,10,1,magicTap,2
24,0,2,1.560001,B,10,1,magicTap,11
25,0,1,1.539997,B,10,1,magicTap,4
26,0,1,1.400002,B,10,1,magicTap,13
27,0,1,1.420002,B,10,1,magicTap,6
28,0,2,1.639999,B,10,1,magicTap,15
29,0,1,1.860001,B,10,1,magicTap,8
30,0,0,1.419998,B,10,1,magicTap,1
31,0,3,1.32,B,7,0,magicTap,14
32,0,0,1.300003,B,7,0,magicTap,5
33,0,1,1.459999,B,7,0,magicTap,12
34,0,0,1.32,B,7,0,magicTap,3
35,0,0,1.580002,B,7,0,magicTap,10
36,0,1,1.32,B,7,0,magicTap,1
37,0,0,1.400002,B,7,0,magicTap,8
38,0,1,1.259995,B,7,0,magicTap,15
39,0,0,1.320007,B,7,0,magicTap,6
40,0,1,1.399994,B,7,0,magicTap,13
41,0,1,1.18,B,7,0,magicTap,4
42,0,1,1.599998,B,7,0,magicTap,11
43,0,0,1.280006,B,7,0,magicTap,2
44,0,0,1.479996,B,7,0,magicTap,9
45,0,1,1.400002,B,7,0,magicTap,0
