Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ,thumbX,thumbY,thumbZ
1,-0.3376402,1.106958,0.5333405,2.806149,0.1299651,pinch,1,8,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3368925,1.097439,0.5156064
1,-0.3373874,1.105644,0.5339494,-2.822822,0.07350869,pinch,1,8,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,-3.675435,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1560474,1.149313,0.1141372,-0.02136141,-0.2089881,-0.02784313,-0.3366403,1.097494,0.5162339
1,-0.3373874,1.105644,0.5339494,0,0,pinch,4,-1,-0.1547453,1.150363,0.1125884,-0.02403397,-0.2087564,-0.02745817,-0.3366403,1.097494,0.5162339
1,-0.3393391,1.102349,0.5341063,9.581791,0.1916358,pinch,4,-1,-0.1547453,1.150363,0.1125884,-0.02403397,-0.2087564,-0.02745817,-0.3386383,1.095737,0.5163155
1,-0.3393391,1.102349,0.5341063,-9.581791,0,pinch,4,-1,-0.1547453,1.150363,0.1125884,-0.02403397,-0.2087564,-0.02745817,-0.3386383,1.095737,0.5163155
1,-0.3393391,1.102349,0.5341063,0,0,pinch,4,-1,-0.1533507,1.150214,0.1113691,-0.02398672,-0.206545,-0.02692204,-0.3386383,1.095737,0.5163155
1,-0.3400259,1.108404,0.5352488,15.49853,0.3099705,pinch,4,-1,-0.1533507,1.150214,0.1113691,-0.02398672,-0.206545,-0.02692204,-0.3404846,1.092169,0.5204773
1,-0.3400259,1.108404,0.5352488,-15.49853,0,pinch,4,-1,-0.1528732,1.150055,0.1110077,-0.0228317,-0.2055386,-0.02751518,-0.3404846,1.092169,0.5204773
1,-0.3404419,1.109657,0.5363388,4.280936,0.08561871,pinch,4,-1,-0.1523876,1.149883,0.1107264,-0.02319502,-0.2049488,-0.02729163,-0.3400981,1.095505,0.5195942
1,-0.3416176,1.110168,0.539916,5.218951,0.1899977,pinch,4,-1,-0.1520765,1.149982,0.1104503,-0.02426087,-0.2046943,-0.02717084,-0.3420227,1.092806,0.5219803
