Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,2.980003, ,13,0,Tap,4
2,0,0,1.860001, ,13,0,Tap,11
3,0,0,1.82, ,13,0,Tap,2
4,0,0,1.779999, ,13,0,Tap,9
5,0,0,1.439995, ,13,0,Tap,0
6,0,0,1.840004, ,13,0,Tap,7
7,1,1,2.199997, ,13,0,Tap,14
8,0,0,2.380005, ,13,0,Tap,5
9,0,0,2.159996, ,13,0,Tap,12
10,0,0,1.800003, ,13,0,Tap,3
11,1,1,2.279999, ,13,0,Tap,10
12,0,0,1.659996, ,13,0,Tap,1
13,1,1,1.740005, ,13,0,Tap,8
14,1,1,1.68, ,13,0,Tap,15
15,0,0,2.379997, ,13,0,Tap,6
16,0,0,1.260002, ,8,1,Tap,1
17,0,0,1.660004, ,8,1,Tap,10
18,0,0,1.279999, ,8,1,Tap,3
19,0,0,1.199997, ,8,1,Tap,12
20,0,0,1.340004, ,8,1,Tap,5
21,1,1,1.18, ,8,1,Tap,14
22,0,0,1.639999, ,8,1,Tap,7
23,0,0,1.219994, ,8,1,Tap,0
24,0,0,1.820007, ,8,1,Tap,9
25,0,0,1.419998, ,8,1,Tap,2
26,0,0,1.199997, ,8,1,Tap,11
27,0,0,1.380005, ,8,1,Tap,4
28,0,0,1.300003, ,8,1,Tap,13
29,0,0,2.019989, ,8,1,Tap,6
30,0,0,1.240005, ,8,1,Tap,15
31,0,0,1.279999, ,0,1,Tap,9
32,0,0,1.220001, ,0,1,Tap,2
33,0,0,1.100006, ,0,1,Tap,11
34,0,0,1.220001, ,0,1,Tap,4
35,0,0,1.199997, ,0,1,Tap,13
36,0,0,1.440002, ,0,1,Tap,6
37,0,0,1.220001, ,0,1,Tap,15
38,0,0,1.439987, ,0,1,Tap,8
39,0,0,1.279999, ,0,1,Tap,1
40,0,0,1.200012, ,0,1,Tap,10
41,0,0,1.099991, ,0,1,Tap,3
42,1,1,1.059998, ,0,1,Tap,12
43,0,0,1.26001, ,0,1,Tap,5
44,0,0,1.099991, ,0,1,Tap,14
45,0,0,1.200012, ,0,1,Tap,7
46,0,0,3.52002, ,13,0,longPress,4
47,0,0,3.019958, ,13,0,longPress,11
48,0,2,2.119995, ,13,0,longPress,2
49,0,1,2.420044, ,13,0,longPress,9
50,0,1,1.919983, ,13,0,longPress,0
51,0,0,2.97998, ,13,0,longPress,7
52,0,0,2.5, ,13,0,longPress,14
53,0,0,5.299988, ,13,0,longPress,5
54,0,0,2.820007, ,13,0,longPress,12
55,0,0,2.200012, ,13,0,longPress,3
56,0,1,2.619995, ,13,0,longPress,10
57,0,1,2, ,13,0,longPress,1
58,0,1,3.100037, ,13,0,longPress,8
59,0,0,2.899963, ,13,0,longPress,15
60,0,0,2.780029, ,13,0,longPress,6
61,0,0,2.320007, ,1,0,longPress,8
62,0,1,1.640015, ,1,0,longPress,15
63,0,1,1.799988, ,1,0,longPress,6
64,0,1,2.059998, ,1,0,longPress,13
65,0,0,1.799988, ,1,0,longPress,4
66,0,2,2, ,1,0,longPress,11
67,0,0,1.820007, ,1,0,longPress,2
68,0,1,2.23999, ,1,0,longPress,9
69,0,0,2.220032, ,1,0,longPress,0
70,0,0,1.959961, ,1,0,longPress,7
71,0,1,1.700012, ,1,0,longPress,14
72,0,3,1.779968, ,1,0,longPress,5
73,0,0,1.600037, ,1,0,longPress,12
74,0,1,1.899963, ,1,0,longPress,3
75,0,2,1.840027, ,1,0,longPress,10
76,0,1,1.660034, ,10,0,longPress,1
77,0,0,1.640015, ,10,0,longPress,8
78,0,1,1.559998, ,10,0,longPress,15
79,0,1,1.859985, ,10,0,longPress,6
80,0,2,1.559998, ,10,0,longPress,13
81,0,1,1.640015, ,10,0,longPress,4
82,0,0,1.579956, ,10,0,longPress,11
83,0,1,1.680054, ,10,0,longPress,2
84,0,1,1.759949, ,10,0,longPress,9
85,0,1,1.580017, ,10,0,longPress,0
86,0,0,1.840027, ,10,0,longPress,7
87,0,1,1.559998, ,10,0,longPress,14
88,0,2,1.679993, ,10,0,longPress,5
89,0,0,1.5, ,10,0,longPress,12
90,0,1,1.659973, ,10,0,longPress,3
