Case,X,Y,Z,modeSelected
7,0.2629308,0.8441471,0.3166637,Tap
11,0.07500634,1.371784,0.2857911,Tap
13,-0.3636518,1.135389,0.3074956,Tap
14,0.2419619,1.080333,0.2129486,Tap
21,-0.08649187,1.288635,0.1758406,Tap
42,0.02761909,1.223781,0.1751397,Tap
