Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,2.32, ,11,1,Tap,4
2,0,0,2.280001, ,11,1,Tap,13
3,0,0,3.1, ,11,1,Tap,6
4,0,0,2.860001, ,11,1,Tap,15
5,0,0,3.84, ,11,1,Tap,8
6,0,0,2.779999, ,11,1,Tap,1
7,0,0,2.419998, ,11,1,Tap,10
8,0,0,2.800003, ,11,1,Tap,3
9,1,1,3, ,11,1,Tap,12
10,0,0,3.599998, ,11,1,Tap,5
11,0,0,2.68, ,11,1,Tap,14
12,0,0,2.52, ,11,1,Tap,7
13,0,0,2.539997, ,11,1,Tap,0
14,0,0,2.360004, ,11,1,Tap,9
15,0,0,2.5, ,11,1,Tap,2
16,0,0,1.919998, ,5,0,Tap,12
17,0,0,1.900002, ,5,0,Tap,3
18,0,0,2.540001, ,5,0,Tap,10
19,0,0,1.840004, ,5,0,Tap,1
20,0,0,2.059998, ,5,0,Tap,8
21,0,0,1.739998, ,5,0,Tap,15
22,0,0,1.760002, ,5,0,Tap,6
23,1,1,1.720001, ,5,0,Tap,13
24,0,0,2.079994, ,5,0,Tap,4
25,0,0,2.139999, ,5,0,Tap,11
26,0,0,1.960007, ,5,0,Tap,2
27,0,0,2.419998, ,5,0,Tap,9
28,0,0,2.159996, ,5,0,Tap,0
29,0,0,3.279999, ,5,0,Tap,7
30,0,0,2.100006, ,5,0,Tap,14
31,0,0,1.779999, ,13,1,Tap,6
32,0,0,1.659996, ,13,1,Tap,15
33,0,0,1.5, ,13,1,Tap,8
34,0,0,1.620003, ,13,1,Tap,1
35,0,0,1.400002, ,13,1,Tap,10
36,1,1,1.540001, ,13,1,Tap,3
37,0,0,1.639999, ,13,1,Tap,12
38,0,0,1.699997, ,13,1,Tap,5
39,0,0,1.5, ,13,1,Tap,14
40,0,0,1.440002, ,13,1,Tap,7
41,0,0,1.419998, ,13,1,Tap,0
42,0,0,1.360001, ,13,1,Tap,9
43,0,0,1.480003, ,13,1,Tap,2
44,0,0,1.319992, ,13,1,Tap,11
45,0,0,1.440002, ,13,1,Tap,4
