Case,X,Y,Z,a,v,modeSelected
1,-0.2675675,0.7670426,0.2746692,8.316319,0.2463996,Tap
1,-0.2686458,0.7663028,0.2749891,0,0,Tap
1,-0.2766635,0.7535439,0.2830634,42.73942,0.8547883,Tap
1,-0.2759138,0.7549051,0.2836523,-38.58483,0.0830918,Tap
1,-0.2759138,0.7549051,0.2836523,-38.58483,0.0830918,Tap
1,-0.2758998,0.7510279,0.2915635,17.87093,0.4405104,Tap
1,-0.2757853,0.7510754,0.2912865,-21.26671,0.01517626,Tap
1,-0.2757853,0.7510754,0.2912865,-21.26671,0.01517626,Tap
1,-0.275436,0.751218,0.2909541,0.4982277,0.02514081,Tap
1,-0.2752741,0.7519534,0.2905812,0.8434963,0.04201074,Tap
1,-0.2753191,0.7518812,0.2906013,-1.882271,0.004365315,Tap
1,-0.2753191,0.7518812,0.2906013,-1.882271,0.004365315,Tap
1,-0.2753947,0.7520828,0.2902884,0.73101,0.01898551,Tap
1,-0.2753257,0.7520183,0.2901125,-0.450083,0.009983854,Tap
1,-0.2748237,0.7517976,0.2895155,1.527472,0.04053329,Tap
1,-0.2748237,0.7517976,0.2895155,1.527472,0.04053329,Tap
1,-0.2741939,0.7521675,0.289959,0.1094367,0.04272202,Tap
1,-0.2741939,0.7521675,0.289959,0.1094367,0.04272202,Tap
1,-0.2740248,0.7523123,0.2898707,-1.537486,0.0119723,Tap
1,-0.2738028,0.7524582,0.2897706,0.1111221,0.01419474,Tap
1,-0.2738028,0.7524582,0.2897706,0.1111221,0.01419474,Tap
1,-0.2732996,0.752665,0.2891145,1.421188,0.04261849,Tap
1,-0.2729987,0.7526127,0.2890263,-1.336278,0.01589292,Tap
1,-0.2729987,0.7526127,0.2890263,-1.336278,0.01589292,Tap
1,-0.2719778,0.7516494,0.2898054,3.218791,0.08026875,Tap
1,-0.2713081,0.7512497,0.2902141,-1.812172,0.04402531,Tap
1,-0.2709579,0.7508711,0.2904515,-0.7818505,0.0283883,Tap
1,-0.2709579,0.7508711,0.2904515,-0.7818505,0.0283883,Tap
1,-0.2703412,0.7503389,0.2904806,0.6181612,0.04075152,Tap
1,-0.2694589,0.7504891,0.2901669,0.3335292,0.04742211,Tap
1,-0.2694589,0.7504891,0.2901669,0.3335292,0.04742211,Tap
