Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,1,2.719999,B,15,1,magicTap,8
2,0,2,2.780001,B,15,1,magicTap,1
3,0,0,2.1,A,15,1,magicTap,10
4,0,0,3.08,B,15,1,magicTap,3
5,0,0,2.039999,B,15,1,magicTap,12
6,0,0,3.68,B,15,1,magicTap,5
7,0,1,1.999998,B,15,1,magicTap,14
8,0,0,2.080002,B,15,1,magicTap,7
9,0,0,1.919998,B,15,1,magicTap,0
10,0,0,2,B,15,1,magicTap,9
11,0,1,2.16,B,15,1,magicTap,2
12,0,0,1.800003,A,15,1,magicTap,11
13,0,0,2.359997,B,15,1,magicTap,4
14,0,0,2,B,15,1,magicTap,13
15,0,0,2.18,B,15,1,magicTap,6
16,0,1,1.380001,B,2,0,magicTap,9
17,0,0,1.700001,B,2,0,magicTap,0
18,0,0,1.459999,B,2,0,magicTap,7
19,0,2,1.580002,B,2,0,magicTap,14
20,0,1,1.759998,B,2,0,magicTap,5
21,0,0,1.440002,B,2,0,magicTap,12
22,0,0,1.759995,B,2,0,magicTap,3
23,0,0,1.420006,B,2,0,magicTap,10
24,0,2,1.759995,B,2,0,magicTap,1
25,0,1,1.560005,B,2,0,magicTap,8
26,0,0,1.639999,B,2,0,magicTap,15
27,0,4,1.619995,B,2,0,magicTap,6
28,0,2,1.880005,B,2,0,magicTap,13
29,0,0,1.860001,B,2,0,magicTap,4
30,0,2,1.5,B,2,0,magicTap,11
31,0,0,1.360001,B,0,1,magicTap,9
32,0,1,1.18,B,0,1,magicTap,2
33,0,1,1.399994,B,0,1,magicTap,11
34,0,0,1.280006,B,0,1,magicTap,4
35,0,0,1.259995,B,0,1,magicTap,13
36,0,1,1.240005,B,0,1,magicTap,6
37,0,1,1.199997,B,0,1,magicTap,15
38,0,1,1.159996,B,0,1,magicTap,8
39,0,0,1.260002,B,0,1,magicTap,1
40,0,1,1.340004,B,0,1,magicTap,10
41,0,0,1.479996,B,0,1,magicTap,3
42,0,0,1.260002,B,0,1,magicTap,12
43,0,2,1.260002,B,0,1,magicTap,5
44,0,0,1.299995,B,0,1,magicTap,14
45,0,2,1.260002,B,0,1,magicTap,7
