Case,RunTime,Object,EnterTime,Velocity,Acceleration,Condition,PrepTime
1,119.02,S3,0,1.136515,31.09, ,0
1,119.04,S3,0.02,0.4185984,-35.89581, ,0
1,119.06,S3,0.04,0.756076,16.87388,B,0
1,119.08,S3,0.06,0.1946427,-28.07166,C,0.02
1,119.1,S3,0.08,0.3349956,7.017645,B,0
1,119.12,S3,0.09999999,0.0973729,-11.88113,B,0.02
1,119.14,S3,0.12,0.04683986,-2.526652,B,0.04
2,120.32,S3,0,0.5657286,8.455091, ,0.06
2,120.34,S3,0.02,0.6963578,6.531462, ,0.06
2,120.36,S3,0.04,0.2818374,-20.72602, ,0.06
2,120.38,S3,0.06,0.2843655,0.1264051,B,0
2,120.4,S3,0.08,0.1441765,-7.009453,B,0.02
2,120.42,S3,0.09999999,0.358557,10.71903,B,0.04
3,121.42,S3,0,0.8443785,21.0408, ,0.06
3,121.44,S3,0.02,0.8016096,-2.138445, ,0.06
3,121.46,S3,0.04,0.3547284,-22.34406, ,0.06
3,121.48,S3,0.06,0.6765586,16.09151,B,0
3,121.5,S3,0.08,0.25082,-21.28693,C,0.02
3,121.52,S3,0.09999999,0.52653,13.7855,B,0
3,121.54,S3,0.12,0.251626,-13.7452,C,0.02
3,121.56,S3,0.14,0.07524295,-8.819152,B,0
3,121.58,S3,0.16,0.01487154,-3.01857,B,0.02
3,121.6,S3,0.18,0.1108423,4.79854,B,0.04
4,122.58,S3,0,0.711072,-20.79447, ,0.06
4,122.6,S3,0.02,0.9575222,12.32251,B,0
4,122.62,S3,0.04,0.2600079,-34.87572,C,0.02
4,122.64,S3,0.06,0.4923158,11.6154,B,0
4,122.66,S3,0.08,0.2205123,-13.59018,C,0.02
4,122.68,S3,0.09999999,0.1692761,-2.561814,B,0
4,122.7,S3,0.12,0.242158,3.644096,B,0.02
4,122.72,S3,0.14,0.2473673,0.2604641,B,0.04
5,123.92,S3,0,1.897647,51.16771, ,0.06
5,123.94,S3,0.02,0.6078483,-64.48994, ,0.06
5,123.96,S3,0.04,1.257811,32.49814,B,0
5,123.98,S3,0.06,0.1349185,-56.14463,C,0.02
5,124,S3,0.08,0.1532768,0.9179138,B,0
5,124.02,S3,0.09999999,0.4965037,17.16135,B,0.02
5,124.04,S3,0.12,0.04593157,-22.52861,C,0.04
5,124.06,S3,0.14,0.08101493,1.754168,B,0
5,124.08,S3,0.16,0.02396805,-2.852344,B,0.02
5,124.1,S3,0.18,0.1449245,6.047821,B,0.04
6,125.12,S3,0,0.7377183,-82.18707, ,0.06
6,125.14,S3,0.02,0.4579103,-13.9904,B,0
6,125.16,S3,0.04,0.6741249,10.81073,C,0.02
6,125.18,S3,0.06,0.4334978,-12.03135,C,0.02
6,125.2,S3,0.08,0.1250565,-15.42206,B,0
6,125.22,S3,0.09999999,0.206654,4.079871,B,0.02
6,125.24,S3,0.12,0.2303389,1.184245,B,0.04
7,126.2,S3,0,1.147334,23.67737, ,0.06
7,126.22,S3,0.02,0.7853141,-18.10099, ,0.06
7,126.24,S3,0.04,0.5207713,-13.22714,B,0
7,126.26,S3,0.06,0.2488592,-13.59561,C,0.02
7,126.28,S3,0.08,0.1435673,-5.264595,B,0
7,126.3,S3,0.09999999,0.2200307,3.823172,B,0.02
