1,1,0,12,0.0,nan,0.13666666333333335,7
2,3,0,19,0.0,nan,0.12526315789473683,7
3,2,0,23,0.0,nan,0.10347825913043479,7
4,4,2,27,0.07407407407407407,0.21000000000000002,0.10799999960000002,7
5,6,1,19,0.05263157894736842,0.22,0.09333333111111114,7
6,5,0,20,0.0,nan,0.11799999950000002,7
7,7,1,13,0.07692307692307693,0.14,0.11666666666666668,7
8,9,1,22,0.045454545454545456,0.16,0.10095237952380952,7
9,8,0,23,0.0,nan,0.11478260739130436,7
1,6,3,52,0.057692307692307696,0.18666666666666665,0.2183673481632653,6
2,5,0,22,0.0,nan,0.1636363622727273,7
3,4,0,15,0.0,nan,0.12266666600000001,7
4,3,0,11,0.0,nan,0.1599999990909091,7
5,2,0,10,0.0,nan,0.12199999799999998,7
6,1,0,10,0.0,nan,0.123999999,7
7,9,6,10,0.6,0.10333333333333335,0.15000000000000002,2
8,8,18,43,0.4186046511627907,0.15666666666666668,0.1023999984,3
9,7,6,18,0.3333333333333333,0.17333333166666667,0.16833333333333333,5
1,8,4,29,0.13793103448275862,0.215,0.0919999984,6
2,9,1,26,0.038461538461538464,0.34,0.0967999996,7
3,7,0,32,0.0,nan,0.13312499656250001,7
4,5,9,30,0.3,0.21333333333333335,0.10761904714285715,5
5,6,5,37,0.13513513513513514,0.24,0.09625,6
6,4,7,32,0.21875,0.23142857142857146,0.21039998399999998,6
7,2,14,38,0.3684210526315789,0.16857142714285714,0.0783333325,3
8,3,7,21,0.3333333333333333,0.21142857142857144,0.10571428571428572,4
9,1,8,33,0.24242424242424243,0.14,0.09119999920000002,5
1,5,0,35,0.0,nan,0.06742857000000001,6
2,6,0,25,0.0,nan,0.0671999988,6
3,4,0,21,0.0,nan,0.06761904619047619,6
4,2,0,15,0.0,nan,0.11599999733333335,6
5,3,0,16,0.0,nan,0.08374999875,6
6,1,0,13,0.0,nan,0.05999999846153846,6
7,8,1,32,0.03125,0.08,0.06322580516129034,6
8,9,0,14,0.0,nan,0.05857142714285714,6
9,7,1,31,0.03225806451612903,0.08,0.06266666600000001,6
1,8,0,13,0.0,nan,0.05538461538461538,7
2,7,0,12,0.0,nan,0.0633333325,7
3,9,0,14,0.0,nan,0.03428571428571429,7
4,2,0,15,0.0,nan,0.03199999866666667,7
5,1,0,14,0.0,nan,0.03428571428571429,7
6,3,0,14,0.0,nan,0.025714285,7
7,5,0,14,0.0,nan,0.03428571285714285,7
8,4,0,14,0.0,nan,0.03285714214285714,7
9,6,1,12,0.08333333333333333,0.08,0.04727272727272727,6
1,5,0,16,0.0,nan,0.09374999750000002,7
2,6,0,16,0.0,nan,0.091249996875,7
3,4,0,20,0.0,nan,0.131999998,7
4,8,2,36,0.05555555555555555,0.139999995,0.10941176264705883,6
5,9,2,27,0.07407407407407407,0.23,0.1303999992,6
6,7,0,16,0.0,nan,0.18125000624999998,7
7,2,18,115,0.1565217391304348,0.13666666500000002,0.08474226762886597,3
8,3,13,76,0.17105263157894737,0.16769230615384614,0.08190476126984127,3
9,1,8,82,0.0975609756097561,0.15749999874999998,0.07891891837837837,3
1,6,0,16,0.0,nan,0.05625,7
2,4,0,16,0.0,nan,0.05374999875,7
3,5,0,17,0.0,nan,0.05764705882352942,7
4,3,1,12,0.08333333333333333,0.08,0.09090909000000001,6
5,1,0,12,0.0,nan,0.07333333166666668,7
6,2,0,14,0.0,nan,0.06285714285714286,7
7,9,0,19,0.0,nan,0.052631578421052636,7
8,7,0,15,0.0,nan,0.07866666533333334,7
9,8,0,17,0.0,nan,0.05764705705882353,7
1,4,0,35,0.0,nan,0.04057142857142857,7
2,6,0,20,0.0,nan,0.09299999950000001,7
3,5,0,18,0.0,nan,0.09666666555555554,7
4,7,0,26,0.0,nan,0.03307692307692307,7
5,9,0,45,0.0,nan,0.09155555488888888,7
6,8,3,82,0.036585365853658534,0.16,0.11063290949367087,6
7,1,1,49,0.02040816326530612,0.12,0.047499999583333334,6
8,3,1,34,0.029411764705882353,0.12,0.06545454454545455,6
9,2,0,21,0.0,nan,0.0380952380952381,7
1,6,0,16,0.0,nan,0.028750000000000005,7
2,5,0,14,0.0,nan,0.02857142857142857,7
3,4,0,24,0.0,nan,0.028333333333333335,7
4,3,0,15,0.0,nan,0.021333333333333333,7
5,2,0,16,0.0,nan,0.02375,7
6,1,0,16,0.0,nan,0.027500000000000004,7
7,9,0,13,0.0,nan,0.023076923076923075,7
8,8,0,10,0.0,nan,0.026000000000000002,7
9,7,0,11,0.0,nan,0.03272727272727273,7
1,9,0,112,0.0,nan,0.0742857130357143,7
2,8,1,74,0.013513513513513514,0.28,0.09753424506849315,6
3,7,0,62,0.0,nan,0.10354838596774191,7
