1,1,10,37,0.2702702702702703,0.20400000000000001,0.2074074074074074,7
2,3,10,29,0.3448275862068966,0.196,0.435789447368421,4
3,2,2,32,0.0625,0.19,0.39533328333333334,3
4,4,29,65,0.4461538461538462,0.13931034344827586,0.19722222222222222,6
5,6,18,25,0.72,0.1444444444444445,0.2542856857142857,5
6,5,23,39,0.5897435897435898,0.13739130434782612,0.24999998750000002,6
7,7,26,30,0.8666666666666667,0.126923075,0.17,5
8,9,10,12,0.8333333333333334,0.15000000000000002,0.14,4
9,8,19,30,0.6333333333333333,0.13263157789473684,0.19272727272727275,4
1,6,12,48,0.25,0.19166666666666665,0.0822222211111111,6
2,5,11,72,0.1527777777777778,0.12909090909090912,0.3062294550819673,4
3,4,5,92,0.05434782608695652,0.12399999799999999,0.24827581459770112,3
4,3,47,166,0.28313253012048195,0.11531914702127659,0.06705882294117647,6
5,2,28,68,0.4117647058823529,0.14785714464285715,0.09849999925000001,5
6,1,16,61,0.26229508196721313,0.14249999937500002,0.17866664577777777,4
7,9,15,37,0.40540540540540543,0.10533333333333333,0.07818181636363636,3
8,8,18,58,0.3103448275862069,0.12111111111111111,0.084499999,3
9,7,16,62,0.25806451612903225,0.112499999375,0.09043478239130431,4
1,8,8,15,0.5333333333333333,0.3250000125,0.2000000142857143,4
2,9,1,14,0.07142857142857142,0.14,0.3738460376923076,3
3,7,3,39,0.07692307692307693,0.17333333000000004,0.32111105472222223,3
4,5,20,45,0.4444444444444444,0.17400000000000002,0.12560000000000002,5
5,6,16,39,0.41025641025641024,0.231249936875,0.1982608173913043,4
6,4,14,75,0.18666666666666668,0.14428571428571432,0.1603278568852459,4
7,2,18,45,0.4,0.14555555555555555,0.08148148074074076,7
8,3,20,60,0.3333333333333333,0.132,0.09199999950000001,6
9,1,23,85,0.27058823529411763,0.15826086869565223,0.10096773467741935,5
1,5,5,18,0.2777777777777778,0.156,0.1430769230769231,4
2,6,1,19,0.05263157894736842,0.18,0.10333333277777777,2
3,4,3,14,0.21428571428571427,0.16666666666666666,0.17090909,2
4,2,18,45,0.4,0.13777777666666668,0.1074074062962963,6
5,3,13,66,0.19696969696969696,0.1492307692307693,0.0879245275471698,5
6,1,8,98,0.08163265306122448,0.125,0.09266666555555556,3
7,8,14,35,0.4,0.15428571357142856,0.1047619023809524,5
8,9,18,45,0.4,0.11666666444444446,0.11259259185185187,6
9,7,21,66,0.3181818181818182,0.12571428380952385,0.10088888799999998,4
1,8,14,87,0.16091954022988506,0.25428571428571434,0.12027396260273972,5
2,7,6,88,0.06818181818181818,0.32666666666666666,0.14512193280487803,2
3,9,0,34,0.0,nan,0.10411764647058824,1
4,2,53,249,0.21285140562248997,0.19056603773584904,0.08377550959183674,4
5,1,14,79,0.17721518987341772,0.1942857128571429,0.07015384430769231,6
6,3,14,113,0.12389380530973451,0.1785714285714286,0.10585858424242424,3
7,5,23,65,0.35384615384615387,0.1486956521739131,0.07190476119047619,5
8,4,31,130,0.23846153846153847,0.13935483806451615,0.0690909086868687,6
