1,1,2,25,0.08,0.14,0.22173913000000003,6
2,3,2,28,0.07142857142857142,0.16999999999999998,0.18769230769230769,7
3,2,4,46,0.08695652173913043,0.185,0.22857142857142856,7
4,4,13,28,0.4642857142857143,0.15692307538461536,0.20800000000000002,4
5,6,22,57,0.38596491228070173,0.1527272722727273,0.21085714257142854,4
6,5,11,44,0.25,0.15272727272727274,0.2212121212121212,5
7,7,36,52,0.6923076923076923,0.14055555472222223,0.21125000000000002,3
8,9,29,50,0.58,0.12413793000000002,0.20571428571428574,2
9,8,44,68,0.6470588235294118,0.13454545386363634,0.20666666666666667,2
1,6,0,39,0.0,nan,0.07076922923076924,6
2,5,1,30,0.03333333333333333,0.12,0.0834482751724138,5
3,4,1,32,0.03125,0.06,0.08967741806451614,6
4,3,1,28,0.03571428571428571,0.08,0.053333331481481484,7
5,2,2,42,0.047619047619047616,0.11000000000000001,0.095999996,7
6,1,8,78,0.10256410256410256,0.14999999749999998,0.10657142642857141,7
7,9,3,11,0.2727272727272727,0.09333332999999999,0.05999999625,2
8,8,6,24,0.25,0.09333333166666667,0.04444444388888889,2
9,7,2,11,0.18181818181818182,0.13,0.05555555555555555,2
1,8,2,25,0.08,0.21000000000000002,0.14782608608695655,7
2,9,2,34,0.058823529411764705,0.13,0.14124999968750002,7
3,7,2,19,0.10526315789473684,0.2,0.17647058823529413,7
4,5,10,30,0.3333333333333333,0.141999999,0.16599999950000005,5
5,6,10,36,0.2777777777777778,0.145999999,0.1230769226923077,6
6,4,7,37,0.1891891891891892,0.15999999999999998,0.14733333333333337,6
7,2,22,48,0.4583333333333333,0.14454545409090913,0.10846153653846155,5
8,3,29,58,0.5,0.14758620620689655,0.11103448206896555,5
9,1,15,61,0.2459016393442623,0.15733333333333333,0.08782608608695652,4
1,5,2,15,0.13333333333333333,0.12,0.15692307692307692,5
2,6,0,47,0.0,nan,0.14468085063829786,7
3,4,1,16,0.0625,0.08,0.16133333266666666,5
4,2,1,26,0.038461538461538464,0.12,0.13679999960000003,6
5,3,3,24,0.125,0.09999999666666666,0.08571428523809524,4
6,1,7,27,0.25925925925925924,0.1314285685714286,0.11700000000000002,3
7,8,7,10,0.7,0.11428571142857143,0.08666666333333334,1
8,9,2,20,0.1,0.13,0.1511111105555556,5
9,7,5,12,0.4166666666666667,0.127999998,0.11142857142857143,2
1,8,1,11,0.09090909090909091,0.14,0.097999999,6
2,7,0,11,0.0,nan,0.10181818090909092,7
3,9,0,10,0.0,nan,0.11399999999999999,7
4,2,1,13,0.07692307692307693,0.14,0.09333333166666667,6
5,1,2,11,0.18181818181818182,0.15000000000000002,0.10888888666666667,6
6,3,0,11,0.0,nan,0.09636363636363637,7
7,5,1,4,0.25,0.12,0.09999999999999999,5
8,4,3,3,1.0,0.11999999666666666,nan,4
9,6,2,11,0.18181818181818182,0.12,0.08222221999999998,6
1,5,1,26,0.038461538461538464,0.14,0.09840000000000002,7
2,6,0,23,0.0,nan,0.11304347652173917,7
3,4,2,20,0.1,0.14,0.14777777777777779,6
4,8,4,27,0.14814814814814814,0.135,0.13304347782608697,5
5,9,6,31,0.1935483870967742,0.12666666166666665,0.08399999879999999,3
6,7,8,36,0.2222222222222222,0.10249999875,0.11142857142857145,3
7,2,9,22,0.4090909090909091,0.10222222111111112,0.10153846153846152,1
8,3,3,19,0.15789473684210525,0.11333333,0.056249999375,1
9,1,6,24,0.25,0.10999999666666667,0.07333333333333333,1
1,6,3,22,0.13636363636363635,0.15333333333333335,0.17578947368421055,6
2,4,3,29,0.10344827586206896,0.12666666333333335,0.16999999923076922,6
3,5,0,19,0.0,nan,0.1578947357894737,7
4,3,10,27,0.37037037037037035,0.137999998,0.11058823411764707,3
5,1,9,17,0.5294117647058824,0.13333333222222224,0.19999999875000002,2
6,2,9,25,0.36,0.14,0.15375,2
7,9,13,30,0.43333333333333335,0.11384615153846155,0.14941176470588238,3
8,7,10,20,0.5,0.14199999800000002,0.15599999999999997,3
9,8,13,32,0.40625,0.13538461307692307,0.1442105263157895,4
1,4,1,37,0.02702702702702703,0.09999999,0.16277777749999997,6
2,6,6,48,0.125,0.24,0.22761905595238097,5
3,5,0,28,0.0,nan,0.205714285,7
4,7,11,21,0.5238095238095238,0.1490909090909091,0.23200000000000004,2
5,9,7,23,0.30434782608695654,0.13714285571428572,0.19,3
6,8,13,24,0.5416666666666666,0.15076923076923077,0.1927272727272727,3
7,1,25,59,0.423728813559322,0.14799999960000002,0.13705882264705882,3
8,3,14,35,0.4,0.13142856928571428,0.14857142809523813,4
9,2,56,108,0.5185185185185185,0.16571428535714286,0.15269230865384614,2
