Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ,thumbX,thumbY,thumbZ
1,-0.2627455,1.211988,0.5228295,5.220959,0.2045694,pinch,1,7,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2692553,1.201544,0.5070448
1,-0.2616239,1.213413,0.5225306,-5.6338,0.09189344,pinch,1,7,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,-4.594672,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100841,1.129553,0.04441261,-0.1397078,-0.1843024,-0.02688004,-0.2683647,1.202946,0.5070777
1,-0.2616239,1.213413,0.5225306,0,0,pinch,4,-1,-0.1100345,1.129649,0.04384995,-0.1398442,-0.1832093,-0.0260116,-0.2683647,1.202946,0.5070777
1,-0.2569603,1.212332,0.5292144,20.55342,0.4110683,pinch,4,-1,-0.1100345,1.129649,0.04384995,-0.1398442,-0.1832093,-0.0260116,-0.2643959,1.202981,0.513701
1,-0.2569603,1.212332,0.5292144,-20.55342,0,pinch,4,-1,-0.1100345,1.129649,0.04384995,-0.1398442,-0.1832093,-0.0260116,-0.2643959,1.202981,0.513701
1,-0.2569603,1.212332,0.5292144,0,0,pinch,4,-1,-0.109947,1.129795,0.04363918,-0.1400481,-0.1829757,-0.0259509,-0.2643959,1.202981,0.513701
1,-0.25879,1.238997,0.5259948,67.30016,1.346003,pinch,3,-1,-0.1097051,1.129789,0.0434618,-0.1395988,-0.182801,-0.02589818,-0.2668726,1.194623,0.5212827
1,-0.2596014,1.243748,0.5290537,-53.02766,0.2854499,pinch,3,-1,-0.1096365,1.129744,0.0434432,-0.1393833,-0.1827839,-0.02568562,-0.2715589,1.189889,0.5216441
1,-0.25962,1.243411,0.5298419,-12.12832,0.04288357,pinch,3,-1,-0.109556,1.129712,0.04332495,-0.138876,-0.1825242,-0.02564168,-0.2715395,1.189598,0.5218935
1,-0.2596292,1.242566,0.5307879,1.026022,0.06340401,pinch,3,-1,-0.1094099,1.129693,0.04320288,-0.138818,-0.1822721,-0.02594745,-0.2715123,1.189369,0.521987
1,-0.2599182,1.241985,0.530396,-1.274852,0.03790698,pinch,3,-1,-0.1092457,1.129716,0.04311132,-0.1389385,-0.1819966,-0.02562386,-0.2717648,1.189287,0.5212202
1,-0.2601388,1.241364,0.5302081,-0.1822757,0.03426147,pinch,3,-1,-0.1089968,1.129817,0.04311371,-0.1393622,-0.1815401,-0.02553702,-0.2719364,1.189278,0.5205975
1,-0.2601388,1.241364,0.5302081,-1.713073,0,pinch,3,-1,-0.1087113,1.129982,0.04303694,-0.1395566,-0.1807973,-0.02607812,-0.2719364,1.189278,0.5205975
1,-0.2597716,1.241441,0.5298133,1.361588,0.02723176,pinch,3,-1,-0.1083367,1.130256,0.04297972,-0.1385463,-0.1791992,-0.02701536,-0.2719043,1.188585,0.5200291
1,-0.2591795,1.239678,0.5303407,3.47085,0.09664877,pinch,3,-1,-0.1081954,1.130238,0.04300737,-0.1379291,-0.1788339,-0.02656223,-0.2716733,1.188016,0.5197568
1,-0.2591996,1.240686,0.5305004,-2.281593,0.05101692,pinch,3,-1,-0.1075484,1.130306,0.04287195,-0.1349255,-0.1763854,-0.02538068,-0.2719256,1.187429,0.5197077
1,-0.2588154,1.241723,0.5296035,1.008436,0.07118564,pinch,3,-1,-0.107136,1.130375,0.04278469,-0.1326942,-0.1747559,-0.02487889,-0.2718555,1.187298,0.5191412
1,-0.2582059,1.242447,0.5285392,0.001654774,0.07121874,pinch,3,-1,-0.1057089,1.130247,0.04255342,-0.1269623,-0.1698734,-0.02405425,-0.271607,1.186961,0.5180893
1,-0.2569438,1.244181,0.5254388,5.863433,0.1884874,pinch,3,-1,-0.1049837,1.129781,0.04248762,-0.1226616,-0.1664609,-0.02371934,-0.2709693,1.186774,0.5156178
1,-0.2563421,1.244996,0.5240607,-5.147439,0.08553863,pinch,3,-1,-0.1040567,1.129043,0.04241467,-0.1160399,-0.1612521,-0.02326615,-0.2706198,1.186627,0.5146422
1,-0.2549799,1.246125,0.52283,1.11087,0.107756,pinch,3,-1,-0.1021598,1.128214,0.04234314,-0.1065747,-0.1535255,-0.02217576,-0.2701632,1.186583,0.5132866
1,-0.2539069,1.247298,0.5193729,4.124625,0.1902485,pinch,3,-1,-0.1010429,1.127553,0.04233313,-0.1007919,-0.148111,-0.02206132,-0.2693977,1.187094,0.5107446
1,-0.2520574,1.248863,0.5158033,1.272515,0.2156988,pinch,3,-1,-0.09829397,1.125847,0.04232502,-0.08858588,-0.1361478,-0.0221862,-0.2684066,1.188079,0.5076113
