Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ,thumbX,thumbY,thumbZ
1,-0.1054829,0.8314015,0.5171108,14.81482,0.8738834,Tap,1,11,-0.05256668,1.129187,0.01879978,0.01051992,-0.06440334,-0.01157474,-0.08650365,0.8297096,0.4832945
1,-0.105557,0.8275294,0.5218687,-28.35711,0.3067412,Tap,1,11,-0.05256668,1.129187,0.01879978,0.01051992,-0.06440334,-0.01157474,-0.0869794,0.8263404,0.4875665
1,-0.105557,0.8275294,0.5218687,-15.33706,0,Tap,4,-1,-0.05256668,1.129187,0.01879978,0.01051992,-0.06440334,-0.01157474,-0.0869794,0.8263404,0.4875665
1,-0.105557,0.8275294,0.5218687,0,0,Tap,4,-1,-0.05256668,1.129187,0.01879978,0.01051992,-0.06440334,-0.01157474,-0.0869794,0.8263404,0.4875665
1,-0.105557,0.8275294,0.5218687,0,0,Tap,4,-1,-0.05256668,1.129187,0.01879978,0.01051992,-0.06440334,-0.01157474,-0.0869794,0.8263404,0.4875665
1,-0.105557,0.8275294,0.5218687,0,0,Tap,4,-1,-0.05256668,1.129187,0.01879978,0.01051992,-0.06440334,-0.01157474,-0.0869794,0.8263404,0.4875665
1,-0.105557,0.8275294,0.5218687,0,0,Tap,4,-1,-0.05256668,1.129187,0.01879978,0.01051992,-0.06440334,-0.01157474,-0.0869794,0.8263404,0.4875665
1,-0.105557,0.8275294,0.5218687,0,0,Tap,4,-1,-0.05256668,1.129187,0.01879978,0.01051992,-0.06440334,-0.01157474,-0.0869794,0.8263404,0.4875665
1,-0.105557,0.8275294,0.5218687,0,0,Tap,4,-1,-0.05256668,1.129187,0.01879978,0.01051992,-0.06440334,-0.01157474,-0.0869794,0.8263404,0.4875665
1,-0.105557,0.8275294,0.5218687,0,0,Tap,4,-1,-0.05256668,1.129187,0.01879978,0.01051992,-0.06440334,-0.01157474,-0.0869794,0.8263404,0.4875665
1,-0.105557,0.8275294,0.5218687,0,0,Tap,4,-1,-0.05256668,1.129187,0.01879978,0.01051992,-0.06440334,-0.01157474,-0.0869794,0.8263404,0.4875665
1,-0.105557,0.8275294,0.5218687,0,0,Tap,4,-1,-0.05256668,1.129187,0.01879978,0.01051992,-0.06440334,-0.01157474,-0.0869794,0.8263404,0.4875665
