Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,1,3,2.800003, ,7,1,longPress,0
2,0,1,2.599998, ,7,1,longPress,9
3,0,0,2.379997, ,7,1,longPress,2
4,0,1,2.660004, ,7,1,longPress,11
5,0,0,4.479996, ,7,1,longPress,4
6,0,1,2.059998, ,7,1,longPress,13
7,0,1,2.360001, ,7,1,longPress,6
8,0,0,2.5, ,7,1,longPress,15
9,0,1,2.360001, ,7,1,longPress,8
10,0,0,2.32, ,7,1,longPress,1
11,0,0,2.160004, ,7,1,longPress,10
12,0,1,2.239998, ,7,1,longPress,3
13,0,1,2.019997, ,7,1,longPress,12
14,0,0,3.059998, ,7,1,longPress,5
15,0,1,2.240005, ,7,1,longPress,14
16,0,0,1.87999, ,14,1,longPress,7
17,0,1,1.740005, ,14,1,longPress,0
18,0,0,1.680008, ,14,1,longPress,9
19,0,0,1.639999, ,14,1,longPress,2
20,0,1,1.679993, ,14,1,longPress,11
21,0,0,1.779999, ,14,1,longPress,4
22,0,0,1.699997, ,14,1,longPress,13
23,0,2,1.960007, ,14,1,longPress,6
24,0,0,1.959991, ,14,1,longPress,15
25,0,0,1.900009, ,14,1,longPress,8
26,0,0,2.139999, ,14,1,longPress,1
27,0,1,1.720001, ,14,1,longPress,10
28,0,0,1.720001, ,14,1,longPress,3
29,0,1,1.660004, ,14,1,longPress,12
30,0,1,1.639999, ,14,1,longPress,5
31,0,1,1.580002, ,6,0,longPress,13
32,0,1,1.580002, ,6,0,longPress,4
33,0,1,1.459991, ,6,0,longPress,11
34,0,1,1.419998, ,6,0,longPress,2
35,0,0,1.540009, ,6,0,longPress,9
36,0,0,1.559998, ,6,0,longPress,0
37,0,0,1.520004, ,6,0,longPress,7
38,0,1,1.559998, ,6,0,longPress,14
39,0,1,1.539993, ,6,0,longPress,5
40,0,0,1.480011, ,6,0,longPress,12
41,0,1,1.399994, ,6,0,longPress,3
42,0,2,1.479996, ,6,0,longPress,10
43,0,0,1.480011, ,6,0,longPress,1
44,0,1,1.459991, ,6,0,longPress,8
45,0,0,1.660004, ,6,0,longPress,15
