Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ
97,-0.2303529,1.010484,0.521265,-4.106828,0.03712327,longPress,1,9,-0.07446404,1.142346,-0.03491783,-0.04433519,-0.02978779,0.01877288
97,-0.2297309,1.009459,0.5227022,2.822258,0.09356844,longPress,1,9,-0.07446404,1.142346,-0.03491783,-0.04433519,-0.02978779,0.01877288
97,-0.2297309,1.009459,0.5227022,-4.678422,0,longPress,4,-1,-0.07446404,1.142346,-0.03491783,-0.04433519,-0.02978779,0.01877288
97,-0.2297309,1.009459,0.5227022,0,0,longPress,4,-1,-0.07446404,1.142346,-0.03491783,-0.04433519,-0.02978779,0.01877288
97,-0.2297309,1.009459,0.5227022,0,0,longPress,4,-1,-0.07446404,1.142346,-0.03491783,-0.04433519,-0.02978779,0.01877288
97,-0.2297309,1.009459,0.5227022,0,0,longPress,4,-1,-0.07446404,1.142346,-0.03491783,-0.04433519,-0.02978779,0.01877288
97,-0.2297309,1.009459,0.5227022,0,0,longPress,4,-1,-0.07446404,1.142346,-0.03491783,-0.04433519,-0.02978779,0.01877288
97,-0.2297309,1.009459,0.5227022,0,0,longPress,4,-1,-0.07446404,1.142346,-0.03491783,-0.04433519,-0.02978779,0.01877288
97,-0.2297309,1.009459,0.5227022,0,0,longPress,4,-1,-0.07446404,1.142346,-0.03491783,-0.04433519,-0.02978779,0.01877288
97,-0.2297309,1.009459,0.5227022,0,0,longPress,4,-1,-0.07446404,1.142346,-0.03491783,-0.04433519,-0.02978779,0.01877288
97,-0.2297309,1.009459,0.5227022,0,0,longPress,4,-1,-0.07446404,1.142346,-0.03491783,-0.04433519,-0.02978779,0.01877288
97,-0.2297309,1.009459,0.5227022,0,0,longPress,4,-1,-0.07446404,1.142346,-0.03491783,-0.04433519,-0.02978779,0.01877288
97,-0.2297309,1.009459,0.5227022,0,0,longPress,4,-1,-0.07153057,1.143781,-0.03798199,-0.05384924,-0.008208903,0.01914482
97,-0.2257896,1.007432,0.5181527,15.87822,0.3175645,longPress,4,-1,-0.07153057,1.143781,-0.03798199,-0.05384924,-0.008208903,0.01914482
97,-0.2257896,1.007432,0.5181527,-15.87822,0,longPress,4,-1,-0.07094982,1.143874,-0.03855515,-0.05521104,-0.004708186,0.01914628
97,-0.2241624,1.008619,0.5155973,8.133564,0.1626713,longPress,4,-1,-0.07035292,1.143756,-0.03902245,-0.05517232,-0.002551022,0.01970287
97,-0.2257667,1.011949,0.5158129,1.123957,0.1851504,longPress,4,-1,-0.07029681,1.143744,-0.03892422,-0.05482709,-0.003196848,0.01948803
97,-0.2256322,1.011672,0.5151868,-7.51275,0.03489541,longPress,4,-1,-0.06969015,1.143722,-0.03928852,-0.0549751,0.000544653,0.0181008
97,-0.2254788,1.011375,0.5144715,0.2284175,0.03946375,longPress,4,-1,-0.0693426,1.143697,-0.03944445,-0.05520377,0.002020855,0.01798981
97,-0.225134,1.011446,0.5123258,3.462901,0.1087218,longPress,4,-1,-0.06902179,1.143594,-0.03952789,-0.05527104,0.003162727,0.01862976
97,-0.2242909,1.010697,0.5135455,-1.282996,0.08306186,longPress,4,-1,-0.06867459,1.143584,-0.03963137,-0.05496038,0.004520747,0.01907375
97,-0.2244819,1.010045,0.5138259,-2.316763,0.03672659,longPress,4,-1,-0.0678868,1.143847,-0.03946972,-0.05529182,0.006328973,0.01956048
97,-0.2239695,1.008812,0.5157652,4.04994,0.1177254,longPress,4,-1,-0.0663278,1.144656,-0.03940868,-0.05631272,0.0141191,0.01960985
97,-0.2236711,1.009375,0.5145826,-2.528507,0.06715525,longPress,4,-1,-0.06455273,1.145103,-0.03922462,-0.05776673,0.0202477,0.02044078
97,-0.2232919,1.008929,0.5146651,-1.879385,0.02956755,longPress,4,-1,-0.06299932,1.145918,-0.03940153,-0.0593584,0.02954598,0.02138438
97,-0.2226843,1.008631,0.5151143,0.5518699,0.04060495,longPress,4,-1,-0.05989197,1.146322,-0.03976631,-0.06089934,0.0519037,0.02246111
97,-0.222131,1.008464,0.5156817,-0.005505793,0.04049484,longPress,4,-1,-0.05835849,1.146676,-0.04000807,-0.06098313,0.06312574,0.02034627
97,-0.2218379,1.007868,0.5164108,0.4415067,0.04932497,longPress,4,-1,-0.05492147,1.146782,-0.04031372,-0.06126496,0.08563878,0.0179612
97,-0.2210705,1.006981,0.5169291,0.7403718,0.06413241,longPress,4,-1,-0.05311139,1.146577,-0.04057407,-0.06100839,0.09790847,0.01826881
97,-0.2207412,1.00733,0.5159287,-0.4321452,0.0554895,longPress,4,-1,-0.05133539,1.146456,-0.04077291,-0.06100296,0.1092023,0.0186288
97,-0.2192339,1.006499,0.5149002,2.238472,0.1002589,longPress,4,-1,-0.04830059,1.145946,-0.04125071,-0.06063315,0.130031,0.01709181
97,-0.2140166,1.004249,0.5125933,10.31771,0.3066131,longPress,4,-1,-0.04551022,1.144776,-0.04176664,-0.05819471,0.1481245,0.01579416
97,-0.2044374,1.004419,0.5102091,9.351613,0.4936453,longPress,4,-1,-0.0440912,1.144515,-0.0419488,-0.05693287,0.1559997,0.01548117
97,-0.1970706,1.003835,0.5070682,-4.608089,0.4014836,longPress,3,-1,-0.04274994,1.144115,-0.04216862,-0.05615768,0.1629148,0.01572835
97,-0.1900419,1.001999,0.5051904,-1.316094,0.3751617,longPress,3,-1,-0.04170593,1.143751,-0.04224586,-0.05526724,0.1680211,0.015853
