Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,1,1,1.799999, ,2,1,Tap,11
2,0,0,1.800003, ,2,1,Tap,4
3,0,0,1.84, ,2,1,Tap,13
4,0,0,1.82, ,2,1,Tap,6
5,0,0,1.859997, ,2,1,Tap,15
6,0,0,1.880001, ,2,1,Tap,8
7,0,0,1.779999, ,2,1,Tap,1
8,0,0,2.240002, ,2,1,Tap,10
9,1,1,1.68, ,2,1,Tap,3
10,0,0,2.200001, ,2,1,Tap,12
11,0,0,2.379997, ,2,1,Tap,5
12,0,0,1.800003, ,2,1,Tap,14
13,0,0,2.32, ,2,1,Tap,7
14,0,0,1.619995, ,2,1,Tap,0
15,1,1,2.320007, ,2,1,Tap,9
16,1,1,1.580002, ,10,0,Tap,1
17,0,0,1.919998, ,10,0,Tap,8
18,0,0,1.760002, ,10,0,Tap,15
19,0,0,1.800003, ,10,0,Tap,6
20,0,0,1.68, ,10,0,Tap,13
21,0,0,1.82, ,10,0,Tap,4
22,0,0,1.540001, ,10,0,Tap,11
23,0,0,1.399994, ,10,0,Tap,2
24,0,0,1.580002, ,10,0,Tap,9
25,1,1,1.340004, ,10,0,Tap,0
26,0,0,1.82, ,10,0,Tap,7
27,0,0,1.5, ,10,0,Tap,14
28,0,0,1.599998, ,10,0,Tap,5
29,0,0,1.619995, ,10,0,Tap,12
30,0,0,1.740005, ,10,0,Tap,3
31,0,0,1.460007, ,7,0,Tap,14
32,0,0,1.199997, ,7,0,Tap,5
33,0,0,1.339996, ,7,0,Tap,12
34,0,0,1.400002, ,7,0,Tap,3
35,0,0,1.580002, ,7,0,Tap,10
36,0,0,1.440002, ,7,0,Tap,1
37,0,0,1.32, ,7,0,Tap,8
38,0,0,1.32, ,7,0,Tap,15
39,0,0,1.400002, ,7,0,Tap,6
40,0,0,1.379997, ,7,0,Tap,13
41,0,0,1.279999, ,7,0,Tap,4
42,0,0,1.32, ,7,0,Tap,11
43,0,0,1.239998, ,7,0,Tap,2
44,0,0,1.380005, ,7,0,Tap,9
45,0,0,1.439995, ,7,0,Tap,0
