Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ,thumbX,thumbY,thumbZ
1,0.2657925,1.360801,0.5412788,9.61695,0.6679413,pinch,1,2,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2465732,1.355838,0.5351772
1,0.2627788,1.357502,0.5414047,-22.22176,0.2235061,pinch,1,2,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,-11.1753,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.02823384,1.195111,0.04518414,-0.1181051,0.1524998,0.03497089,0.2461719,1.356917,0.5330472
1,0.2627788,1.357502,0.5414047,0,0,pinch,4,-1,-0.029682,1.194626,0.04379654,-0.1168451,0.1468159,0.03570307,0.2461719,1.356917,0.5330472
1,0.2664826,1.350413,0.5508575,30.95597,0.6191193,pinch,4,-1,-0.029682,1.194626,0.04379654,-0.1168451,0.1468159,0.03570307,0.2505539,1.350757,0.5423155
1,0.2664826,1.350413,0.5508575,-30.95597,0,pinch,4,-1,-0.029682,1.194626,0.04379654,-0.1168451,0.1468159,0.03570307,0.2505539,1.350757,0.5423155
1,0.2664826,1.350413,0.5508575,0,0,pinch,4,-1,-0.03186243,1.193668,0.04383945,-0.1130085,0.1401235,0.0361423,0.2505539,1.350757,0.5423155
1,0.268207,1.378304,0.5472059,70.4541,1.409082,pinch,4,-1,-0.03277457,1.193687,0.04425001,-0.1106135,0.1371888,0.03604912,0.2466715,1.34788,0.5445161
1,0.2681202,1.378007,0.5462346,-67.90552,0.05097167,pinch,4,-1,-0.03493715,1.193135,0.04453516,-0.1064692,0.1316791,0.03842538,0.2465574,1.347535,0.5402918
1,0.2689153,1.379296,0.5455337,1.624424,0.08346015,pinch,4,-1,-0.03564303,1.193114,0.04468679,-0.1050438,0.1292792,0.0406656,0.247035,1.346802,0.5406857
1,0.268959,1.377917,0.5447283,-0.179603,0.07986809,pinch,4,-1,-0.03816932,1.192418,0.04526901,-0.1010434,0.1201941,0.04409924,0.2464233,1.345985,0.5407567
1,0.269183,1.377589,0.5439491,-1.806452,0.04373905,pinch,4,-1,-0.04215127,1.191309,0.04612923,-0.09457237,0.1075554,0.04758247,0.2470405,1.345118,0.540792
1,0.269183,1.377589,0.5439491,-2.186953,0,pinch,4,-1,-0.04490419,1.190461,0.04655409,-0.0897236,0.09820878,0.0498961,0.2470405,1.345118,0.540792
1,0.2696259,1.378165,0.5442514,1.967589,0.03935179,pinch,4,-1,-0.05192605,1.18826,0.04766369,-0.07768726,0.07284506,0.05711242,0.2471758,1.345014,0.5410433
1,0.2697769,1.376284,0.5460811,4.603619,0.1314242,pinch,4,-1,-0.05265606,1.187864,0.04789114,-0.07555834,0.06613721,0.0595333,0.2469112,1.34388,0.5424137
1,0.2699649,1.375492,0.5464396,-4.348447,0.04445522,pinch,4,-1,-0.05918203,1.184868,0.04890108,-0.06237684,0.03305806,0.06997105,0.2481305,1.343263,0.5427709
1,0.2701282,1.375501,0.5466805,-1.49514,0.01455241,pinch,4,-1,-0.06227991,1.183277,0.04877901,-0.05329563,0.01565915,0.07328095,0.2478601,1.343072,0.5431967
1,0.2669142,1.375885,0.5463018,7.419725,0.1629469,pinch,4,-1,-0.06850842,1.180277,0.04912519,-0.03862474,-0.01303531,0.08163643,0.2455288,1.342496,0.5427322
1,0.2638626,1.376145,0.5459409,-0.4378602,0.1541897,pinch,4,-1,-0.07169844,1.178588,0.04920435,-0.03065949,-0.02665947,0.0857007,0.2432947,1.341821,0.542284
1,0.2541168,1.37564,0.5431819,17.644,0.5070696,pinch,3,-1,-0.07365429,1.177275,0.0491147,-0.0245961,-0.03716186,0.08654239,0.2337029,1.340731,0.5399585
