Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ,thumbX,thumbY,thumbZ
1,0.004900895,0.7984495,0.5074787,-5.51028,0.1040033,Tap,1,12,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.005295657,0.7078645,0.4989748
1,0.002818085,0.800944,0.5099659,5.030631,0.2046159,Tap,1,12,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,-10.2308,0,Tap,4,-1,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,0,0,Tap,4,-1,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,0,0,Tap,4,-1,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,0,0,Tap,4,-1,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,0,0,Tap,4,-1,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,0,0,Tap,4,-1,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,0,0,Tap,4,-1,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,0,0,Tap,4,-1,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,0,0,Tap,4,-1,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,0,0,Tap,4,-1,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,0,0,Tap,4,-1,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,0,0,Tap,4,-1,-0.06775832,1.076566,0.04436398,0.03813284,0.004815428,-0.009080873,-0.007245585,0.7101799,0.5013385
1,0.002818085,0.800944,0.5099659,0,0,Tap,4,-1,-0.0683256,1.07639,0.04389858,0.03882585,0.005321157,-0.008798773,-0.007245585,0.7101799,0.5013385
1,0.0007896386,0.8064653,0.5220623,33.62679,0.6725357,Tap,4,-1,-0.0683256,1.07639,0.04389858,0.03882585,0.005321157,-0.008798773,-0.009341415,0.7155524,0.5126877
1,0.0007896386,0.8064653,0.5220623,-33.62679,0,Tap,4,-1,-0.0683256,1.07639,0.04389858,0.03882585,0.005321157,-0.008798773,-0.009341415,0.7155524,0.5126877
1,0.0007896386,0.8064653,0.5220623,0,0,Tap,4,-1,-0.06849042,1.076407,0.04360151,0.03861984,0.005655349,-0.008318759,-0.009341415,0.7155524,0.5126877
1,-0.0008727834,0.8066514,0.520926,5.055616,0.1011123,Tap,4,-1,-0.06851906,1.076514,0.0434351,0.03833077,0.006189774,-0.00856359,-0.009841457,0.7126634,0.5132847
1,0.001124222,0.8043204,0.5182295,5.15861,0.2042845,Tap,4,-1,-0.06853546,1.076545,0.04342842,0.03834204,0.005991858,-0.008378197,-0.007396471,0.7113826,0.5100718
1,0.001124103,0.8043205,0.51823,-10.21296,2.528811E-05,Tap,4,-1,-0.06858046,1.076629,0.04329348,0.03778214,0.005953171,-0.008096226,-0.007396173,0.7113826,0.5100722
1,0.001249224,0.8040794,0.5188103,1.600581,0.03203692,Tap,4,-1,-0.06858242,1.076669,0.04321194,0.03767392,0.006191026,-0.00834405,-0.007706888,0.7113856,0.5102463
1,0.0009678714,0.804372,0.5183272,-0.0244718,0.03154748,Tap,4,-1,-0.06862713,1.076716,0.04313374,0.03762941,0.006295773,-0.008499649,-0.008174136,0.7118704,0.5098681
1,0.001005035,0.8046854,0.5185547,-0.6049472,0.01944854,Tap,4,-1,-0.06867334,1.076772,0.0430007,0.03738904,0.006407675,-0.008417964,-0.008449879,0.7121453,0.5100212
1,0.0007654019,0.8054216,0.5180321,1.362891,0.04670635,Tap,4,-1,-0.06866591,1.076778,0.04301977,0.03727939,0.006455058,-0.008304364,-0.00897887,0.7128421,0.5097346
1,0.0007190444,0.8053768,0.5183482,-1.528687,0.01613262,Tap,4,-1,-0.06868499,1.076871,0.04287052,0.03722837,0.006992874,-0.008508089,-0.008982401,0.7128364,0.509738
1,0.0006453991,0.8049236,0.5185709,0.4690506,0.02551363,Tap,4,-1,-0.06868572,1.076902,0.04280519,0.03712246,0.007164899,-0.00815224,-0.008827269,0.7123676,0.5096846
1,0.0008128844,0.8047278,0.5190878,0.1681985,0.0288776,Tap,4,-1,-0.06875714,1.076947,0.04273748,0.03671665,0.007321353,-0.0078573,-0.008681133,0.7121284,0.5100436
1,0.0004924722,0.8045876,0.5189791,-0.5282618,0.01831236,Tap,4,-1,-0.0687819,1.076983,0.04271555,0.03647862,0.007306247,-0.007919121,-0.009024035,0.7116233,0.5099354
1,0.0007820055,0.8047938,0.5190687,0.0008045696,0.01832845,Tap,4,-1,-0.06879177,1.077008,0.04270554,0.03628386,0.007425041,-0.007799294,-0.008930262,0.7117922,0.5100675
1,0.00104063,0.8049611,0.5191135,-0.1381699,0.01556506,Tap,4,-1,-0.0688095,1.077052,0.0427103,0.03588481,0.007031118,-0.007644602,-0.008863244,0.7120143,0.5100121
1,0.001099266,0.8052053,0.5191736,-0.1328237,0.01290858,Tap,4,-1,-0.06889734,1.077216,0.04268599,0.03512009,0.006864482,-0.007885395,-0.008869208,0.7123488,0.5099583
1,0.001802139,0.8052926,0.5197058,1.56935,0.04429558,Tap,4,-1,-0.06900442,1.077427,0.04267263,0.03455551,0.00677791,-0.007890541,-0.008381054,0.7125564,0.5101748
1,0.002115306,0.8056071,0.520092,-0.7439221,0.02941713,Tap,4,-1,-0.06903665,1.077515,0.0426383,0.03434131,0.00654854,-0.007829432,-0.007971399,0.7128618,0.5104489
1,0.002347294,0.8057796,0.5200939,-0.7481135,0.01445486,Tap,4,-1,-0.0690912,1.077652,0.04256678,0.03369412,0.006280242,-0.007292102,-0.007809289,0.7132159,0.5104804
1,0.002531692,0.8060874,0.5204582,0.555585,0.02556656,Tap,4,-1,-0.06911664,1.077702,0.04254246,0.03296369,0.006214729,-0.007070561,-0.007502135,0.7138419,0.5106483
1,0.002797604,0.8059881,0.5205941,-0.4916177,0.01573421,Tap,4,-1,-0.06919207,1.077849,0.04249287,0.03162022,0.00608599,-0.007318547,-0.007200614,0.7137705,0.5107269
1,0.003459163,0.8056989,0.5209308,1.204881,0.03983182,Tap,4,-1,-0.06920025,1.078069,0.04252052,0.02965499,0.006284655,-0.007205086,-0.006562028,0.7134733,0.5109315
1,0.003461227,0.806018,0.5209193,-1.193402,0.01596378,Tap,4,-1,-0.06920355,1.078548,0.04259396,0.02608461,0.006478735,-0.006715045,-0.006466109,0.7138228,0.5110612
