Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,2.180008, ,5,1,Tap,14
2,0,0,2.619995, ,5,1,Tap,7
3,0,0,1.880005, ,5,1,Tap,0
4,0,0,2.959991, ,5,1,Tap,9
5,0,0,2.059998, ,5,1,Tap,2
6,1,1,3.820007, ,5,1,Tap,11
7,1,1,2.599991, ,5,1,Tap,4
8,0,0,2.26001, ,5,1,Tap,13
9,1,1,2.360001, ,5,1,Tap,6
10,0,0,2.5, ,5,1,Tap,15
11,0,0,2.800003, ,5,1,Tap,8
12,0,0,2.199997, ,5,1,Tap,1
13,0,0,2, ,5,1,Tap,10
14,0,0,3.419998, ,5,1,Tap,3
15,1,1,2.479996, ,5,1,Tap,12
16,0,0,2.380005, ,13,0,Tap,4
17,0,0,1.940002, ,13,0,Tap,11
18,1,1,1.899994, ,13,0,Tap,2
19,0,0,2.059998, ,13,0,Tap,9
20,0,0,1.720001, ,13,0,Tap,0
21,0,0,2.059998, ,13,0,Tap,7
22,1,1,2.860001, ,13,0,Tap,14
23,1,1,2.059998, ,13,0,Tap,5
24,0,0,2.600006, ,13,0,Tap,12
25,1,1,1.959991, ,13,0,Tap,3
26,0,0,2.640015, ,13,0,Tap,10
27,0,0,1.619995, ,13,0,Tap,1
28,0,0,1.759995, ,13,0,Tap,8
29,0,0,1.76001, ,13,0,Tap,15
30,0,0,1.73999, ,13,0,Tap,6
31,0,0,1.559998, ,2,1,Tap,11
32,0,0,1.259995, ,2,1,Tap,4
33,0,0,1.440002, ,2,1,Tap,13
34,0,0,1.5, ,2,1,Tap,6
35,0,0,1.380005, ,2,1,Tap,15
36,0,0,1.360001, ,2,1,Tap,8
37,0,0,1.259995, ,2,1,Tap,1
38,0,0,1.160004, ,2,1,Tap,10
39,1,1,1.639999, ,2,1,Tap,3
40,0,0,1.319992, ,2,1,Tap,12
41,0,0,1.420013, ,2,1,Tap,5
42,0,0,1.360001, ,2,1,Tap,14
43,0,0,1.219986, ,2,1,Tap,7
44,0,0,1.139999, ,2,1,Tap,0
45,0,0,1.540009, ,2,1,Tap,9
