Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,2.619995, ,1,1,longPress,10
2,0,0,3.440002, ,1,1,longPress,3
3,0,1,2.979996, ,1,1,longPress,12
4,0,1,2.220001, ,1,1,longPress,5
5,0,0,2.080002, ,1,1,longPress,14
6,0,0,3, ,1,1,longPress,7
7,0,0,2.360001, ,1,1,longPress,0
8,0,1,3.080002, ,1,1,longPress,9
9,0,0,2.559998, ,1,1,longPress,2
10,0,0,2.820007, ,1,1,longPress,11
11,0,0,2.599991, ,1,1,longPress,4
12,0,0,2.720001, ,1,1,longPress,13
13,0,0,2.759995, ,1,1,longPress,6
14,0,2,2.240005, ,1,1,longPress,15
15,0,1,2.180008, ,1,1,longPress,8
16,0,1,1.679993, ,13,0,longPress,4
17,0,0,2.100006, ,13,0,longPress,11
18,0,1,2.020004, ,13,0,longPress,2
19,0,1,1.979996, ,13,0,longPress,9
20,0,1,2.740005, ,13,0,longPress,0
21,0,0,2.139999, ,13,0,longPress,7
22,0,1,2.959991, ,13,0,longPress,14
23,0,0,2.020004, ,13,0,longPress,5
24,0,0,1.860001, ,13,0,longPress,12
25,0,0,1.899994, ,13,0,longPress,3
26,0,0,1.76001, ,13,0,longPress,10
27,0,4,2.699997, ,13,0,longPress,1
28,0,0,2.080002, ,13,0,longPress,8
29,0,1,2.419998, ,13,0,longPress,15
30,0,1,2.360001, ,13,0,longPress,6
31,0,0,1.679993, ,10,1,longPress,3
32,0,1,1.680008, ,10,1,longPress,12
33,0,1,1.699997, ,10,1,longPress,5
34,0,1,1.540009, ,10,1,longPress,14
35,0,1,1.519989, ,10,1,longPress,7
36,0,0,1.600006, ,10,1,longPress,0
37,0,2,1.639999, ,10,1,longPress,9
38,0,1,1.559998, ,10,1,longPress,2
39,0,0,1.559998, ,10,1,longPress,11
40,0,0,1.639999, ,10,1,longPress,4
41,0,0,1.559998, ,10,1,longPress,13
42,0,1,1.5, ,10,1,longPress,6
43,0,2,1.460007, ,10,1,longPress,15
44,0,0,1.619995, ,10,1,longPress,8
45,0,1,1.700012, ,10,1,longPress,1
