Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,1.559999,B,0,1,magicTap,9
2,0,0,1.620001,B,0,1,magicTap,2
3,0,0,1.559999,B,0,1,magicTap,11
4,0,0,1.68,B,0,1,magicTap,4
5,0,2,1.5,B,0,1,magicTap,13
6,0,0,1.639999,B,0,1,magicTap,6
7,0,1,1.360001,B,0,1,magicTap,15
8,0,1,1.619999,B,0,1,magicTap,8
9,0,1,2.139999,B,0,1,magicTap,1
10,0,0,1.5,B,0,1,magicTap,10
11,0,0,1.600002,B,0,1,magicTap,3
12,0,0,1.579998,B,0,1,magicTap,12
13,0,0,1.700001,B,0,1,magicTap,5
14,0,0,1.740002,B,0,1,magicTap,14
15,0,0,1.759998,B,0,1,magicTap,7
16,0,1,1.379997,B,11,0,magicTap,2
17,0,0,1.239998,B,11,0,magicTap,9
18,0,1,1.18,B,11,0,magicTap,0
19,0,0,1.280006,B,11,0,magicTap,7
20,0,2,1.18,B,11,0,magicTap,14
21,0,0,2.239998,B,11,0,magicTap,5
22,0,0,1.440002,B,11,0,magicTap,12
23,0,1,1.239998,B,11,0,magicTap,3
24,0,0,1.439995,B,11,0,magicTap,10
25,0,0,1.060005,B,11,0,magicTap,1
26,0,0,1.459999,B,11,0,magicTap,8
27,0,0,1.440002,B,11,0,magicTap,15
28,0,0,2.079994,B,11,0,magicTap,6
29,0,2,1.600006,B,11,0,magicTap,13
30,0,0,1.539993,B,11,0,magicTap,4
31,0,1,1.239998,B,1,0,magicTap,8
32,0,0,1.080002,B,1,0,magicTap,15
33,0,0,1.040001,B,1,0,magicTap,6
34,0,2,1.259995,B,1,0,magicTap,13
35,0,1,1.139999,B,1,0,magicTap,4
36,0,1,1,B,1,0,magicTap,11
37,0,1,1.280006,B,1,0,magicTap,2
38,0,4,1.219994,A,1,0,magicTap,9
39,0,0,1.380005,B,1,0,magicTap,0
40,0,0,1.619995,B,1,0,magicTap,7
41,0,0,1.160004,B,1,0,magicTap,14
42,0,0,1.519997,B,1,0,magicTap,5
43,0,1,1.200005,B,1,0,magicTap,12
44,0,1,1.119995,B,1,0,magicTap,3
45,0,1,1.380005,B,1,0,magicTap,10
