Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,1.439999, ,12,0,Tap,3
2,0,0,1.68, ,12,0,Tap,10
3,0,0,1.439999, ,12,0,Tap,1
4,0,0,1.5, ,12,0,Tap,8
5,3,3,1.560001, ,12,0,Tap,15
6,1,1,1.380001, ,12,0,Tap,6
7,1,1,1.559998, ,12,0,Tap,13
8,0,0,1.48, ,12,0,Tap,4
9,1,1,1.640003, ,12,0,Tap,11
10,0,0,1.439995, ,12,0,Tap,2
11,3,3,1.460007, ,12,0,Tap,9
12,0,0,1.419998, ,12,0,Tap,0
13,0,0,1.659996, ,12,0,Tap,7
14,0,0,1.360001, ,12,0,Tap,14
15,0,0,1.32, ,12,0,Tap,5
16,1,1,1.260002, ,4,1,Tap,13
17,0,0,1.200005, ,4,1,Tap,6
18,1,1,1.219994, ,4,1,Tap,15
19,2,2,1.060005, ,4,1,Tap,8
20,0,0,1.199997, ,4,1,Tap,1
21,0,0,1.379997, ,4,1,Tap,10
22,2,2,1.240005, ,4,1,Tap,3
23,2,2,1.080002, ,4,1,Tap,12
24,1,1,1.159996, ,4,1,Tap,5
25,0,0,1.139999, ,4,1,Tap,14
26,1,1,1.279999, ,4,1,Tap,7
27,1,1,1.060005, ,4,1,Tap,0
28,1,1,1.099998, ,4,1,Tap,9
29,0,0,1.139999, ,4,1,Tap,2
30,2,2,1.099998, ,4,1,Tap,11
31,0,0,1.139999, ,0,1,Tap,9
32,1,1,1.100006, ,0,1,Tap,2
33,1,1,1.220001, ,0,1,Tap,11
34,0,0,1.259995, ,0,1,Tap,4
35,0,0,1.160004, ,0,1,Tap,13
36,0,0,1.220001, ,0,1,Tap,6
37,0,0,1.259995, ,0,1,Tap,15
38,0,0,1.340004, ,0,1,Tap,8
39,0,0,1.220001, ,0,1,Tap,1
40,0,0,1.239998, ,0,1,Tap,10
41,0,0,1.299995, ,0,1,Tap,3
42,0,0,1.300003, ,0,1,Tap,12
43,0,0,1.480003, ,0,1,Tap,5
44,0,0,1.299995, ,0,1,Tap,14
45,1,1,1.32, ,0,1,Tap,7
