Case,RunTime,Object,EnterTime,Velocity,Acceleration,Condition,PrepTime
1,82.14,S6,0,1.885652,60.23581, ,0
1,82.16,S6,0.02,0.445658,-71.99971, ,0
1,82.18,S6,0.04,0.4811113,1.772666,B,0
1,82.2,S6,0.06,0.4361674,-2.247194,C,0.02
1,82.22,S6,0.08,0.07257003,-18.17987,C,0.02
1,82.24,S6,0.09999999,0.1342202,3.082507,B,0
1,82.25999,S6,0.12,0.04216971,-4.602523,B,0.02
1,82.28,S6,0.14,0.08018144,1.900587,B,0.04
2,162.02,S6,0,2.352368,12.21921, ,0.06
2,162.04,S6,0.02,1.344777,-50.37955, ,0.06
2,162.06,S6,0.04,0.5567053,-39.40359,B,0
2,162.08,S6,0.06,0.4482729,-5.421618,C,0.02
2,162.1,S6,0.08,0.2571636,-9.555465,C,0.02
2,162.12,S6,0.09999999,0.2117022,-2.273072,C,0.02
2,162.14,S6,0.12,0.4781267,13.32123,C,0.02
2,162.16,S6,0.14,0.03483798,-22.16444,C,0.02
2,162.18,S6,0.16,0.1059902,3.557611,B,0
2,162.2,S6,0.18,0.09776332,-0.411344,B,0.02
2,162.22,S6,0.2,0.1289577,1.559721,B,0.04
3,184.94,S6,0,0.8422866,1.93691, ,0.06
3,184.96,S6,0.02,1.142683,15.01982, ,0.06
3,184.98,S6,0.04,0.5089005,-31.68912, ,0.06
3,185,S6,0.06,0.4427623,-3.306911,B,0
3,185.02,S6,0.08,0.1160554,-16.33534,C,0.02
3,185.04,S6,0.09999999,0.2181459,5.104523,B,0
3,185.06,S6,0.12,0.09811429,-6.00158,B,0.02
3,185.08,S6,0.14,0.2026585,5.22721,B,0.04
4,207,S6,0,0.8320538,17.14201, ,0.06
4,207.02,S6,0.02,0.7668697,-3.259206, ,0.06
4,207.04,S6,0.04,0.4290882,-16.88907, ,0.06
4,207.06,S6,0.06,0.2568219,-8.613316,B,0
4,207.08,S6,0.08,0.195495,-3.066342,C,0.02
4,207.1,S6,0.09999999,0.1450774,-2.520884,C,0.02
4,207.12,S6,0.12,0.1556156,0.5269095,C,0.02
4,207.14,S6,0.14,0.05971081,-4.795237,C,0.02
4,207.16,S6,0.16,0.07020813,0.524866,C,0.02
4,207.18,S6,0.18,0.1028875,1.633969,C,0.02
4,207.2,S6,0.2,0.1024538,-0.0216838,C,0.02
4,207.22,S6,0.22,0.1391878,1.8367,C,0.02
4,207.24,S6,0.24,0.01108589,-6.405097,C,0.02
4,207.26,S6,0.26,0.0671603,2.80372,C,0.02
4,207.28,S6,0.28,0.02853239,-1.931396,C,0.02
4,207.3,S6,0.3,0.02940866,0.04381351,C,0.02
4,207.32,S6,0.32,0.0274905,-0.09590807,C,0.02
4,207.34,S6,0.34,0.02011616,-0.3687169,C,0.02
4,207.36,S6,0.36,0.02278754,0.1335691,C,0.02
4,207.38,S6,0.38,0.02655569,0.1884073,C,0.02
4,207.4,S6,0.4,0.08496444,2.920438,C,0.02
4,207.42,S6,0.42,0.0544262,-1.526912,C,0.02
4,207.44,S6,0.4400001,0.04537563,-0.4525281,C,0.02
4,207.46,S6,0.4600001,0.02203335,-1.167114,C,0.02
4,207.48,S6,0.4800001,0.04109608,0.9531365,C,0.02
4,207.5,S6,0.5000001,0.08013242,1.951817,C,0.02
4,207.52,S6,0.52,0.09797033,0.8918956,C,0.02
4,207.54,S6,0.54,0.04492439,-2.652297,C,0.02
4,207.56,S6,0.56,0.01753318,-1.369561,C,0.02
4,207.58,S6,0.58,0.03728536,0.987609,C,0.02
4,207.6,S6,0.6,0.02420396,-0.6540701,C,0.02
4,207.62,S6,0.6199999,0.01439487,-0.4904546,C,0.02
4,207.64,S6,0.6399999,0.02794588,0.6775507,C,0.02
4,207.66,S6,0.6599999,0.009440415,-0.9252733,C,0.02
4,207.68,S6,0.6799999,0.02855675,0.9558167,C,0.02
4,207.7,S6,0.6999999,0.02493112,-0.1812816,C,0.02
4,207.72,S6,0.7199998,0.04737141,1.122015,C,0.02
4,207.74,S6,0.7399998,0.01916066,-1.410538,C,0.02
4,207.76,S6,0.7599998,0.09448221,3.766078,C,0.02
4,207.78,S6,0.7799998,0.03694631,-2.876795,C,0.02
4,207.8,S6,0.7999998,0.03998166,0.1517674,C,0.02
4,207.82,S6,0.8199998,0.1257826,4.290048,C,0.02
4,207.84,S6,0.8399997,0.06071232,-3.253515,C,0.02
4,207.86,S6,0.8599997,0.2071407,7.321418,C,0.02
4,207.88,S6,0.8799997,0.142492,-3.232435,C,0.02
4,207.9,S6,0.8999997,0.517011,18.72595,C,0.02
4,207.92,S6,0.9199997,0.2235149,-14.67481,C,0.02
5,208.7,S6,0,0.4119442,-52.84208, ,0
5,208.72,S6,0.02,0.8106344,19.93451,B,0
5,208.74,S6,0.04,0.3726927,-21.89709,C,0.02
5,208.76,S6,0.06,0.7817342,20.45208,B,0
5,208.78,S6,0.08,0.267978,-25.68781,C,0.02
5,208.8,S6,0.09999999,0.0308795,-11.85493,B,0
5,208.82,S6,0.12,0.2333298,10.12252,B,0.02
5,208.84,S6,0.14,0.143546,-4.489192,C,0.04
5,208.86,S6,0.16,0.06458521,-3.948038,C,0.04
5,208.88,S6,0.18,0.193917,6.46659,C,0.04
5,208.9,S6,0.2,0.1819616,-0.5977713,C,0.04
5,208.92,S6,0.22,0.0449709,-6.849534,C,0.04
5,208.94,S6,0.24,0.02350051,-1.07352,C,0.04
5,208.96,S6,0.26,0.1967416,8.662052,C,0.04
5,208.98,S6,0.28,0.0682099,-6.426583,C,0.04
5,209,S6,0.3,0.1041858,1.798797,C,0.04
5,209.02,S6,0.32,0.09024541,-0.697022,C,0.04
5,209.04,S6,0.34,0.03635645,-2.694448,C,0.04
5,209.06,S6,0.36,0.01153435,-1.241105,C,0.04
5,209.08,S6,0.38,0.04675224,1.760895,C,0.04
5,209.1,S6,0.4,0.03005361,-0.8349314,C,0.04
5,209.12,S6,0.42,0.0330546,0.1500494,C,0.04
5,209.14,S6,0.4400001,0.08107088,2.400814,C,0.04
5,209.16,S6,0.4600001,0.01145516,-3.480786,C,0.04
5,209.18,S6,0.4800001,0.0474613,1.800307,C,0.04
5,209.2,S6,0.5000001,0.01920212,-1.412959,C,0.04
5,209.22,S6,0.52,0.04179014,1.129401,C,0.04
