Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,2.220001,B,0,1,magicTap,9
2,0,0,2.040009,B,0,1,magicTap,2
3,0,0,1.73999,B,0,1,magicTap,11
4,0,0,1.880005,B,0,1,magicTap,4
5,0,3,1.5,B,0,1,magicTap,13
6,0,1,1.919983,B,0,1,magicTap,6
7,0,0,1.5,B,0,1,magicTap,15
8,0,0,2.200012,B,0,1,magicTap,8
9,0,0,1.619995,B,0,1,magicTap,1
10,0,0,1.820007,B,0,1,magicTap,10
11,0,0,2.179993,B,0,1,magicTap,3
12,0,0,1.480011,B,0,1,magicTap,12
13,0,0,1.899994,B,0,1,magicTap,5
14,0,1,2.119995,B,0,1,magicTap,14
15,0,0,1.540009,A,0,1,magicTap,7
16,0,1,1.420013,B,5,0,magicTap,12
17,0,3,1.539978,B,5,0,magicTap,3
18,0,0,1.460022,B,5,0,magicTap,10
19,0,0,1.799988,B,5,0,magicTap,1
20,0,2,1.600006,A,5,0,magicTap,8
21,0,1,1.5,B,5,0,magicTap,15
22,0,0,1.579987,B,5,0,magicTap,6
23,0,2,1.559998,B,5,0,magicTap,13
24,0,0,1.360016,B,5,0,magicTap,4
25,0,1,1.5,B,5,0,magicTap,11
26,0,0,1.459991,B,5,0,magicTap,2
27,0,1,1.540009,B,5,0,magicTap,9
28,0,1,1.26001,B,5,0,magicTap,0
29,0,2,1.839996,B,5,0,magicTap,7
30,0,1,1.47998,B,5,0,magicTap,14
31,0,0,1.679993,B,4,0,magicTap,11
32,0,0,1.200012,B,4,0,magicTap,2
33,0,2,1.160004,B,4,0,magicTap,9
34,0,1,1.220001,B,4,0,magicTap,0
35,0,1,1.73999,B,4,0,magicTap,7
36,0,0,1.359985,B,4,0,magicTap,14
37,0,0,1.940002,B,4,0,magicTap,5
38,0,0,1.320007,A,4,0,magicTap,12
39,0,0,1.459991,B,4,0,magicTap,3
40,0,0,1.460022,B,4,0,magicTap,10
41,0,0,1.319977,B,4,0,magicTap,1
42,0,0,1.52002,B,4,0,magicTap,8
43,0,0,1.359985,B,4,0,magicTap,15
44,0,2,1.339996,B,4,0,magicTap,6
45,0,0,1.320007,B,4,0,magicTap,13
