Case,X,Y,Z,a,v,modeSelected
1,0.3808376,1.042125,0.09548712,9.094956,0.2173865,magicTap
1,0.3814768,1.041022,0.09626245,0,0,magicTap
1,0.3794908,1.047362,0.09803486,17.18932,0.3437863,magicTap
1,0.3794908,1.047362,0.09803486,17.18932,0.3437863,magicTap
1,0.3794908,1.047362,0.09803486,17.18932,0.3437863,magicTap
1,0.377237,1.050168,0.09761858,-8.132236,0.1811416,magicTap
1,0.3764583,1.050411,0.0982852,-6.423257,0.05267647,magicTap
1,0.3764583,1.050411,0.0982852,-6.423257,0.05267647,magicTap
1,0.3756683,1.051205,0.09845686,0.1989596,0.05665566,magicTap
1,0.3752454,1.051554,0.09848547,-1.4604,0.02744767,magicTap
1,0.3752454,1.051554,0.09848547,-1.4604,0.02744767,magicTap
1,0.3738356,1.05208,0.09860516,2.401278,0.07547322,magicTap
1,0.3738354,1.05208,0.09860516,-3.772661,1.999201E-05,magicTap
1,0.3738354,1.05208,0.09860516,-3.772661,1.999201E-05,magicTap
1,0.372501,1.05299,0.09841204,-4.0666,0,magicTap
1,0.372501,1.05299,0.09841204,-4.0666,0,magicTap
1,0.3719261,1.053278,0.09827662,1.642887,0.03285773,magicTap
1,0.3716241,1.053613,0.09798288,-0.2976147,0.02690544,magicTap
1,0.371624,1.053613,0.09798288,-1.344974,5.960464E-06,magicTap
1,0.371624,1.053613,0.09798288,-1.344974,5.960464E-06,magicTap
1,0.3709302,1.053816,0.09814787,1.853259,0.03707114,magicTap
1,0.3705335,1.054127,0.09806252,-0.5749289,0.02557256,magicTap
1,0.3705335,1.054127,0.09806252,-0.5749289,0.02557256,magicTap
1,0.3691813,1.054852,0.09773731,2.642622,0.07842501,magicTap
1,0.3687489,1.055079,0.09762001,-2.666718,0.02509066,magicTap
1,0.3687489,1.055079,0.09762001,-2.666718,0.02509066,magicTap
1,0.3679085,1.055296,0.097785,0.954638,0.04418342,magicTap
1,0.3676902,1.055401,0.09772301,-1.584339,0.01249663,magicTap
1,0.3676902,1.055401,0.09772301,-1.584339,0.01249663,magicTap
1,0.3673474,1.05593,0.09732819,1.234139,0.0371794,magicTap
1,0.3669828,1.055776,0.097332,-0.8703766,0.01977187,magicTap
1,0.3665711,1.055876,0.09699774,0.3600937,0.02697374,magicTap
1,0.3665711,1.055876,0.09699774,0.3600937,0.02697374,magicTap
