Case,X,Y,Z,a,v,modeSelected
1,-0.1257956,1.473613,0.4108539,0.9594232,0.05927067,longPress
1,-0.1258577,1.474004,0.4103651,0,0,longPress
1,-0.1321367,1.475976,0.4020529,-26.50558,0,longPress
1,-0.1321367,1.475976,0.4020529,-26.50558,0,longPress
1,-0.1345381,1.479,0.402905,9.886085,0.1977217,longPress
1,-0.1344462,1.479111,0.4025846,-9.008088,0.01755993,longPress
1,-0.1344462,1.479111,0.4025846,-9.008088,0.01755993,longPress
1,-0.1333581,1.479473,0.4003797,5.335218,0.1242643,longPress
1,-0.1333581,1.479473,0.4003797,-6.213214,0,longPress
1,-0.1336742,1.47967,0.3997612,1.804904,0.03609809,longPress
1,-0.1336742,1.47967,0.3997612,1.804904,0.03609809,longPress
1,-0.134447,1.479861,0.3984365,2.058656,0.07727121,longPress
1,-0.1354647,1.480126,0.3972259,0.1458541,0.08018829,longPress
1,-0.1354647,1.480126,0.3972259,0.1458541,0.08018829,longPress
1,-0.1367335,1.480213,0.3965034,-0.3528189,0.07313191,longPress
1,-0.1368134,1.480153,0.3960996,-2.616141,0.02080909,longPress
1,-0.1368134,1.480153,0.3960996,-2.616141,0.02080909,longPress
1,-0.1370713,1.480174,0.3958974,-0.2195042,0.01641901,longPress
1,-0.1368219,1.480169,0.3958302,-0.1751343,0.01291632,longPress
1,-0.136578,1.480162,0.3957634,-0.01331707,0.01264998,longPress
1,-0.136578,1.480162,0.3957634,-0.01331707,0.01264998,longPress
1,-0.1368827,1.480164,0.3957963,0.1337302,0.01532459,longPress
1,-0.1363828,1.480636,0.394896,2.065912,0.05664283,longPress
1,-0.1364407,1.480655,0.3951855,-2.092732,0.01478819,longPress
1,-0.1364407,1.480655,0.3951855,-2.092732,0.01478819,longPress
1,-0.1362469,1.480923,0.3944335,1.31409,0.04106999,longPress
1,-0.1362469,1.480923,0.3944335,1.31409,0.04106999,longPress
1,-0.136122,1.481529,0.3949342,-0.06329808,0.03980403,longPress
1,-0.1362664,1.481454,0.3947525,-1.380685,0.01219033,longPress
1,-0.1363642,1.481369,0.3944416,0.2324845,0.01684001,longPress
1,-0.1363642,1.481369,0.3944416,0.2324845,0.01684001,longPress
1,-0.1356829,1.482177,0.3935509,2.612506,0.06909014,longPress
1,-0.135477,1.481886,0.3936777,-2.51028,0.01888453,longPress
1,-0.135477,1.481886,0.3936777,-2.51028,0.01888453,longPress
1,-0.1354959,1.481439,0.394321,1.014683,0.03917819,longPress
1,-0.1353166,1.480316,0.3954649,2.074627,0.08067073,longPress
1,-0.1353166,1.480316,0.3954649,2.074627,0.08067073,longPress
1,-0.1347634,1.479651,0.3961535,-1.269707,0.05527659,longPress
1,-0.1344575,1.479348,0.3964491,-1.458421,0.02610816,longPress
1,-0.1344575,1.479348,0.3964491,-1.458421,0.02610816,longPress
1,-0.1350527,1.476847,0.3980641,6.285232,0.1518128,longPress
1,-0.1352401,1.475846,0.3991618,-3.847088,0.07487104,longPress
1,-0.1356068,1.47464,0.3990374,-0.5771317,0.06332841,longPress
1,-0.1356068,1.47464,0.3990374,-0.5771317,0.06332841,longPress
1,-0.1363289,1.471279,0.4013672,7.214862,0.2076256,longPress
1,-0.1364776,1.469658,0.4034224,-3.826209,0.1311015,longPress
1,-0.1364413,1.467702,0.4046926,-0.7246647,0.1166082,longPress
1,-0.1364413,1.467702,0.4046926,-0.7246647,0.1166082,longPress
1,-0.1370988,1.465406,0.4075885,3.553287,0.1876739,longPress
1,-0.1370988,1.465406,0.4075885,3.553287,0.1876739,longPress
1,-0.1374939,1.458253,0.409512,9.160522,0.3708843,longPress
1,-0.1367144,1.456418,0.4122601,-10.0561,0.1697624,longPress
1,-0.1362938,1.455496,0.4136457,-4.196887,0.08582464,longPress
1,-0.1362938,1.455496,0.4136457,-4.196887,0.08582464,longPress
1,-0.1345207,1.447113,0.4163818,18.19589,0.4497425,longPress
1,-0.1335744,1.443311,0.4160357,-12.65291,0.1966843,longPress
1,-0.1314717,1.439698,0.4155612,0.6826453,0.2103372,longPress
1,-0.1314717,1.439698,0.4155612,0.6826453,0.2103372,longPress
1,-0.1257305,1.419989,0.411294,41.90036,1.048344,longPress
1,-0.1257305,1.419989,0.411294,41.90036,1.048344,longPress
1,-0.1190889,1.400849,0.4108324,-1.753205,1.01328,longPress
1,-0.1167117,1.395606,0.4106555,-36.26649,0.2879504,longPress
1,-0.1167117,1.395606,0.4106555,-36.26649,0.2879504,longPress
1,-0.1069981,1.359772,0.4116316,78.45304,1.857011,longPress
1,-0.1031387,1.345397,0.4141579,-55.10717,0.7548678,longPress
1,-0.1002346,1.330744,0.417305,0.4213601,0.763295,longPress
1,-0.1002346,1.330744,0.417305,0.4213601,0.763295,longPress
1,-0.09167903,1.290691,0.4283099,67.85713,2.120438,longPress
1,-0.08851652,1.276566,0.4316878,-68.86227,0.7431922,longPress
1,-0.08851652,1.276566,0.4316878,-68.86227,0.7431922,longPress
1,-0.08025056,1.251819,0.4383192,30.14067,1.346006,longPress
1,-0.07056619,1.209623,0.4455152,42.41909,2.194387,longPress
1,-0.06662832,1.191529,0.4484677,-62.84171,0.9375532,longPress
1,-0.06662832,1.191529,0.4484677,-62.84171,0.9375532,longPress
1,-0.06005339,1.148125,0.4629893,68.7184,2.311921,longPress
1,-0.06005339,1.148125,0.4629893,68.7184,2.311921,longPress
1,-0.05430125,1.072345,0.4588132,74.68567,3.805634,longPress
1,-0.05304867,1.041661,0.4625568,-112.9377,1.54688,longPress
1,-0.05118807,1.012176,0.4661264,-2.949524,1.48789,longPress
1,-0.05118807,1.012176,0.4661264,-2.949524,1.48789,longPress
1,-0.04617362,0.932618,0.4718018,125.4004,3.995898,longPress
1,-0.04287586,0.90164,0.4756846,-121.3098,1.569703,longPress
1,-0.04287586,0.90164,0.4756846,-121.3098,1.569703,longPress
1,-0.03677996,0.8405458,0.4840031,76.41122,3.097927,longPress
1,-0.03520627,0.8256055,0.4856319,-117.1189,0.7555481,longPress
1,-0.03520627,0.8256055,0.4856319,-117.1189,0.7555481,longPress
1,-0.02190406,0.7480007,0.4904337,159.4299,3.944146,longPress
1,-0.01680886,0.7331757,0.4868002,-156.978,0.8045862,longPress
1,-0.01479269,0.7283263,0.4863744,-27.05659,0.2634543,longPress
1,-0.01479269,0.7283263,0.4863744,-27.05659,0.2634543,longPress
1,-0.003969848,0.6939834,0.4906569,77.48126,1.81308,longPress
1,-0.001945764,0.6913689,0.4854479,-75.22953,0.308489,longPress
1,-0.001945764,0.6913689,0.4854479,-75.22953,0.308489,longPress
1,-0.001194522,0.6962156,0.4805374,1.926251,0.347014,longPress
1,-7.658452E-05,0.696941,0.4786453,-11.56496,0.1157149,longPress
1,-7.658452E-05,0.696941,0.4786453,-11.56496,0.1157149,longPress
1,0.0005748048,0.6985509,0.4778728,-1.033729,0.09504034,longPress
1,0.0006115213,0.6995012,0.4776082,-2.284211,0.04935613,longPress
1,0.0006115213,0.6995012,0.4776082,-2.284211,0.04935613,longPress
1,0.001179606,0.7024891,0.4777331,5.14222,0.1522005,longPress
1,0.001064979,0.7027127,0.4778609,-6.905442,0.01409169,longPress
1,0.001172662,0.7035347,0.4775791,1.484604,0.04378377,longPress
1,0.001172662,0.7035347,0.4775791,1.484604,0.04378377,longPress
1,0.001304828,0.7051008,0.4758568,3.639849,0.1165807,longPress
1,0.001571603,0.7056583,0.4752235,-3.616834,0.04424406,longPress
1,0.001571603,0.7056583,0.4752235,-3.616834,0.04424406,longPress
1,0.001989901,0.707381,0.4743938,2.680928,0.09786262,longPress
1,0.002906278,0.7096226,0.4741235,1.1987,0.1218366,longPress
1,0.002906278,0.7096226,0.4741235,1.1987,0.1218366,longPress
1,0.003880866,0.7109788,0.4739161,-1.884513,0.08414637,longPress
1,0.004153296,0.7116056,0.4737864,-2.468207,0.03478224,longPress
1,0.004823387,0.7131282,0.4735951,2.447098,0.08372419,longPress
1,0.004823387,0.7131282,0.4735951,2.447098,0.08372419,longPress
1,0.007578,0.7168611,0.4739628,7.448143,0.232687,longPress
1,0.008491009,0.7179797,0.4743433,-7.901353,0.07465997,longPress
1,0.008491009,0.7179797,0.4743433,-7.901353,0.07465997,longPress
1,0.01231474,0.7191883,0.4757466,6.888648,0.2124329,longPress
1,0.01356205,0.719076,0.476491,-6.9795,0.07284293,longPress
1,0.01356205,0.719076,0.476491,-6.9795,0.07284293,longPress
1,0.01474408,0.7192775,0.477005,-0.3806084,0.06523076,longPress
1,0.01586328,0.7193918,0.4776096,-0.06853081,0.06386014,longPress
1,0.01586328,0.7193918,0.4776096,-0.06853081,0.06386014,longPress
1,0.01814112,0.7184232,0.4770961,3.126827,0.1263967,longPress
1,0.01917929,0.718455,0.4768009,-3.620378,0.05398912,longPress
1,0.01981512,0.7182845,0.4766021,-0.9802783,0.03438355,longPress
1,0.01981512,0.7182845,0.4766021,-0.9802783,0.03438355,longPress
1,0.02153373,0.718228,0.475081,4.020261,0.1147888,longPress
1,0.02205934,0.7186048,0.4745975,-3.720767,0.04037344,longPress
1,0.02205934,0.7186048,0.4745975,-3.720767,0.04037344,longPress
1,0.02286883,0.7193294,0.4740462,1.027009,0.06091363,longPress
1,0.02375624,0.7202995,0.4730811,1.031755,0.08154873,longPress
1,0.02375624,0.7202995,0.4730811,1.031755,0.08154873,longPress
1,0.02463245,0.7212219,0.4722185,-0.2347302,0.07685412,longPress
2,0.02500937,0.7210965,0.472218,-2.849623,0.01986166,longPress
2,0.02630582,0.7205269,0.4714384,0,0,longPress
2,0.02252815,0.7200318,0.4689803,11.33526,0.2267053,longPress
2,0.02252815,0.7200318,0.4689803,11.33526,0.2267053,longPress
