Case,X,Y,Z,modeSelected
4,0.09332188,1.392989,0.3954314,Tap
4,-0.1973688,0.9210814,0.4142175,Tap
4,-0.1984957,0.9211931,0.4149925,Tap
9,-0.1029666,1.577718,0.4535289,Tap
10,0.130023,1.136774,0.12206,Tap
11,0.005228464,0.9655616,0.2717548,Tap
12,0.2782961,1.330153,0.2656408,Tap
17,0.4181125,1.286552,0.3339142,Tap
22,0.1189347,0.9225474,0.2461644,Tap
