Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,2.139999, ,14,0,Tap,5
2,0,0,1.760002, ,14,0,Tap,12
3,0,0,1.599998, ,14,0,Tap,3
4,3,3,2, ,14,0,Tap,10
5,0,0,2.540001, ,14,0,Tap,1
6,0,0,2.039997, ,14,0,Tap,8
7,0,0,1.640003, ,14,0,Tap,15
8,0,0,1.719997, ,14,0,Tap,6
9,1,1,2.560001, ,14,0,Tap,13
10,1,1,2.259998, ,14,0,Tap,4
11,1,1,1.780003, ,14,0,Tap,11
12,1,1,1.939999, ,14,0,Tap,2
13,0,0,1.700001, ,14,0,Tap,9
14,0,0,1.84, ,14,0,Tap,0
15,0,0,1.579998, ,14,0,Tap,7
16,0,0,1.260002, ,3,0,Tap,10
17,1,1,1.340004, ,3,0,Tap,1
18,0,0,1.339996, ,3,0,Tap,8
19,0,0,1.419998, ,3,0,Tap,15
20,0,0,1.360001, ,3,0,Tap,6
21,0,0,1.200005, ,3,0,Tap,13
22,1,1,1.159996, ,3,0,Tap,4
23,0,0,1.18, ,3,0,Tap,11
24,0,0,1.260002, ,3,0,Tap,2
25,0,0,1.220001, ,3,0,Tap,9
26,0,0,1.379997, ,3,0,Tap,0
27,0,0,1.339996, ,3,0,Tap,7
28,0,0,1.240005, ,3,0,Tap,14
29,0,0,1.239998, ,3,0,Tap,5
30,0,0,1.300003, ,3,0,Tap,12
31,0,0,1.060005, ,9,1,Tap,2
32,0,0,1.159996, ,9,1,Tap,11
33,0,0,1.020004, ,9,1,Tap,4
34,0,0,0.9799957, ,9,1,Tap,13
35,0,0,1.099998, ,9,1,Tap,6
36,0,0,1.100006, ,9,1,Tap,15
37,0,0,1.059998, ,9,1,Tap,8
38,0,0,1.139999, ,9,1,Tap,1
39,0,0,1.120003, ,9,1,Tap,10
40,0,0,1.259995, ,9,1,Tap,3
41,0,0,1.220001, ,9,1,Tap,12
42,0,0,1.18, ,9,1,Tap,5
43,0,0,1.099998, ,9,1,Tap,14
44,0,0,1.060005, ,9,1,Tap,7
45,0,0,1.139999, ,9,1,Tap,0
46,0,0,2.300003, ,1,0,longPress,8
47,0,1,2.519997, ,1,0,longPress,15
48,0,1,2.480003, ,1,0,longPress,6
49,0,1,2.5, ,1,0,longPress,13
50,0,0,2.5, ,1,0,longPress,4
51,0,3,2.379997, ,1,0,longPress,11
52,0,0,2.039993, ,1,0,longPress,2
53,0,0,2.200012, ,1,0,longPress,9
54,0,0,3.039993, ,1,0,longPress,0
55,0,0,2.220001, ,1,0,longPress,7
56,0,0,2.320007, ,1,0,longPress,14
57,0,0,2.759995, ,1,0,longPress,5
58,0,0,2.339996, ,1,0,longPress,12
59,0,1,1.940002, ,1,0,longPress,3
60,0,0,1.979996, ,1,0,longPress,10
61,0,0,1.960007, ,7,0,longPress,14
62,0,0,1.819992, ,7,0,longPress,5
63,0,2,1.840012, ,7,0,longPress,12
64,0,0,1.539993, ,7,0,longPress,3
65,0,0,1.660004, ,7,0,longPress,10
66,0,2,1.73999, ,7,0,longPress,1
67,0,1,1.800003, ,7,0,longPress,8
68,0,1,1.980011, ,7,0,longPress,15
69,0,2,1.799988, ,7,0,longPress,6
70,0,1,1.980011, ,7,0,longPress,13
71,0,0,2.73999, ,7,0,longPress,4
72,0,1,1.860001, ,7,0,longPress,11
73,0,0,1.800003, ,7,0,longPress,2
74,0,0,1.919998, ,7,0,longPress,9
75,0,0,1.660004, ,7,0,longPress,0
76,0,2,1.899994, ,11,1,longPress,4
77,0,0,2.820007, ,11,1,longPress,13
78,0,1,1.759995, ,11,1,longPress,6
79,0,0,1.940002, ,11,1,longPress,15
80,0,0,1.720001, ,11,1,longPress,8
81,0,0,1.600006, ,11,1,longPress,1
82,0,0,1.839996, ,11,1,longPress,10
83,0,1,1.660004, ,11,1,longPress,3
84,0,1,2.179993, ,11,1,longPress,12
85,0,0,1.820007, ,11,1,longPress,5
86,0,1,1.639999, ,11,1,longPress,14
87,0,1,1.799988, ,11,1,longPress,7
88,0,0,1.520004, ,11,1,longPress,0
89,0,0,1.660004, ,11,1,longPress,9
90,0,0,1.559998, ,11,1,longPress,2
91,0,0,3.139954,B,0,1,magicTap,9
92,0,1,1.76001,B,0,1,magicTap,2
93,0,1,1.880005,B,0,1,magicTap,11
94,0,1,2.97998,B,0,1,magicTap,4
95,0,0,1.780029,B,0,1,magicTap,13
96,0,0,1.97998,B,0,1,magicTap,6
97,0,0,3.679993,B,0,1,magicTap,15
98,0,1,1.940002,B,0,1,magicTap,8
99,0,0,1.940002,B,0,1,magicTap,1
100,0,2,1.679993,B,0,1,magicTap,10
