Case,X,Y,Z,a,v,modeSelected
91,-0.02524826,1.498921,0.3889813,1.097131,0.04047869,magicTap
91,-0.02494969,1.499551,0.3893199,0,0,magicTap
91,-0.03390144,1.457703,0.3772063,-111.1894,0,magicTap
91,-0.03432412,1.448409,0.367919,32.86478,0.6572955,magicTap
91,-0.03432412,1.448409,0.367919,32.86478,0.6572955,magicTap
91,-0.03444944,1.41099,0.3438139,78.41428,2.225581,magicTap
91,-0.03562579,1.408552,0.3435841,-104.4872,0.1358382,magicTap
91,-0.03562579,1.408552,0.3435841,-104.4872,0.1358382,magicTap
91,-0.03724426,1.403556,0.3405313,8.393274,0.3037036,magicTap
91,-0.03848563,1.398748,0.3385587,-1.82741,0.2671554,magicTap
91,-0.03848563,1.398748,0.3385587,-1.82741,0.2671554,magicTap
91,-0.04117839,1.386915,0.332377,20.68978,0.6809511,magicTap
91,-0.04297181,1.380313,0.3286729,-14.59682,0.3890148,magicTap
91,-0.04467667,1.373298,0.3247581,1.079354,0.4106018,magicTap
91,-0.04467667,1.373298,0.3247581,1.079354,0.4106018,magicTap
91,-0.04819771,1.359953,0.3163309,19.89783,0.8085585,magicTap
91,-0.04819801,1.359918,0.3163099,-40.32504,0.002057794,magicTap
91,-0.04819801,1.359918,0.3163099,-40.32504,0.002057794,magicTap
91,-0.04866447,1.343885,0.3068981,46.3885,0.9298277,magicTap
91,-0.04849902,1.335214,0.3032994,-23.01651,0.4694976,magicTap
91,-0.04849902,1.335214,0.3032994,-23.01651,0.4694976,magicTap
91,-0.04953413,1.320409,0.2960162,17.85538,0.8266053,magicTap
91,-0.05061222,1.312697,0.2909207,-18.0668,0.4652694,magicTap
91,-0.05164878,1.304546,0.2852311,1.722272,0.4997148,magicTap
91,-0.05164878,1.304546,0.2852311,1.722272,0.4997148,magicTap
91,-0.05474652,1.288365,0.2730579,26.22525,1.02422,magicTap
91,-0.05595799,1.281082,0.2651644,-24.18983,0.5404232,magicTap
91,-0.05595799,1.281082,0.2651644,-24.18983,0.5404232,magicTap
91,-0.05771583,1.259967,0.2501826,37.85366,1.297496,magicTap
91,-0.05877725,1.247047,0.2407703,-24.82545,0.8009875,magicTap
91,-0.05980678,1.234443,0.2311153,-0.2741724,0.7955041,magicTap
91,-0.06003346,1.222616,0.2222443,-2.809781,0.7393085,magicTap
91,-0.06003346,1.222616,0.2222443,-2.809781,0.7393085,magicTap
91,-0.05809709,1.191527,0.1985373,60.89553,1.957219,magicTap
91,-0.05727909,1.182009,0.1919742,-68.88446,0.5795299,magicTap
91,-0.05574965,1.172749,0.1833334,2.91695,0.6378689,magicTap
91,-0.05574965,1.172749,0.1833334,2.91695,0.6378689,magicTap
91,-0.05109183,1.152853,0.1657014,35.58084,1.349486,magicTap
91,-0.0471865,1.141246,0.1561112,-28.5884,0.7777176,magicTap
91,-0.0471865,1.141246,0.1561112,-28.5884,0.7777176,magicTap
91,-0.04095742,1.117225,0.1417089,32.84552,1.434628,magicTap
91,-0.03992421,1.106678,0.1348457,-40.16773,0.6312734,magicTap
91,-0.03992421,1.106678,0.1348457,-40.16773,0.6312734,magicTap
91,-0.03708798,1.087034,0.1237535,25.27919,1.136857,magicTap
91,-0.03451498,1.075924,0.1266913,-27.40203,0.5888165,magicTap
91,-0.03422549,1.065134,0.1286254,-2.026677,0.548283,magicTap
91,-0.03422549,1.065134,0.1286254,-2.026677,0.548283,magicTap
91,-0.03332303,1.04604,0.1322951,21.2462,0.9732071,magicTap
91,-0.03257293,1.038008,0.1322889,-28.49336,0.4033399,magicTap
91,-0.03257293,1.038008,0.1322889,-28.49336,0.4033399,magicTap
91,-0.02624246,1.017735,0.1395988,35.98747,1.123089,magicTap
91,-0.02053352,1.005694,0.1445894,-20.5806,0.7114774,magicTap
91,-0.02053352,1.005694,0.1445894,-20.5806,0.7114774,magicTap
91,-0.01063741,0.9775675,0.1641064,53.51619,1.781801,magicTap
91,-0.005982071,0.9641207,0.1714263,-49.08458,0.8001097,magicTap
91,-0.005982071,0.9641207,0.1714263,-49.08458,0.8001097,magicTap
91,0.002338804,0.9380901,0.1893744,41.7321,1.634752,magicTap
91,0.008376896,0.92414,0.1999741,-35.40887,0.9265742,magicTap
91,0.01506511,0.9084263,0.2135172,8.16136,1.089801,magicTap
91,0.01506511,0.9084263,0.2135172,8.16136,1.089801,magicTap
91,0.02825586,0.8807284,0.2336421,37.23584,1.834518,magicTap
91,0.03575376,0.8643728,0.246161,-36.92824,1.095953,magicTap
91,0.03575376,0.8643728,0.246161,-36.92824,1.095953,magicTap
91,0.04829947,0.8421,0.2669115,27.51502,1.646254,magicTap
91,0.05457728,0.8304036,0.277916,-39.20577,0.8621384,magicTap
91,0.06026455,0.8211665,0.2866235,-8.331725,0.6955039,magicTap
91,0.06026455,0.8211665,0.2866235,-8.331725,0.6955039,magicTap
91,0.07334623,0.8034245,0.3022127,32.72168,1.349938,magicTap
91,0.07985367,0.7946329,0.3116064,-31.45169,0.7209037,magicTap
91,0.07985367,0.7946329,0.3116064,-31.45169,0.7209037,magicTap
91,0.0893171,0.7823873,0.3265748,17.78124,1.076528,magicTap
91,0.09223442,0.7811388,0.3317871,-38.57077,0.3051131,magicTap
91,0.09223442,0.7811388,0.3317871,-38.57077,0.3051131,magicTap
91,0.09833368,0.7793299,0.3427563,16.44564,0.6340259,magicTap
91,0.1014663,0.780961,0.3488283,-14.13999,0.3512262,magicTap
91,0.1014663,0.780961,0.3488283,-14.13999,0.3512262,magicTap
91,0.1058922,0.7873148,0.3561172,9.024313,0.5317124,magicTap
91,0.1079545,0.7879142,0.3608971,-13.48531,0.2620063,magicTap
91,0.1105362,0.7874626,0.3657837,0.762485,0.277256,magicTap
91,0.1105362,0.7874626,0.3657837,0.762485,0.277256,magicTap
91,0.1150235,0.7857432,0.37815,19.30511,0.663358,magicTap
91,0.117948,0.7843798,0.3855095,-13.07838,0.4017904,magicTap
91,0.117948,0.7843798,0.3855095,-13.07838,0.4017904,magicTap
91,0.1220052,0.7803206,0.4006634,20.42109,0.8102123,magicTap
91,0.1234788,0.7794578,0.4069781,-24.15673,0.3270778,magicTap
91,0.1234788,0.7794578,0.4069781,-24.15673,0.3270778,magicTap
91,0.126537,0.7776455,0.4171758,10.64481,0.539974,magicTap
91,0.1278473,0.7760907,0.4232802,-10.91315,0.321711,magicTap
91,0.1280984,0.7762974,0.4274817,-5.550598,0.2106991,magicTap
91,0.1280984,0.7762974,0.4274817,-5.550598,0.2106991,magicTap
91,0.1277745,0.7763522,0.4330006,3.286754,0.2764341,magicTap
91,0.1285023,0.7767403,0.4347086,-9.079849,0.09483714,magicTap
91,0.1285023,0.7767403,0.4347086,-9.079849,0.09483714,magicTap
91,0.1281684,0.7736381,0.4382024,6.968498,0.2342071,magicTap
91,0.1276559,0.7711411,0.4405913,-2.976382,0.1746794,magicTap
91,0.1276559,0.7711411,0.4405913,-2.976382,0.1746794,magicTap
91,0.124718,0.7681878,0.4415827,1.970994,0.2140993,magicTap
91,0.1229622,0.7669757,0.4410334,-5.197099,0.1101573,magicTap
91,0.1210341,0.7656227,0.4394884,1.534443,0.1408462,magicTap
91,0.1210341,0.7656227,0.4394884,1.534443,0.1408462,magicTap
91,0.1187726,0.7633609,0.4372215,2.758492,0.196016,magicTap
91,0.1177754,0.7635458,0.4353747,-4.53345,0.105347,magicTap
91,0.1177754,0.7635458,0.4353747,-4.53345,0.105347,magicTap
91,0.1159656,0.7651433,0.4323139,4.478091,0.1949089,magicTap
91,0.1149362,0.7667164,0.4309807,-3.983598,0.1152369,magicTap
91,0.1149362,0.7667164,0.4309807,-3.983598,0.1152369,magicTap
91,0.1137684,0.7722823,0.4267344,11.98183,0.3548735,magicTap
91,0.1100072,0.7777078,0.4224997,1.864249,0.3921585,magicTap
91,0.1066941,0.782236,0.4182777,-2.053255,0.3510934,magicTap
91,0.1066941,0.782236,0.4182777,-2.053255,0.3510934,magicTap
91,0.09777124,0.7921299,0.4073296,25.55631,0.8622195,magicTap
91,0.09267917,0.797287,0.4006519,-18.47422,0.4927351,magicTap
91,0.09267917,0.797287,0.4006519,-18.47422,0.4927351,magicTap
91,0.0830114,0.8098935,0.3861742,29.09846,1.074704,magicTap
91,0.07874779,0.8154076,0.3791742,-29.03927,0.4939191,magicTap
91,0.07874779,0.8154076,0.3791742,-29.03927,0.4939191,magicTap
91,0.07175361,0.8247837,0.3672853,17.0007,0.8339331,magicTap
91,0.06953174,0.8275345,0.3639731,-29.58422,0.2422488,magicTap
91,0.06953174,0.8275345,0.3639731,-29.58422,0.2422488,magicTap
91,0.0663044,0.8322173,0.3583503,7.881513,0.399879,magicTap
91,0.06524917,0.8343097,0.3559384,-11.58694,0.1681403,magicTap
91,0.06410112,0.8365319,0.353374,0.5485758,0.1791118,magicTap
91,0.06410112,0.8365319,0.353374,0.5485758,0.1791118,magicTap
