Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,2.68,A,8,0,magicTap,15
2,0,0,2.739998,A,8,0,magicTap,6
3,0,1,2.360001,B,8,0,magicTap,13
4,0,0,3.139999,B,8,0,magicTap,4
5,0,0,2,A,8,0,magicTap,11
6,0,0,2.940002,B,8,0,magicTap,2
7,0,0,2.5,B,8,0,magicTap,9
8,0,1,1.879997,B,8,0,magicTap,0
9,0,0,2.540001,B,8,0,magicTap,7
10,0,0,2.32,B,8,0,magicTap,14
11,0,2,2.620003,B,8,0,magicTap,5
12,0,0,2.319996,B,8,0,magicTap,12
13,0,0,2.240005,B,8,0,magicTap,3
14,0,1,1.939995,B,8,0,magicTap,10
15,0,1,2.760002,B,8,0,magicTap,1
16,0,0,1.279999,B,9,0,magicTap,0
17,0,2,1.440002,B,9,0,magicTap,7
18,0,0,1.540001,B,9,0,magicTap,14
19,0,1,1.739998,B,9,0,magicTap,5
20,0,0,1.580002,B,9,0,magicTap,12
21,0,1,1.639999,B,9,0,magicTap,3
22,0,0,1.419998,B,9,0,magicTap,10
23,0,0,1.440002,B,9,0,magicTap,1
24,0,2,1.559998,B,9,0,magicTap,8
25,0,1,1.700005,B,9,0,magicTap,15
26,0,1,2.039993,B,9,0,magicTap,6
27,0,1,1.620003,B,9,0,magicTap,13
28,0,0,2,B,9,0,magicTap,4
29,0,1,1.379997,B,9,0,magicTap,11
30,0,1,1.720001,B,9,0,magicTap,2
31,0,0,1.200005,B,8,1,magicTap,1
32,0,2,1.419998,B,8,1,magicTap,10
33,0,0,1.199997,B,8,1,magicTap,3
34,0,0,1.420006,B,8,1,magicTap,12
35,0,3,1.879997,B,8,1,magicTap,5
36,0,1,1.5,B,8,1,magicTap,14
37,0,0,1.699997,B,8,1,magicTap,7
38,0,1,1.240005,B,8,1,magicTap,0
39,0,0,1.32,B,8,1,magicTap,9
40,0,2,1.18,B,8,1,magicTap,2
41,0,1,1.18,B,8,1,magicTap,11
42,0,1,1.379997,B,8,1,magicTap,4
43,0,0,1.5,B,8,1,magicTap,13
44,0,0,1.259995,B,8,1,magicTap,6
45,0,0,1.320007,B,8,1,magicTap,15
