Case,RunTime,Object,EnterTime,Velocity,Acceleration,Condition,PrepTime
1,170,S5,0,0.6014758,23.06657, ,0
1,170.02,S5,0.02,0.1687389,-21.63685, ,0
1,170.04,S5,0.04,0.2771455,5.420328,B,0
2,170.18,S5,0,0.2747818,11.0722, ,0.02
2,170.2,S5,0.02,0.1483022,-6.32398, ,0.02
2,170.22,S5,0.04,0.136622,-0.5840078, ,0.02
2,170.24,S5,0.06,0.05724062,-3.96907, ,0.02
2,170.26,S5,0.08,0.1722495,5.750445, ,0.02
2,170.28,S5,0.09999999,0.3247648,7.625762, ,0.02
2,170.3,S5,0.12,0.1343719,-9.519642, ,0.02
2,170.32,S5,0.14,0.2317134,4.867075, ,0.02
2,170.34,S5,0.16,0.04867146,-9.152099, ,0.02
2,170.36,S5,0.18,0.1445128,4.792068, ,0.02
2,170.38,S5,0.2,0.03510764,-5.470258, ,0.02
2,170.4,S5,0.22,0.02275391,-0.6176864, ,0.02
2,170.42,S5,0.24,0.01396621,-0.4393849, ,0.02
2,170.44,S5,0.26,0.04375682,1.489531, ,0.02
2,170.46,S5,0.28,0.05147149,0.3857332, ,0.02
2,170.48,S5,0.3,0.04330746,-0.4082013, ,0.02
2,170.5,S5,0.32,0.05243935,0.4565947, ,0.02
2,170.52,S5,0.34,0.03313322,-0.9653069, ,0.02
2,170.54,S5,0.36,0.008238495,-1.244736, ,0.02
2,170.56,S5,0.38,0.00462424,-0.1807128, ,0.02
2,170.58,S5,0.4,0.03095985,1.31678, ,0.02
2,170.6,S5,0.42,0.0233203,-0.3819772, ,0.02
2,170.62,S5,0.4400001,0.05547961,1.607965, ,0.02
2,170.64,S5,0.4600001,0.02211548,-1.668206, ,0.02
2,170.66,S5,0.4800001,0.01944993,-0.1332778, ,0.02
2,170.68,S5,0.5000001,0.1337898,5.716993, ,0.02
2,170.7,S5,0.52,0.1265588,-0.3615521, ,0.02
2,170.72,S5,0.54,0.3387564,10.60989, ,0.02
2,170.74,S5,0.56,0.5928013,12.70224, ,0.02
2,170.76,S5,0.58,0.2431656,-17.48179, ,0.02
3,171.38,S5,0,0.1877718,-30.90831, ,0
3,171.4,S5,0.02,0.1643014,-1.173516,B,0
3,171.42,S5,0.04,0.2432056,3.945209,B,0.02
3,171.44,S5,0.06,0.1961727,-2.351644,C,0.04
3,171.46,S5,0.08,0.3314087,6.761797,C,0.04
3,171.48,S5,0.09999999,0.1502535,-9.057758,C,0.04
3,171.5,S5,0.12,0.3052498,7.749816,C,0.04
3,171.52,S5,0.14,0.1186633,-9.329327,C,0.04
3,171.54,S5,0.16,0.1930915,3.721409,C,0.04
3,171.56,S5,0.18,0.1192389,-3.692632,C,0.04
3,171.58,S5,0.2,0.1208523,0.08067302,C,0.04
3,171.6,S5,0.22,0.0688652,-2.599356,C,0.04
3,171.62,S5,0.24,0.08196298,0.6548889,C,0.04
3,171.64,S5,0.26,0.1153439,1.669046,C,0.04
3,171.66,S5,0.28,0.05019311,-3.257539,C,0.04
3,171.68,S5,0.3,0.08515505,1.748097,C,0.04
3,171.7,S5,0.32,0.04203527,-2.155989,C,0.04
3,171.72,S5,0.34,0.0810172,1.949097,C,0.04
3,171.74,S5,0.36,0.09992613,0.9454463,C,0.04
3,171.76,S5,0.38,0.04650752,-2.670931,C,0.04
3,171.78,S5,0.4,0.07755344,1.552296,C,0.04
3,171.8,S5,0.42,0.03933716,-1.910814,C,0.04
3,171.82,S5,0.4400001,0.02585758,-0.6739793,C,0.04
3,171.84,S5,0.4600001,0.02021175,-0.2822914,C,0.04
3,171.86,S5,0.4800001,0.07879246,2.929036,C,0.04
3,171.88,S5,0.5000001,0.02758236,-2.560505,C,0.04
3,171.9,S5,0.52,0.02648747,-0.05474482,C,0.04
3,171.92,S5,0.54,0.07620756,2.486005,C,0.04
3,171.94,S5,0.56,0.04468024,-1.576366,C,0.04
3,171.96,S5,0.58,0.2346288,9.497426,C,0.04
3,171.98,S5,0.6,0.09525735,-6.96857,C,0.04
3,172,S5,0.6199999,0.5059944,20.53685,C,0.04
3,172.02,S5,0.6399999,0.2016267,-15.21838,C,0.04
4,172.56,S5,0,0.2735376,-16.689, ,0
4,172.58,S5,0.02,0.224794,-2.437183,B,0
4,172.6,S5,0.04,0.2169762,-0.3908888,B,0.02
4,172.62,S5,0.06,0.2806054,3.181461,B,0.04
5,173.5,S5,0,0.6473337,22.18512, ,0.06
5,173.52,S5,0.02,0.2034577,-22.1938, ,0.06
5,173.54,S5,0.04,0.20654,0.1541145,B,0
5,173.56,S5,0.06,0.4116138,10.25369,B,0.02
5,173.58,S5,0.08,0.1911268,-11.02435,C,0.04
5,173.6,S5,0.09999999,0.3364149,7.264405,B,0
5,173.62,S5,0.12,0.04932204,-14.35464,C,0.02
5,173.64,S5,0.14,0.0394951,-0.4913468,B,0
5,173.66,S5,0.16,0.02627729,-0.6608907,B,0.02
5,173.68,S5,0.18,0.03851805,0.6120384,B,0.04
6,174.4,S5,0,0.2469636,-26.39303, ,0.06
6,174.42,S5,0.02,0.2396708,-0.3646389,B,0
6,174.44,S5,0.04,0.1088289,-6.542096,C,0.02
6,174.46,S5,0.06,0.1939275,4.25493,C,0.02
6,174.48,S5,0.08,0.08160345,-5.616203,C,0.02
6,174.5,S5,0.09999999,0.2495743,8.398544,C,0.02
6,174.52,S5,0.12,0.09203359,-7.877038,C,0.02
6,174.54,S5,0.14,0.09774878,0.2857596,C,0.02
6,174.56,S5,0.16,0.08423758,-0.6755602,C,0.02
6,174.58,S5,0.18,0.01875305,-3.274226,C,0.02
6,174.6,S5,0.2,0.01453383,-0.2109607,C,0.02
6,174.62,S5,0.22,0.08074471,3.310544,C,0.02
6,174.64,S5,0.24,0.03608403,-2.233034,C,0.02
6,174.66,S5,0.26,0.05849,1.120299,C,0.02
6,174.68,S5,0.28,0.01833321,-2.00784,C,0.02
6,174.7,S5,0.3,0.04108699,1.137689,C,0.02
6,174.72,S5,0.32,0.02361552,-0.8735738,C,0.02
6,174.74,S5,0.34,0.03856014,0.7472309,C,0.02
6,174.76,S5,0.36,0.02351825,-0.7520943,C,0.02
6,174.78,S5,0.38,0.03481097,0.5646361,C,0.02
6,174.8,S5,0.4,0.01828134,-0.8264816,C,0.02
6,174.82,S5,0.42,0.05197323,1.684594,C,0.02
6,174.84,S5,0.4400001,0.01688086,-1.754619,C,0.02
6,174.86,S5,0.4600001,0.04880178,1.596046,C,0.02
6,174.88,S5,0.4800001,0.0148486,-1.697659,C,0.02
6,174.9,S5,0.5000001,0.01333168,-0.07584561,C,0.02
6,174.92,S5,0.52,0.04197244,1.432038,C,0.02
6,174.94,S5,0.54,0.07576574,1.689665,C,0.02
6,174.96,S5,0.56,0.09460296,0.9418611,C,0.02
6,174.98,S5,0.58,0.02675988,-3.392154,C,0.02
6,175,S5,0.6,0.07416433,2.370223,C,0.02
6,175.02,S5,0.6199999,0.02912202,-2.252115,C,0.02
6,175.04,S5,0.6399999,0.04062042,0.5749199,C,0.02
6,175.06,S5,0.6599999,0.03911805,-0.07511862,C,0.02
6,175.08,S5,0.6799999,0.01559851,-1.175977,C,0.02
