Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ,thumbX,thumbY,thumbZ
1,0.1769486,0.9294814,0.5138631,1.450289,0.09825682,longPress,1,14,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633399,0.874386,0.4627075
1,0.1769821,0.9294983,0.5130415,-2.856729,0.04112224,longPress,1,14,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,-2.056112,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01623283,1.188275,0.003218174,0.03664966,0.1114465,0.0001803227,0.1633584,0.8744721,0.4617624
1,0.1769821,0.9294983,0.5130415,0,0,longPress,4,-1,-0.01737471,1.188315,0.003940582,0.03776171,0.1042735,0.00235798,0.1633584,0.8744721,0.4617624
1,0.1776661,0.9281292,0.5102167,8.03184,0.1606368,longPress,4,-1,-0.01737471,1.188315,0.003940582,0.03776171,0.1042735,0.00235798,0.1637402,0.8736302,0.4584007
1,0.1776661,0.9281292,0.5102167,-8.03184,0,longPress,4,-1,-0.01737471,1.188315,0.003940582,0.03776171,0.1042735,0.00235798,0.1637402,0.8736302,0.4584007
1,0.1776661,0.9281292,0.5102167,0,0,longPress,4,-1,-0.01807381,1.188208,0.004361629,0.03930977,0.0998093,0.003928562,0.1637402,0.8736302,0.4584007
1,0.1776232,0.9284505,0.5102329,0.8113396,0.01622679,longPress,4,-1,-0.0191287,1.187479,0.004694939,0.0413079,0.09603786,0.002754846,0.1630358,0.873532,0.4587426
1,0.1790921,0.9283354,0.5126872,6.345202,0.1431308,longPress,4,-1,-0.02007805,1.187171,0.005133629,0.0444564,0.09081969,0.004494964,0.164522,0.8733363,0.4610453
1,0.1788992,0.9276956,0.5126295,-5.47983,0.03353424,longPress,4,-1,-0.02084345,1.18716,0.005487442,0.04584245,0.08644982,0.006542867,0.1641214,0.8729129,0.460866
1,0.1787642,0.9269447,0.5126371,0.2308713,0.03815166,longPress,4,-1,-0.02238839,1.187037,0.005980968,0.04757629,0.0761131,0.00688025,0.1641212,0.8720881,0.460753
