Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,1,2.18, ,2,0,longPress,9
2,0,0,3.019997, ,2,0,longPress,0
3,0,0,2.059998, ,2,0,longPress,7
4,0,0,2.12001, ,2,0,longPress,14
5,0,0,2.080002, ,2,0,longPress,5
6,0,1,1.839996, ,2,0,longPress,12
7,0,0,2.660004, ,2,0,longPress,3
8,0,1,2.219986, ,2,0,longPress,10
9,0,1,2.060013, ,2,0,longPress,1
10,0,1,2.099991, ,2,0,longPress,8
11,0,0,2.300003, ,2,0,longPress,15
12,0,2,2.860001, ,2,0,longPress,6
13,0,0,2.199997, ,2,0,longPress,13
14,0,1,2.540009, ,2,0,longPress,4
15,0,0,2.419998, ,2,0,longPress,11
16,0,1,1.519989, ,0,1,longPress,9
17,0,1,1.960007, ,0,1,longPress,2
18,0,1,1.479996, ,0,1,longPress,11
19,0,1,1.779999, ,0,1,longPress,4
20,0,1,1.559998, ,0,1,longPress,13
21,0,0,1.600006, ,0,1,longPress,6
22,0,1,1.740005, ,0,1,longPress,15
23,0,0,1.919998, ,0,1,longPress,8
24,0,4,2.539993, ,0,1,longPress,1
25,0,0,1.600006, ,0,1,longPress,10
26,0,2,1.619995, ,0,1,longPress,3
27,0,0,1.419998, ,0,1,longPress,12
28,0,1,1.600006, ,0,1,longPress,5
29,0,0,1.779999, ,0,1,longPress,14
30,0,2,1.660004, ,0,1,longPress,7
31,0,1,1.400009, ,10,1,longPress,3
32,0,1,1.319992, ,10,1,longPress,12
33,0,1,1.380005, ,10,1,longPress,5
34,0,2,1.259995, ,10,1,longPress,14
35,0,0,1.419998, ,10,1,longPress,7
36,1,3,2.080002, ,10,1,longPress,0
37,0,1,1.779999, ,10,1,longPress,9
38,0,1,1.520004, ,10,1,longPress,2
39,0,2,1.639999, ,10,1,longPress,11
40,0,0,1.5, ,10,1,longPress,4
41,0,0,1.679993, ,10,1,longPress,13
42,0,3,1.700012, ,10,1,longPress,6
43,0,0,1.899994, ,10,1,longPress,15
44,0,0,1.720001, ,10,1,longPress,8
45,0,2,1.940002, ,10,1,longPress,1
