Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,2.540001, ,12,1,longPress,5
2,0,0,2.02, ,12,1,longPress,14
3,0,0,2.099998, ,12,1,longPress,7
4,0,0,2.220001, ,12,1,longPress,0
5,0,0,2.019997, ,12,1,longPress,9
6,0,0,2.380005, ,12,1,longPress,2
7,0,0,2.18, ,12,1,longPress,11
8,0,0,2.199997, ,12,1,longPress,4
9,0,1,1.839996, ,12,1,longPress,13
10,0,2,1.840004, ,12,1,longPress,6
11,0,1,1.940002, ,12,1,longPress,15
12,0,1,1.879997, ,12,1,longPress,8
13,0,0,2.120003, ,12,1,longPress,1
14,0,0,1.839996, ,12,1,longPress,10
15,0,2,2.32, ,12,1,longPress,3
16,0,0,1.639999, ,2,1,longPress,11
17,0,0,1.519997, ,2,1,longPress,4
18,0,2,1.720001, ,2,1,longPress,13
19,0,2,1.720001, ,2,1,longPress,6
20,0,0,2, ,2,1,longPress,15
21,0,1,1.540001, ,2,1,longPress,8
22,0,1,1.580002, ,2,1,longPress,1
23,0,0,1.579994, ,2,1,longPress,10
24,0,0,1.420006, ,2,1,longPress,3
25,0,2,1.639999, ,2,1,longPress,12
26,0,0,1.5, ,2,1,longPress,5
27,0,1,1.559998, ,2,1,longPress,14
28,0,0,1.699997, ,2,1,longPress,7
29,0,1,1.660004, ,2,1,longPress,0
30,0,0,1.580002, ,2,1,longPress,9
31,0,1,1.440002, ,5,0,longPress,12
32,0,0,1.459999, ,5,0,longPress,3
33,0,1,1.459999, ,5,0,longPress,10
34,0,1,1.5, ,5,0,longPress,1
35,0,1,1.459999, ,5,0,longPress,8
36,0,0,1.519997, ,5,0,longPress,15
37,0,0,1.520004, ,5,0,longPress,6
38,0,1,1.520004, ,5,0,longPress,13
39,0,1,1.479996, ,5,0,longPress,4
40,0,0,1.520004, ,5,0,longPress,11
41,0,1,1.419998, ,5,0,longPress,2
42,0,2,1.440002, ,5,0,longPress,9
43,0,1,1.439987, ,5,0,longPress,0
44,0,0,1.440002, ,5,0,longPress,7
45,0,0,1.440002, ,5,0,longPress,14
