Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,3,1.619999,B,7,1,magicTap,0
2,0,0,1.84,B,7,1,magicTap,9
3,0,0,1.959999,B,7,1,magicTap,2
4,0,2,1.400002,B,7,1,magicTap,11
5,0,0,1.920002,B,7,1,magicTap,4
6,0,1,1.519997,B,7,1,magicTap,13
7,0,1,1.659996,A,7,1,magicTap,6
8,0,1,1.760002,B,7,1,magicTap,15
9,0,0,1.459999,B,7,1,magicTap,8
10,0,1,1.540001,B,7,1,magicTap,1
11,0,0,1.620003,B,7,1,magicTap,10
12,0,0,1.760002,B,7,1,magicTap,3
13,0,0,1.359993,B,7,1,magicTap,12
14,0,0,1.620003,B,7,1,magicTap,5
15,0,0,1.580002,B,7,1,magicTap,14
16,0,0,1.260002,B,10,0,magicTap,1
17,0,1,1.32,B,10,0,magicTap,8
18,0,0,1.619995,B,10,0,magicTap,15
19,0,0,1.82,B,10,0,magicTap,6
20,0,2,1.360001,B,10,0,magicTap,13
21,0,1,1.520004,B,10,0,magicTap,4
22,0,1,1.419998,B,10,0,magicTap,11
23,0,0,1.68,B,10,0,magicTap,2
24,0,1,1.32,B,10,0,magicTap,9
25,0,1,1.32,B,10,0,magicTap,0
26,0,1,1.239998,B,10,0,magicTap,7
27,0,1,1.620003,B,10,0,magicTap,14
28,0,0,1.540001,B,10,0,magicTap,5
29,0,0,1.339996,B,10,0,magicTap,12
30,0,0,1.620003,B,10,0,magicTap,3
31,0,1,1.139999,B,7,0,magicTap,14
32,0,0,1.220001,B,7,0,magicTap,5
33,0,1,1.339996,B,7,0,magicTap,12
34,0,0,1.340004,B,7,0,magicTap,3
35,0,0,1.279999,A,7,0,magicTap,10
36,0,0,1.18,B,7,0,magicTap,1
37,0,1,1.260002,B,7,0,magicTap,8
38,0,1,1.18,B,7,0,magicTap,15
39,0,0,1.32,B,7,0,magicTap,6
40,0,0,1.379997,B,7,0,magicTap,13
41,0,0,1.5,B,7,0,magicTap,4
42,0,0,1.120003,B,7,0,magicTap,11
43,0,1,1.18,B,7,0,magicTap,2
44,0,1,1.32,B,7,0,magicTap,9
45,0,1,1.18,B,7,0,magicTap,0
