Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,1.519997, ,10,0,Tap,1
2,0,0,1.840004, ,10,0,Tap,8
3,0,0,1.5, ,10,0,Tap,15
4,1,1,1.539993, ,10,0,Tap,6
5,0,0,1.580002, ,10,0,Tap,13
6,0,0,1.599998, ,10,0,Tap,4
7,0,0,1.540001, ,10,0,Tap,11
8,0,0,1.599998, ,10,0,Tap,2
9,0,0,1.420006, ,10,0,Tap,9
10,0,0,1.439995, ,10,0,Tap,0
11,0,0,1.520004, ,10,0,Tap,7
12,0,0,1.519997, ,10,0,Tap,14
13,0,0,1.540001, ,10,0,Tap,5
14,0,0,1.459999, ,10,0,Tap,12
15,0,0,1.360001, ,10,0,Tap,3
16,0,0,1.159996, ,10,0,Tap,1
17,1,1,1.419998, ,10,0,Tap,8
18,2,2,1.300003, ,10,0,Tap,15
19,0,0,1.480003, ,10,0,Tap,6
20,0,0,1.539993, ,10,0,Tap,13
21,0,0,1.32, ,10,0,Tap,4
22,0,0,1.5, ,10,0,Tap,11
23,0,0,1.300003, ,10,0,Tap,2
24,0,0,1.279999, ,10,0,Tap,9
25,0,0,1.360001, ,10,0,Tap,0
26,0,0,1.340004, ,10,0,Tap,7
27,0,0,1.439995, ,10,0,Tap,14
28,0,0,1.32, ,10,0,Tap,5
29,0,0,1.400002, ,10,0,Tap,12
30,0,0,1.199997, ,10,0,Tap,3
31,1,1,1.300003, ,5,1,Tap,14
32,0,0,1.220001, ,5,1,Tap,7
33,0,0,1.239998, ,5,1,Tap,0
34,0,0,1.239998, ,5,1,Tap,9
35,1,1,1.459999, ,5,1,Tap,2
36,0,0,1.300003, ,5,1,Tap,11
37,0,0,1.260002, ,5,1,Tap,4
38,0,0,1.299995, ,5,1,Tap,13
39,0,0,1.339996, ,5,1,Tap,6
40,0,0,1.300003, ,5,1,Tap,15
41,0,0,1.26001, ,5,1,Tap,8
42,0,0,1.319992, ,5,1,Tap,1
43,0,0,1.360001, ,5,1,Tap,10
44,0,0,1.300003, ,5,1,Tap,3
45,0,0,1.259995, ,5,1,Tap,12
