Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
89,0,0,1.47998, ,3,1,longPress,1
90,0,0,1.52002, ,3,1,longPress,10
91,0,2,2.459961,B,2,1,magicTap,11
92,0,1,2.880005,B,2,1,magicTap,4
93,0,0,2.280029,A,2,1,magicTap,13
94,0,0,2.779968,A,2,1,magicTap,6
95,0,1,2.240051,B,2,1,magicTap,15
96,0,0,2.339966,A,2,1,magicTap,8
97,1,2,1.940002,B,2,1,magicTap,1
98,0,1,2.220032,B,2,1,magicTap,10
99,0,0,2.419983,B,2,1,magicTap,3
100,0,0,2,B,2,1,magicTap,12
101,0,0,2.219971,B,2,1,magicTap,5
102,0,1,1.780029,B,2,1,magicTap,14
103,0,0,2.039978,B,2,1,magicTap,7
104,0,0,2.299988,B,2,1,magicTap,0
105,0,0,2.160034,B,2,1,magicTap,9
106,0,2,1.740051,B,5,0,magicTap,12
107,0,1,1.47998,B,5,0,magicTap,3
108,0,1,1.47998,B,5,0,magicTap,10
109,0,0,1.340027,B,5,0,magicTap,1
110,0,1,1.719971,B,5,0,magicTap,8
111,0,2,1.360046,B,5,0,magicTap,15
112,0,2,1.659973,B,5,0,magicTap,6
113,0,1,1.320007,B,5,0,magicTap,13
114,0,0,1.859985,B,5,0,magicTap,4
115,0,0,1.5,B,5,0,magicTap,11
116,0,1,1.299988,B,5,0,magicTap,2
117,0,0,1.580017,B,5,0,magicTap,9
118,0,0,1.400024,B,5,0,magicTap,0
119,0,1,1.659973,B,5,0,magicTap,7
120,0,0,1.400024,B,5,0,magicTap,14
121,0,1,1.460022,B,5,0,magicTap,12
122,0,0,1.659973,B,5,0,magicTap,3
123,0,1,1.179993,A,5,0,magicTap,10
124,0,1,1.320007,B,5,0,magicTap,1
125,0,0,1.960022,B,5,0,magicTap,8
126,0,0,1.320007,A,5,0,magicTap,15
127,0,2,1.380005,B,5,0,magicTap,6
128,0,0,1.319946,B,5,0,magicTap,13
129,0,0,1.400024,B,5,0,magicTap,4
130,0,0,1.400024,B,5,0,magicTap,11
131,0,1,1.599976,B,5,0,magicTap,2
132,0,1,1.359985,B,5,0,magicTap,9
133,0,0,1.619995,B,5,0,magicTap,0
134,0,0,1.300049,B,5,0,magicTap,7
135,0,0,1.559998,B,5,0,magicTap,14
