Case,X,Y,Z,modeSelected
2,-0.1793691,1.274172,-0.1441472,Tap
3,0.2318941,1.202409,-0.08581594,Tap
13,-0.1122885,1.108228,-0.1002347,Tap
16,0.2148023,1.024804,-0.04507247,Tap
18,0.1875858,1.181609,-0.07045566,Tap
18,0.06960114,1.177678,-0.07261162,Tap
18,-0.1465178,1.012962,-0.07331713,Tap
21,-0.01334701,0.9514551,-0.08706136,Tap
21,-0.09938852,1.376317,-0.06476253,Tap
28,-0.05366948,0.9035726,-0.01193319,Tap
35,0.02460037,1.043526,-0.06015202,Tap
97,-0.3993056,1.126974,0.3782029,magicTap
