Case,X,Y,Z,a,v,modeSelected,area_type,index,headX,headY,headZ,eyeX,eyeY,eyeZ
145,-0.3178058,1.22784,0.5308828,0.8053258,0.05299924,magicTap,1,7,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,-0.7884302,0.03723063,magicTap,1,7,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,-1.861532,0,magicTap,4,-1,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,0,0,magicTap,4,-1,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,0,0,magicTap,4,-1,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,0,0,magicTap,4,-1,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,0,0,magicTap,4,-1,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,0,0,magicTap,4,-1,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,0,0,magicTap,4,-1,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,0,0,magicTap,4,-1,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,0,0,magicTap,4,-1,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,0,0,magicTap,4,-1,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,0,0,magicTap,4,-1,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,0,0,magicTap,4,-1,-0.0893713,1.182288,0.06821775,-0.05965555,-0.08584759,0.01758496
145,-0.3175271,1.227845,0.5315733,0,0,magicTap,4,-1,-0.08979017,1.181545,0.07030916,-0.05491832,-0.08006446,0.01386064
145,-0.3220011,1.233588,0.5350986,20.22041,0.4044082,magicTap,4,-1,-0.08979017,1.181545,0.07030916,-0.05491832,-0.08006446,0.01386064
145,-0.3220011,1.233588,0.5350986,-20.22041,0,magicTap,4,-1,-0.08958376,1.181276,0.07148027,-0.0536235,-0.07735259,0.01283241
145,-0.3201334,1.235779,0.5335937,8.122143,0.1624428,magicTap,4,-1,-0.08921367,1.180682,0.07192898,-0.05226057,-0.0746453,0.01175749
145,-0.3180514,1.229432,0.5346365,8.778872,0.3380203,magicTap,4,-1,-0.08884657,1.180395,0.072299,-0.05055946,-0.07279127,0.01104949
145,-0.3180514,1.229432,0.5346365,-16.90101,0,magicTap,4,-1,-0.08856306,1.180293,0.0727725,-0.04812154,-0.06988456,0.01036798
145,-0.3186726,1.231336,0.5343447,5.059274,0.1011855,magicTap,4,-1,-0.08854925,1.180062,0.07312727,-0.04660024,-0.06793308,0.009458408
145,-0.3183657,1.231744,0.5355701,-1.740481,0.06637586,magicTap,4,-1,-0.08828471,1.179821,0.07357788,-0.04533901,-0.06595039,0.008904726
145,-0.3183657,1.231744,0.5355701,-3.318793,0,magicTap,4,-1,-0.08718157,1.179003,0.07491398,-0.04206092,-0.0600506,0.005592812
145,-0.3188533,1.232339,0.536047,2.263295,0.0452659,magicTap,4,-1,-0.08638251,1.178332,0.07568836,-0.03904244,-0.0554296,0.003013584
145,-0.318523,1.232278,0.536232,-1.304674,0.01917243,magicTap,4,-1,-0.08454964,1.176203,0.0770421,-0.02921581,-0.04175959,-0.003028987
145,-0.3181505,1.232569,0.535471,1.280656,0.04478556,magicTap,4,-1,-0.08428123,1.175764,0.07694721,-0.02683658,-0.03812458,-0.002940168
