Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,2.540009, ,11,0,Tap,2
2,0,0,2.099991, ,11,0,Tap,9
3,0,0,3, ,11,0,Tap,0
4,0,0,2.060013, ,11,0,Tap,7
5,1,1,1.979996, ,11,0,Tap,14
6,0,0,1.899994, ,11,0,Tap,5
7,1,1,1.480011, ,11,0,Tap,12
8,3,3,2.259995, ,11,0,Tap,3
9,0,0,1.839996, ,11,0,Tap,10
10,0,0,1.979996, ,11,0,Tap,1
11,1,1,1.76001, ,11,0,Tap,8
12,0,0,2.73999, ,11,0,Tap,15
13,0,0,1.720001, ,11,0,Tap,6
14,0,0,1.820007, ,11,0,Tap,13
15,1,1,2.119995, ,11,0,Tap,4
16,0,0,1.580002, ,9,1,Tap,2
17,0,0,1.399994, ,9,1,Tap,11
18,0,0,1.360001, ,9,1,Tap,4
19,0,0,1.419998, ,9,1,Tap,13
20,0,0,1.339996, ,9,1,Tap,6
21,0,0,1.240005, ,9,1,Tap,15
22,0,0,1.400009, ,9,1,Tap,8
23,0,0,1.539978, ,9,1,Tap,1
24,0,0,1.220001, ,9,1,Tap,10
25,0,0,1.559998, ,9,1,Tap,3
26,0,0,1.320007, ,9,1,Tap,12
27,0,0,1.480011, ,9,1,Tap,5
28,0,0,1.299988, ,9,1,Tap,14
29,0,0,1.240021, ,9,1,Tap,7
30,1,1,1.359985, ,9,1,Tap,0
31,0,0,1.220001, ,2,0,Tap,9
32,0,0,1.200012, ,2,0,Tap,0
33,0,0,1.199982, ,2,0,Tap,7
34,1,1,1.640015, ,2,0,Tap,14
35,0,0,1.359985, ,2,0,Tap,5
36,0,0,1.100006, ,2,0,Tap,12
37,0,0,1.220001, ,2,0,Tap,3
38,0,0,1.179993, ,2,0,Tap,10
39,1,1,1.26001, ,2,0,Tap,1
40,0,0,1.420013, ,2,0,Tap,8
41,0,0,1.259979, ,2,0,Tap,15
42,0,0,1.339996, ,2,0,Tap,6
43,0,0,1.160004, ,2,0,Tap,13
44,0,0,1.680023, ,2,0,Tap,4
45,0,0,1.119995, ,2,0,Tap,11
